snapshot_id,warehouse_node_id,product_id,snapshot_date,stock_qty,reorder_point,safety_stock_x,warehouse_name,warehouse_country,product_name,category,unit_cost,inventory_value,is_below_reorder_point,reorder_point_model,safety_stock_y,model_type,reorder_point_placeholder,reorder_point_change
INVSNP0002415,WH0002,PRD0145,2025-12-01,1680,391,156,Singapore Warehouse 2,Singapore,MACH-Cultural-145,Machinery,2263.5,3802680.0,False,156.6,34.2,prophet,391,-234.4
INVSNP0002416,WH0002,PRD0145,2026-01-01,1595,391,156,Singapore Warehouse 2,Singapore,MACH-Cultural-145,Machinery,2263.5,3610282.5,False,156.6,34.2,prophet,391,-234.4
INVSNP0002417,WH0002,PRD0145,2026-02-01,1976,391,156,Singapore Warehouse 2,Singapore,MACH-Cultural-145,Machinery,2263.5,4472676.0,False,156.6,34.2,prophet,391,-234.4
INVSNP0002418,WH0002,PRD0145,2026-03-01,1532,391,156,Singapore Warehouse 2,Singapore,MACH-Cultural-145,Machinery,2263.5,3467682.0,False,156.6,34.2,prophet,391,-234.4
INVSNP0002419,WH0002,PRD0145,2026-04-01,1623,391,156,Singapore Warehouse 2,Singapore,MACH-Cultural-145,Machinery,2263.5,3673660.5,False,156.6,34.2,prophet,391,-234.4
INVSNP0002420,WH0002,PRD0145,2026-05-01,1306,391,156,Singapore Warehouse 2,Singapore,MACH-Cultural-145,Machinery,2263.5,2956131.0,False,156.6,34.2,prophet,391,-234.4
INVSNP0002421,WH0002,PRD0145,2026-06-01,1466,391,156,Singapore Warehouse 2,Singapore,MACH-Cultural-145,Machinery,2263.5,3318291.0,False,156.6,34.2,prophet,391,-234.4
INVSNP0002422,WH0002,PRD0145,2026-07-01,1715,391,156,Singapore Warehouse 2,Singapore,MACH-Cultural-145,Machinery,2263.5,3881902.5,False,156.6,34.2,prophet,391,-234.4
INVSNP0002423,WH0002,PRD0145,2026-08-01,1674,391,156,Singapore Warehouse 2,Singapore,MACH-Cultural-145,Machinery,2263.5,3789099.0,False,156.6,34.2,prophet,391,-234.4
INVSNP0002424,WH0002,PRD0145,2026-09-01,1585,391,156,Singapore Warehouse 2,Singapore,MACH-Cultural-145,Machinery,2263.5,3587647.5,False,156.6,34.2,prophet,391,-234.4
INVSNP0002425,WH0002,PRD0080,2024-10-01,4557,1187,474,Singapore Warehouse 2,Singapore,ELEC-Training-80,Electronics,312.6,1424518.2000000002,False,227.0,61.3,prophet,1187,-960.0
INVSNP0002426,WH0002,PRD0080,2024-11-01,3681,1187,474,Singapore Warehouse 2,Singapore,ELEC-Training-80,Electronics,312.6,1150680.6,False,227.0,61.3,prophet,1187,-960.0
INVSNP0002427,WH0002,PRD0080,2024-12-01,4982,1187,474,Singapore Warehouse 2,Singapore,ELEC-Training-80,Electronics,312.6,1557373.2000000002,False,227.0,61.3,prophet,1187,-960.0
INVSNP0002428,WH0002,PRD0080,2025-01-01,5439,1187,474,Singapore Warehouse 2,Singapore,ELEC-Training-80,Electronics,312.6,1700231.4,False,227.0,61.3,prophet,1187,-960.0
INVSNP0002429,WH0002,PRD0080,2025-02-01,4700,1187,474,Singapore Warehouse 2,Singapore,ELEC-Training-80,Electronics,312.6,1469220.0,False,227.0,61.3,prophet,1187,-960.0
INVSNP0002430,WH0002,PRD0080,2025-03-01,5173,1187,474,Singapore Warehouse 2,Singapore,ELEC-Training-80,Electronics,312.6,1617079.8,False,227.0,61.3,prophet,1187,-960.0
INVSNP0002431,WH0002,PRD0080,2025-04-01,5330,1187,474,Singapore Warehouse 2,Singapore,ELEC-Training-80,Electronics,312.6,1666158.0000000002,False,227.0,61.3,prophet,1187,-960.0
INVSNP0002432,WH0002,PRD0080,2025-05-01,4393,1187,474,Singapore Warehouse 2,Singapore,ELEC-Training-80,Electronics,312.6,1373251.8,False,227.0,61.3,prophet,1187,-960.0
INVSNP0002433,WH0002,PRD0080,2025-06-01,4174,1187,474,Singapore Warehouse 2,Singapore,ELEC-Training-80,Electronics,312.6,1304792.4,False,227.0,61.3,prophet,1187,-960.0
INVSNP0002434,WH0002,PRD0080,2025-07-01,4505,1187,474,Singapore Warehouse 2,Singapore,ELEC-Training-80,Electronics,312.6,1408263.0,False,227.0,61.3,prophet,1187,-960.0
INVSNP0002435,WH0002,PRD0080,2025-08-01,3212,1187,474,Singapore Warehouse 2,Singapore,ELEC-Training-80,Electronics,312.6,1004071.2,False,227.0,61.3,prophet,1187,-960.0
INVSNP0002436,WH0002,PRD0080,2025-09-01,4428,1187,474,Singapore Warehouse 2,Singapore,ELEC-Training-80,Electronics,312.6,1384192.8,False,227.0,61.3,prophet,1187,-960.0
INVSNP0002437,WH0002,PRD0080,2025-10-01,4945,1187,474,Singapore Warehouse 2,Singapore,ELEC-Training-80,Electronics,312.6,1545807.0,False,227.0,61.3,prophet,1187,-960.0
INVSNP0002438,WH0002,PRD0080,2025-11-01,5560,1187,474,Singapore Warehouse 2,Singapore,ELEC-Training-80,Electronics,312.6,1738056.0000000002,False,227.0,61.3,prophet,1187,-960.0
INVSNP0002439,WH0002,PRD0080,2025-12-01,4159,1187,474,Singapore Warehouse 2,Singapore,ELEC-Training-80,Electronics,312.6,1300103.4,False,227.0,61.3,prophet,1187,-960.0
INVSNP0002440,WH0002,PRD0080,2026-01-01,5096,1187,474,Singapore Warehouse 2,Singapore,ELEC-Training-80,Electronics,312.6,1593009.6,False,227.0,61.3,prophet,1187,-960.0
INVSNP0002441,WH0002,PRD0080,2026-02-01,4296,1187,474,Singapore Warehouse 2,Singapore,ELEC-Training-80,Electronics,312.6,1342929.6,False,227.0,61.3,prophet,1187,-960.0
INVSNP0002442,WH0002,PRD0080,2026-03-01,3552,1187,474,Singapore Warehouse 2,Singapore,ELEC-Training-80,Electronics,312.6,1110355.2000000002,False,227.0,61.3,prophet,1187,-960.0
INVSNP0002443,WH0002,PRD0080,2026-04-01,5034,1187,474,Singapore Warehouse 2,Singapore,ELEC-Training-80,Electronics,312.6,1573628.4,False,227.0,61.3,prophet,1187,-960.0
INVSNP0002444,WH0002,PRD0080,2026-05-01,4497,1187,474,Singapore Warehouse 2,Singapore,ELEC-Training-80,Electronics,312.6,1405762.2000000002,False,227.0,61.3,prophet,1187,-960.0
INVSNP0002445,WH0002,PRD0080,2026-06-01,5685,1187,474,Singapore Warehouse 2,Singapore,ELEC-Training-80,Electronics,312.6,1777131.0000000002,False,227.0,61.3,prophet,1187,-960.0
INVSNP0002446,WH0002,PRD0080,2026-07-01,5855,1187,474,Singapore Warehouse 2,Singapore,ELEC-Training-80,Electronics,312.6,1830273.0,False,227.0,61.3,prophet,1187,-960.0
INVSNP0002447,WH0002,PRD0080,2026-08-01,4668,1187,474,Singapore Warehouse 2,Singapore,ELEC-Training-80,Electronics,312.6,1459216.8,False,227.0,61.3,prophet,1187,-960.0
INVSNP0002448,WH0002,PRD0080,2026-09-01,4849,1187,474,Singapore Warehouse 2,Singapore,ELEC-Training-80,Electronics,312.6,1515797.4,False,227.0,61.3,prophet,1187,-960.0
INVSNP0002449,WH0002,PRD0048,2024-10-01,1067,294,117,Singapore Warehouse 2,Singapore,FOOD-Item-48,Food & Beverage,14.85,15844.95,False,229.2,50.5,prophet,294,-64.80000000000001
INVSNP0002450,WH0002,PRD0048,2024-11-01,987,294,117,Singapore Warehouse 2,Singapore,FOOD-Item-48,Food & Beverage,14.85,14656.95,False,229.2,50.5,prophet,294,-64.80000000000001
INVSNP0002451,WH0002,PRD0048,2024-12-01,833,294,117,Singapore Warehouse 2,Singapore,FOOD-Item-48,Food & Beverage,14.85,12370.05,False,229.2,50.5,prophet,294,-64.80000000000001
INVSNP0002452,WH0002,PRD0048,2025-01-01,1328,294,117,Singapore Warehouse 2,Singapore,FOOD-Item-48,Food & Beverage,14.85,19720.8,False,229.2,50.5,prophet,294,-64.80000000000001
INVSNP0002453,WH0002,PRD0048,2025-02-01,1425,294,117,Singapore Warehouse 2,Singapore,FOOD-Item-48,Food & Beverage,14.85,21161.25,False,229.2,50.5,prophet,294,-64.80000000000001
INVSNP0002454,WH0002,PRD0048,2025-03-01,1344,294,117,Singapore Warehouse 2,Singapore,FOOD-Item-48,Food & Beverage,14.85,19958.4,False,229.2,50.5,prophet,294,-64.80000000000001
INVSNP0002455,WH0002,PRD0048,2025-04-01,1286,294,117,Singapore Warehouse 2,Singapore,FOOD-Item-48,Food & Beverage,14.85,19097.1,False,229.2,50.5,prophet,294,-64.80000000000001
INVSNP0002456,WH0002,PRD0048,2025-05-01,1142,294,117,Singapore Warehouse 2,Singapore,FOOD-Item-48,Food & Beverage,14.85,16958.7,False,229.2,50.5,prophet,294,-64.80000000000001
INVSNP0002457,WH0002,PRD0048,2025-06-01,1186,294,117,Singapore Warehouse 2,Singapore,FOOD-Item-48,Food & Beverage,14.85,17612.1,False,229.2,50.5,prophet,294,-64.80000000000001
INVSNP0002458,WH0002,PRD0048,2025-07-01,1324,294,117,Singapore Warehouse 2,Singapore,FOOD-Item-48,Food & Beverage,14.85,19661.4,False,229.2,50.5,prophet,294,-64.80000000000001
INVSNP0002459,WH0002,PRD0048,2025-08-01,1220,294,117,Singapore Warehouse 2,Singapore,FOOD-Item-48,Food & Beverage,14.85,18117.0,False,229.2,50.5,prophet,294,-64.80000000000001
INVSNP0002460,WH0002,PRD0048,2025-09-01,896,294,117,Singapore Warehouse 2,Singapore,FOOD-Item-48,Food & Beverage,14.85,13305.6,False,229.2,50.5,prophet,294,-64.80000000000001
INVSNP0002461,WH0002,PRD0048,2025-10-01,1102,294,117,Singapore Warehouse 2,Singapore,FOOD-Item-48,Food & Beverage,14.85,16364.7,False,229.2,50.5,prophet,294,-64.80000000000001
INVSNP0002462,WH0002,PRD0048,2025-11-01,951,294,117,Singapore Warehouse 2,Singapore,FOOD-Item-48,Food & Beverage,14.85,14122.35,False,229.2,50.5,prophet,294,-64.80000000000001
INVSNP0002463,WH0002,PRD0048,2025-12-01,1056,294,117,Singapore Warehouse 2,Singapore,FOOD-Item-48,Food & Beverage,14.85,15681.6,False,229.2,50.5,prophet,294,-64.80000000000001
INVSNP0002464,WH0002,PRD0048,2026-01-01,1373,294,117,Singapore Warehouse 2,Singapore,FOOD-Item-48,Food & Beverage,14.85,20389.05,False,229.2,50.5,prophet,294,-64.80000000000001
INVSNP0002465,WH0002,PRD0048,2026-02-01,1296,294,117,Singapore Warehouse 2,Singapore,FOOD-Item-48,Food & Beverage,14.85,19245.6,False,229.2,50.5,prophet,294,-64.80000000000001
INVSNP0002466,WH0002,PRD0048,2026-03-01,1315,294,117,Singapore Warehouse 2,Singapore,FOOD-Item-48,Food & Beverage,14.85,19527.75,False,229.2,50.5,prophet,294,-64.80000000000001
INVSNP0002467,WH0002,PRD0048,2026-04-01,1217,294,117,Singapore Warehouse 2,Singapore,FOOD-Item-48,Food & Beverage,14.85,18072.45,False,229.2,50.5,prophet,294,-64.80000000000001
INVSNP0002468,WH0002,PRD0048,2026-05-01,1249,294,117,Singapore Warehouse 2,Singapore,FOOD-Item-48,Food & Beverage,14.85,18547.65,False,229.2,50.5,prophet,294,-64.80000000000001
INVSNP0002469,WH0002,PRD0048,2026-06-01,1469,294,117,Singapore Warehouse 2,Singapore,FOOD-Item-48,Food & Beverage,14.85,21814.65,False,229.2,50.5,prophet,294,-64.80000000000001
INVSNP0002470,WH0002,PRD0048,2026-07-01,1318,294,117,Singapore Warehouse 2,Singapore,FOOD-Item-48,Food & Beverage,14.85,19572.3,False,229.2,50.5,prophet,294,-64.80000000000001
INVSNP0002471,WH0002,PRD0048,2026-08-01,1221,294,117,Singapore Warehouse 2,Singapore,FOOD-Item-48,Food & Beverage,14.85,18131.85,False,229.2,50.5,prophet,294,-64.80000000000001
INVSNP0002472,WH0002,PRD0048,2026-09-01,1154,294,117,Singapore Warehouse 2,Singapore,FOOD-Item-48,Food & Beverage,14.85,17136.899999999998,False,229.2,50.5,prophet,294,-64.80000000000001
INVSNP0002473,WH0002,PRD0006,2024-10-01,1120,297,119,Singapore Warehouse 2,Singapore,FURN-Once-6,Furniture,59.34,66460.8,False,203.2,71.8,prophet,297,-93.80000000000001
INVSNP0002474,WH0002,PRD0006,2024-11-01,1072,297,119,Singapore Warehouse 2,Singapore,FURN-Once-6,Furniture,59.34,63612.48,False,203.2,71.8,prophet,297,-93.80000000000001
INVSNP0002475,WH0002,PRD0006,2024-12-01,1027,297,119,Singapore Warehouse 2,Singapore,FURN-Once-6,Furniture,59.34,60942.18,False,203.2,71.8,prophet,297,-93.80000000000001
INVSNP0002476,WH0002,PRD0006,2025-01-01,1193,297,119,Singapore Warehouse 2,Singapore,FURN-Once-6,Furniture,59.34,70792.62000000001,False,203.2,71.8,prophet,297,-93.80000000000001
INVSNP0002477,WH0002,PRD0006,2025-02-01,1064,297,119,Singapore Warehouse 2,Singapore,FURN-Once-6,Furniture,59.34,63137.76,False,203.2,71.8,prophet,297,-93.80000000000001
INVSNP0002478,WH0002,PRD0006,2025-03-01,1063,297,119,Singapore Warehouse 2,Singapore,FURN-Once-6,Furniture,59.34,63078.420000000006,False,203.2,71.8,prophet,297,-93.80000000000001
INVSNP0002479,WH0002,PRD0006,2025-04-01,1344,297,119,Singapore Warehouse 2,Singapore,FURN-Once-6,Furniture,59.34,79752.96,False,203.2,71.8,prophet,297,-93.80000000000001
INVSNP0002480,WH0002,PRD0006,2025-05-01,1087,297,119,Singapore Warehouse 2,Singapore,FURN-Once-6,Furniture,59.34,64502.58,False,203.2,71.8,prophet,297,-93.80000000000001
INVSNP0002481,WH0002,PRD0006,2025-06-01,1440,297,119,Singapore Warehouse 2,Singapore,FURN-Once-6,Furniture,59.34,85449.6,False,203.2,71.8,prophet,297,-93.80000000000001
INVSNP0002482,WH0002,PRD0006,2025-07-01,1288,297,119,Singapore Warehouse 2,Singapore,FURN-Once-6,Furniture,59.34,76429.92,False,203.2,71.8,prophet,297,-93.80000000000001
INVSNP0002483,WH0002,PRD0006,2025-08-01,1283,297,119,Singapore Warehouse 2,Singapore,FURN-Once-6,Furniture,59.34,76133.22,False,203.2,71.8,prophet,297,-93.80000000000001
INVSNP0002484,WH0002,PRD0006,2025-09-01,1197,297,119,Singapore Warehouse 2,Singapore,FURN-Once-6,Furniture,59.34,71029.98000000001,False,203.2,71.8,prophet,297,-93.80000000000001
INVSNP0002485,WH0002,PRD0006,2025-10-01,1413,297,119,Singapore Warehouse 2,Singapore,FURN-Once-6,Furniture,59.34,83847.42,False,203.2,71.8,prophet,297,-93.80000000000001
INVSNP0002486,WH0002,PRD0006,2025-11-01,973,297,119,Singapore Warehouse 2,Singapore,FURN-Once-6,Furniture,59.34,57737.82,False,203.2,71.8,prophet,297,-93.80000000000001
INVSNP0002487,WH0002,PRD0006,2025-12-01,1070,297,119,Singapore Warehouse 2,Singapore,FURN-Once-6,Furniture,59.34,63493.8,False,203.2,71.8,prophet,297,-93.80000000000001
INVSNP0002488,WH0002,PRD0006,2026-01-01,1358,297,119,Singapore Warehouse 2,Singapore,FURN-Once-6,Furniture,59.34,80583.72,False,203.2,71.8,prophet,297,-93.80000000000001
INVSNP0002489,WH0002,PRD0006,2026-02-01,1137,297,119,Singapore Warehouse 2,Singapore,FURN-Once-6,Furniture,59.34,67469.58,False,203.2,71.8,prophet,297,-93.80000000000001
INVSNP0002490,WH0002,PRD0006,2026-03-01,1239,297,119,Singapore Warehouse 2,Singapore,FURN-Once-6,Furniture,59.34,73522.26000000001,False,203.2,71.8,prophet,297,-93.80000000000001
INVSNP0002491,WH0002,PRD0006,2026-04-01,924,297,119,Singapore Warehouse 2,Singapore,FURN-Once-6,Furniture,59.34,54830.16,False,203.2,71.8,prophet,297,-93.80000000000001
INVSNP0002492,WH0002,PRD0006,2026-05-01,1243,297,119,Singapore Warehouse 2,Singapore,FURN-Once-6,Furniture,59.34,73759.62000000001,False,203.2,71.8,prophet,297,-93.80000000000001
INVSNP0002493,WH0002,PRD0006,2026-06-01,993,297,119,Singapore Warehouse 2,Singapore,FURN-Once-6,Furniture,59.34,58924.62,False,203.2,71.8,prophet,297,-93.80000000000001
INVSNP0002494,WH0002,PRD0006,2026-07-01,1088,297,119,Singapore Warehouse 2,Singapore,FURN-Once-6,Furniture,59.34,64561.920000000006,False,203.2,71.8,prophet,297,-93.80000000000001
INVSNP0002495,WH0002,PRD0006,2026-08-01,1608,297,119,Singapore Warehouse 2,Singapore,FURN-Once-6,Furniture,59.34,95418.72,False,203.2,71.8,prophet,297,-93.80000000000001
INVSNP0002496,WH0002,PRD0006,2026-09-01,1057,297,119,Singapore Warehouse 2,Singapore,FURN-Once-6,Furniture,59.34,62722.380000000005,False,203.2,71.8,prophet,297,-93.80000000000001
INVSNP0002497,WH0002,PRD0123,2024-10-01,699,225,90,Singapore Warehouse 2,Singapore,CHEM-Fine-123,Chemicals,77.33,54053.67,False,142.1,30.9,prophet,225,-82.9
INVSNP0002498,WH0002,PRD0123,2024-11-01,941,225,90,Singapore Warehouse 2,Singapore,CHEM-Fine-123,Chemicals,77.33,72767.53,False,142.1,30.9,prophet,225,-82.9
INVSNP0002499,WH0002,PRD0123,2024-12-01,909,225,90,Singapore Warehouse 2,Singapore,CHEM-Fine-123,Chemicals,77.33,70292.97,False,142.1,30.9,prophet,225,-82.9
INVSNP0002500,WH0002,PRD0123,2025-01-01,933,225,90,Singapore Warehouse 2,Singapore,CHEM-Fine-123,Chemicals,77.33,72148.89,False,142.1,30.9,prophet,225,-82.9
INVSNP0002501,WH0002,PRD0123,2025-02-01,1007,225,90,Singapore Warehouse 2,Singapore,CHEM-Fine-123,Chemicals,77.33,77871.31,False,142.1,30.9,prophet,225,-82.9
INVSNP0002502,WH0002,PRD0123,2025-03-01,1095,225,90,Singapore Warehouse 2,Singapore,CHEM-Fine-123,Chemicals,77.33,84676.34999999999,False,142.1,30.9,prophet,225,-82.9
INVSNP0002503,WH0002,PRD0123,2025-04-01,664,225,90,Singapore Warehouse 2,Singapore,CHEM-Fine-123,Chemicals,77.33,51347.119999999995,False,142.1,30.9,prophet,225,-82.9
INVSNP0002504,WH0002,PRD0123,2025-05-01,913,225,90,Singapore Warehouse 2,Singapore,CHEM-Fine-123,Chemicals,77.33,70602.29,False,142.1,30.9,prophet,225,-82.9
INVSNP0002505,WH0002,PRD0123,2025-06-01,776,225,90,Singapore Warehouse 2,Singapore,CHEM-Fine-123,Chemicals,77.33,60008.08,False,142.1,30.9,prophet,225,-82.9
INVSNP0002506,WH0002,PRD0123,2025-07-01,844,225,90,Singapore Warehouse 2,Singapore,CHEM-Fine-123,Chemicals,77.33,65266.52,False,142.1,30.9,prophet,225,-82.9
INVSNP0002507,WH0002,PRD0123,2025-08-01,1095,225,90,Singapore Warehouse 2,Singapore,CHEM-Fine-123,Chemicals,77.33,84676.34999999999,False,142.1,30.9,prophet,225,-82.9
INVSNP0002508,WH0002,PRD0123,2025-09-01,1039,225,90,Singapore Warehouse 2,Singapore,CHEM-Fine-123,Chemicals,77.33,80345.87,False,142.1,30.9,prophet,225,-82.9
INVSNP0002509,WH0002,PRD0123,2025-10-01,1020,225,90,Singapore Warehouse 2,Singapore,CHEM-Fine-123,Chemicals,77.33,78876.59999999999,False,142.1,30.9,prophet,225,-82.9
INVSNP0002510,WH0002,PRD0123,2025-11-01,671,225,90,Singapore Warehouse 2,Singapore,CHEM-Fine-123,Chemicals,77.33,51888.43,False,142.1,30.9,prophet,225,-82.9
INVSNP0002511,WH0002,PRD0123,2025-12-01,984,225,90,Singapore Warehouse 2,Singapore,CHEM-Fine-123,Chemicals,77.33,76092.72,False,142.1,30.9,prophet,225,-82.9
INVSNP0002512,WH0002,PRD0123,2026-01-01,1155,225,90,Singapore Warehouse 2,Singapore,CHEM-Fine-123,Chemicals,77.33,89316.15,False,142.1,30.9,prophet,225,-82.9
INVSNP0002513,WH0002,PRD0123,2026-02-01,725,225,90,Singapore Warehouse 2,Singapore,CHEM-Fine-123,Chemicals,77.33,56064.25,False,142.1,30.9,prophet,225,-82.9
INVSNP0002514,WH0002,PRD0123,2026-03-01,984,225,90,Singapore Warehouse 2,Singapore,CHEM-Fine-123,Chemicals,77.33,76092.72,False,142.1,30.9,prophet,225,-82.9
INVSNP0002515,WH0002,PRD0123,2026-04-01,742,225,90,Singapore Warehouse 2,Singapore,CHEM-Fine-123,Chemicals,77.33,57378.86,False,142.1,30.9,prophet,225,-82.9
INVSNP0002516,WH0002,PRD0123,2026-05-01,914,225,90,Singapore Warehouse 2,Singapore,CHEM-Fine-123,Chemicals,77.33,70679.62,False,142.1,30.9,prophet,225,-82.9
INVSNP0002517,WH0002,PRD0123,2026-06-01,865,225,90,Singapore Warehouse 2,Singapore,CHEM-Fine-123,Chemicals,77.33,66890.45,False,142.1,30.9,prophet,225,-82.9
INVSNP0002518,WH0002,PRD0123,2026-07-01,757,225,90,Singapore Warehouse 2,Singapore,CHEM-Fine-123,Chemicals,77.33,58538.81,False,142.1,30.9,prophet,225,-82.9
INVSNP0002519,WH0002,PRD0123,2026-08-01,937,225,90,Singapore Warehouse 2,Singapore,CHEM-Fine-123,Chemicals,77.33,72458.20999999999,False,142.1,30.9,prophet,225,-82.9
INVSNP0002520,WH0002,PRD0123,2026-09-01,1274,225,90,Singapore Warehouse 2,Singapore,CHEM-Fine-123,Chemicals,77.33,98518.42,False,142.1,30.9,prophet,225,-82.9
INVSNP0002521,WH0002,PRD0114,2024-10-01,2918,801,320,Singapore Warehouse 2,Singapore,FOOD-Same-114,Food & Beverage,23.6,68864.8,False,217.2,58.4,prophet,801,-583.8
INVSNP0002522,WH0002,PRD0114,2024-11-01,2937,801,320,Singapore Warehouse 2,Singapore,FOOD-Same-114,Food & Beverage,23.6,69313.2,False,217.2,58.4,prophet,801,-583.8
INVSNP0002523,WH0002,PRD0114,2024-12-01,3394,801,320,Singapore Warehouse 2,Singapore,FOOD-Same-114,Food & Beverage,23.6,80098.40000000001,False,217.2,58.4,prophet,801,-583.8
INVSNP0002524,WH0002,PRD0114,2025-01-01,2950,801,320,Singapore Warehouse 2,Singapore,FOOD-Same-114,Food & Beverage,23.6,69620.0,False,217.2,58.4,prophet,801,-583.8
INVSNP0002525,WH0002,PRD0114,2025-02-01,2909,801,320,Singapore Warehouse 2,Singapore,FOOD-Same-114,Food & Beverage,23.6,68652.40000000001,False,217.2,58.4,prophet,801,-583.8
INVSNP0002526,WH0002,PRD0114,2025-03-01,3016,801,320,Singapore Warehouse 2,Singapore,FOOD-Same-114,Food & Beverage,23.6,71177.6,False,217.2,58.4,prophet,801,-583.8
INVSNP0002527,WH0002,PRD0114,2025-04-01,3287,801,320,Singapore Warehouse 2,Singapore,FOOD-Same-114,Food & Beverage,23.6,77573.20000000001,False,217.2,58.4,prophet,801,-583.8
INVSNP0002528,WH0002,PRD0114,2025-05-01,4860,801,320,Singapore Warehouse 2,Singapore,FOOD-Same-114,Food & Beverage,23.6,114696.0,False,217.2,58.4,prophet,801,-583.8
INVSNP0002529,WH0002,PRD0114,2025-06-01,3029,801,320,Singapore Warehouse 2,Singapore,FOOD-Same-114,Food & Beverage,23.6,71484.40000000001,False,217.2,58.4,prophet,801,-583.8
INVSNP0002530,WH0002,PRD0114,2025-07-01,3154,801,320,Singapore Warehouse 2,Singapore,FOOD-Same-114,Food & Beverage,23.6,74434.40000000001,False,217.2,58.4,prophet,801,-583.8
INVSNP0002531,WH0002,PRD0114,2025-08-01,2834,801,320,Singapore Warehouse 2,Singapore,FOOD-Same-114,Food & Beverage,23.6,66882.40000000001,False,217.2,58.4,prophet,801,-583.8
INVSNP0002532,WH0002,PRD0114,2025-09-01,3208,801,320,Singapore Warehouse 2,Singapore,FOOD-Same-114,Food & Beverage,23.6,75708.8,False,217.2,58.4,prophet,801,-583.8
INVSNP0002533,WH0002,PRD0114,2025-10-01,3584,801,320,Singapore Warehouse 2,Singapore,FOOD-Same-114,Food & Beverage,23.6,84582.40000000001,False,217.2,58.4,prophet,801,-583.8
INVSNP0002534,WH0002,PRD0114,2025-11-01,2937,801,320,Singapore Warehouse 2,Singapore,FOOD-Same-114,Food & Beverage,23.6,69313.2,False,217.2,58.4,prophet,801,-583.8
INVSNP0002535,WH0002,PRD0114,2025-12-01,2745,801,320,Singapore Warehouse 2,Singapore,FOOD-Same-114,Food & Beverage,23.6,64782.00000000001,False,217.2,58.4,prophet,801,-583.8
INVSNP0002536,WH0002,PRD0114,2026-01-01,2845,801,320,Singapore Warehouse 2,Singapore,FOOD-Same-114,Food & Beverage,23.6,67142.0,False,217.2,58.4,prophet,801,-583.8
INVSNP0002537,WH0002,PRD0114,2026-02-01,3878,801,320,Singapore Warehouse 2,Singapore,FOOD-Same-114,Food & Beverage,23.6,91520.8,False,217.2,58.4,prophet,801,-583.8
INVSNP0002538,WH0002,PRD0114,2026-03-01,3346,801,320,Singapore Warehouse 2,Singapore,FOOD-Same-114,Food & Beverage,23.6,78965.6,False,217.2,58.4,prophet,801,-583.8
INVSNP0002539,WH0002,PRD0114,2026-04-01,2267,801,320,Singapore Warehouse 2,Singapore,FOOD-Same-114,Food & Beverage,23.6,53501.2,False,217.2,58.4,prophet,801,-583.8
INVSNP0002540,WH0002,PRD0114,2026-05-01,3688,801,320,Singapore Warehouse 2,Singapore,FOOD-Same-114,Food & Beverage,23.6,87036.8,False,217.2,58.4,prophet,801,-583.8
INVSNP0002541,WH0002,PRD0114,2026-06-01,4134,801,320,Singapore Warehouse 2,Singapore,FOOD-Same-114,Food & Beverage,23.6,97562.4,False,217.2,58.4,prophet,801,-583.8
INVSNP0002542,WH0002,PRD0114,2026-07-01,3783,801,320,Singapore Warehouse 2,Singapore,FOOD-Same-114,Food & Beverage,23.6,89278.8,False,217.2,58.4,prophet,801,-583.8
INVSNP0002543,WH0002,PRD0114,2026-08-01,2437,801,320,Singapore Warehouse 2,Singapore,FOOD-Same-114,Food & Beverage,23.6,57513.2,False,217.2,58.4,prophet,801,-583.8
INVSNP0002544,WH0002,PRD0114,2026-09-01,3222,801,320,Singapore Warehouse 2,Singapore,FOOD-Same-114,Food & Beverage,23.6,76039.20000000001,False,217.2,58.4,prophet,801,-583.8
INVSNP0002545,WH0002,PRD0126,2024-10-01,4760,1229,491,Singapore Warehouse 2,Singapore,ELEC-Particularly-126,Electronics,305.23,1452894.8,False,172.9,68.0,prophet,1229,-1056.1
INVSNP0002546,WH0002,PRD0126,2024-11-01,5133,1229,491,Singapore Warehouse 2,Singapore,ELEC-Particularly-126,Electronics,305.23,1566745.59,False,172.9,68.0,prophet,1229,-1056.1
INVSNP0002547,WH0002,PRD0126,2024-12-01,4088,1229,491,Singapore Warehouse 2,Singapore,ELEC-Particularly-126,Electronics,305.23,1247780.24,False,172.9,68.0,prophet,1229,-1056.1
INVSNP0002548,WH0002,PRD0126,2025-01-01,6294,1229,491,Singapore Warehouse 2,Singapore,ELEC-Particularly-126,Electronics,305.23,1921117.62,False,172.9,68.0,prophet,1229,-1056.1
INVSNP0002549,WH0002,PRD0126,2025-02-01,5880,1229,491,Singapore Warehouse 2,Singapore,ELEC-Particularly-126,Electronics,305.23,1794752.4,False,172.9,68.0,prophet,1229,-1056.1
INVSNP0002550,WH0002,PRD0126,2025-03-01,4974,1229,491,Singapore Warehouse 2,Singapore,ELEC-Particularly-126,Electronics,305.23,1518214.02,False,172.9,68.0,prophet,1229,-1056.1
INVSNP0002551,WH0002,PRD0126,2025-04-01,5511,1229,491,Singapore Warehouse 2,Singapore,ELEC-Particularly-126,Electronics,305.23,1682122.53,False,172.9,68.0,prophet,1229,-1056.1
INVSNP0002552,WH0002,PRD0126,2025-05-01,4808,1229,491,Singapore Warehouse 2,Singapore,ELEC-Particularly-126,Electronics,305.23,1467545.84,False,172.9,68.0,prophet,1229,-1056.1
