shipment_id,origin_node_id,dest_node_id,product_id,mode,ship_date,delivery_date,planned_transit_days,actual_transit_days,cost,quantity,leg
SHP000922,SUP0029,WH0004,PRD0117,ocean,2026-05-05,2026-05-19,13,14,9439.02,347,supplier_to_warehouse
SHP000923,SUP0027,WH0010,PRD0083,ocean,2025-12-04,2025-12-25,23,21,24186.91,450,supplier_to_warehouse
SHP000924,SUP0013,WH0009,PRD0049,road,2026-06-21,2026-06-22,1,1,189.14,102,supplier_to_warehouse
SHP000925,SUP0019,WH0004,PRD0062,ocean,2025-12-17,2026-01-02,14,16,14379.72,484,supplier_to_warehouse
SHP000926,SUP0026,WH0009,PRD0147,rail,2025-04-16,2025-04-20,5,4,5778.47,193,supplier_to_warehouse
SHP000927,SUP0033,WH0008,PRD0099,ocean,2025-07-21,2025-07-31,8,10,2549.26,195,supplier_to_warehouse
SHP000928,SUP0034,WH0008,PRD0060,air,2025-10-29,2025-10-31,3,2,29294.85,131,supplier_to_warehouse
SHP000929,SUP0015,WH0005,PRD0106,ocean,2026-02-17,2026-02-23,8,6,7055.98,488,supplier_to_warehouse
SHP000930,SUP0028,WH0005,PRD0012,air,2024-11-08,2024-11-11,3,3,33581.37,153,supplier_to_warehouse
SHP000931,SUP0001,WH0008,PRD0082,road,2025-04-06,2025-04-07,1,1,909.45,198,supplier_to_warehouse
SHP000932,SUP0036,WH0001,PRD0122,ocean,2026-02-28,2026-03-20,22,20,4339.73,84,supplier_to_warehouse
SHP000933,SUP0013,WH0006,PRD0098,ocean,2025-01-09,2025-01-31,20,22,8426.27,177,supplier_to_warehouse
SHP000934,SUP0006,WH0001,PRD0099,ocean,2024-12-08,2024-12-27,19,19,9626.52,222,supplier_to_warehouse
SHP000935,SUP0016,WH0005,PRD0039,air,2025-09-30,2025-10-05,6,5,247781.16,382,supplier_to_warehouse
SHP000936,SUP0027,WH0006,PRD0127,air,2026-08-10,2026-08-15,6,5,298350.91,483,supplier_to_warehouse
SHP000937,SUP0019,WH0005,PRD0010,rail,2025-09-24,2025-10-02,8,8,17405.44,364,supplier_to_warehouse
SHP000938,SUP0034,WH0009,PRD0033,air,2026-06-29,2026-07-01,3,2,238686.1,809,supplier_to_warehouse
SHP000939,SUP0035,WH0002,PRD0129,ocean,2026-04-29,2026-06-05,41,37,21763.24,212,supplier_to_warehouse
SHP000940,SUP0013,WH0010,PRD0085,rail,2025-03-09,2025-03-11,2,2,983.01,160,supplier_to_warehouse
SHP000941,SUP0016,WH0007,PRD0026,air,2026-04-25,2026-04-28,4,3,87334.84,203,supplier_to_warehouse
SHP000942,SUP0009,WH0009,PRD0113,air,2025-08-19,2025-08-23,4,4,26620.52,76,supplier_to_warehouse
SHP000943,SUP0002,WH0006,PRD0026,ocean,2026-04-12,2026-05-02,20,20,4284.88,91,supplier_to_warehouse
SHP000944,SUP0040,WH0003,PRD0135,rail,2026-02-28,2026-03-06,5,6,5242.85,187,supplier_to_warehouse
SHP000945,SUP0023,WH0002,PRD0117,rail,2025-05-07,2025-05-09,2,2,1133.11,114,supplier_to_warehouse
SHP000946,SUP0038,WH0006,PRD0004,ocean,2024-11-26,2024-12-31,35,35,18496.24,213,supplier_to_warehouse
SHP000947,SUP0017,WH0002,PRD0037,air,2026-08-04,2026-08-08,5,4,25411.85,53,supplier_to_warehouse
SHP000948,SUP0040,WH0005,PRD0105,rail,2024-12-15,2024-12-19,5,4,2285.45,94,supplier_to_warehouse
SHP000949,SUP0014,WH0009,PRD0040,ocean,2026-08-06,2026-08-25,20,19,8617.44,182,supplier_to_warehouse
SHP000950,SUP0025,WH0004,PRD0020,ocean,2026-05-21,2026-06-01,11,11,4996.38,234,supplier_to_warehouse
SHP000951,SUP0007,WH0009,PRD0121,air,2026-02-11,2026-02-15,4,4,232350.15,601,supplier_to_warehouse
SHP000952,SUP0011,WH0010,PRD0068,ocean,2026-08-16,2026-09-12,26,27,7120.66,115,supplier_to_warehouse
SHP000953,SUP0020,WH0003,PRD0087,rail,2026-08-07,2026-08-18,10,11,13019.56,217,supplier_to_warehouse
SHP000954,SUP0010,WH0004,PRD0102,ocean,2026-04-11,2026-04-20,9,9,1366.4,85,supplier_to_warehouse
SHP000955,SUP0004,WH0006,PRD0021,ocean,2025-05-27,2025-06-02,7,6,2904.36,257,supplier_to_warehouse
SHP000956,SUP0010,WH0008,PRD0085,ocean,2026-04-01,2026-04-21,23,20,9954.63,185,supplier_to_warehouse
SHP000957,SUP0006,WH0004,PRD0137,rail,2024-09-14,2024-09-20,8,6,8261.05,166,supplier_to_warehouse
SHP000958,SUP0026,WH0009,PRD0098,ocean,2025-09-28,2025-10-08,10,10,6844.34,381,supplier_to_warehouse
SHP000959,SUP0001,WH0002,PRD0082,ocean,2025-07-31,2025-08-16,13,16,4854.28,178,supplier_to_warehouse
SHP000960,SUP0039,WH0010,PRD0125,air,2026-01-05,2026-01-09,4,4,185181.2,502,supplier_to_warehouse
SHP000961,SUP0031,WH0003,PRD0139,ocean,2026-01-05,2026-01-29,23,24,19105.6,355,supplier_to_warehouse
SHP000962,SUP0039,WH0009,PRD0010,air,2025-11-02,2025-11-05,4,3,64701.43,165,supplier_to_warehouse
SHP000963,SUP0027,WH0004,PRD0018,ocean,2026-04-24,2026-05-10,16,16,14248.1,408,supplier_to_warehouse
SHP000964,SUP0012,WH0004,PRD0061,ocean,2026-07-18,2026-08-08,21,21,12278.36,257,supplier_to_warehouse
SHP000965,SUP0033,WH0007,PRD0074,ocean,2024-11-21,2024-12-10,19,19,8613.08,199,supplier_to_warehouse
SHP000966,SUP0005,WH0004,PRD0059,ocean,2025-02-20,2025-03-25,34,33,20846.24,243,supplier_to_warehouse
SHP000967,SUP0025,WH0006,PRD0024,ocean,2024-09-22,2024-10-25,32,33,11844.94,150,supplier_to_warehouse
SHP000968,SUP0020,WH0007,PRD0112,air,2026-06-07,2026-06-09,3,2,35481.89,140,supplier_to_warehouse
SHP000969,SUP0013,WH0005,PRD0026,rail,2025-10-16,2025-10-24,8,8,2384.45,50,supplier_to_warehouse
SHP000970,SUP0010,WH0005,PRD0026,ocean,2026-06-30,2026-07-08,9,8,2464.48,159,supplier_to_warehouse
SHP000971,SUP0019,WH0006,PRD0114,air,2025-02-11,2025-02-15,4,4,67203.43,189,supplier_to_warehouse
SHP000972,SUP0006,WH0009,PRD0043,ocean,2024-10-19,2024-11-05,19,17,18793.43,428,supplier_to_warehouse
SHP000973,SUP0026,WH0003,PRD0077,ocean,2026-04-25,2026-05-04,10,9,3260.28,162,supplier_to_warehouse
SHP000974,SUP0010,WH0009,PRD0008,ocean,2026-06-26,2026-07-05,10,9,1528.67,84,supplier_to_warehouse
SHP000975,SUP0020,WH0004,PRD0012,ocean,2025-04-11,2025-04-17,7,6,958.98,89,supplier_to_warehouse
SHP000976,SUP0021,WH0002,PRD0084,ocean,2025-06-27,2025-07-08,11,11,3210.54,149,supplier_to_warehouse
SHP000977,SUP0001,WH0007,PRD0015,air,2024-12-14,2024-12-18,4,4,48406.26,124,supplier_to_warehouse
SHP000978,SUP0035,WH0008,PRD0076,ocean,2026-07-22,2026-09-02,42,42,8521.03,81,supplier_to_warehouse
SHP000979,SUP0027,WH0002,PRD0092,rail,2025-04-12,2025-04-14,3,2,1600.75,124,supplier_to_warehouse
SHP000980,SUP0017,WH0003,PRD0096,rail,2025-08-27,2025-09-03,8,7,6450.26,132,supplier_to_warehouse
SHP000981,SUP0039,WH0006,PRD0111,ocean,2024-11-13,2024-12-10,27,27,12290.64,191,supplier_to_warehouse
SHP000982,SUP0030,WH0008,PRD0038,ocean,2026-06-10,2026-06-22,12,12,1615.11,63,supplier_to_warehouse
SHP000983,SUP0009,WH0008,PRD0063,air,2024-12-11,2024-12-15,5,4,160601.76,338,supplier_to_warehouse
SHP000984,SUP0032,WH0006,PRD0136,air,2025-07-30,2025-08-05,6,6,51514.25,83,supplier_to_warehouse
SHP000985,SUP0003,WH0006,PRD0106,air,2026-01-03,2026-01-08,6,5,160566.44,260,supplier_to_warehouse
SHP000986,SUP0006,WH0010,PRD0145,ocean,2026-02-25,2026-03-15,18,18,3810.6,94,supplier_to_warehouse
SHP000987,SUP0030,WH0001,PRD0047,ocean,2026-07-22,2026-08-17,27,26,45437.23,689,supplier_to_warehouse
SHP000988,SUP0026,WH0008,PRD0044,ocean,2025-07-05,2025-07-28,22,23,8090.41,154,supplier_to_warehouse
SHP000989,SUP0035,WH0003,PRD0045,ocean,2026-02-24,2026-03-18,23,22,8498.69,159,supplier_to_warehouse
SHP000990,SUP0027,WH0006,PRD0021,ocean,2024-12-25,2025-01-25,33,31,16225.02,197,supplier_to_warehouse
SHP000991,SUP0002,WH0009,PRD0098,road,2025-07-02,2025-07-03,1,1,670.6,275,supplier_to_warehouse
SHP000992,SUP0017,WH0003,PRD0062,air,2024-11-14,2024-11-16,3,2,11874.33,54,supplier_to_warehouse
SHP000993,SUP0007,WH0006,PRD0128,ocean,2025-08-25,2025-09-21,26,27,4650.74,73,supplier_to_warehouse
SHP000994,SUP0038,WH0010,PRD0150,ocean,2025-06-27,2025-07-19,23,22,7169.03,130,supplier_to_warehouse
SHP000995,SUP0037,WH0009,PRD0037,ocean,2026-07-26,2026-08-14,20,19,32152.19,701,supplier_to_warehouse
SHP000996,SUP0034,WH0006,PRD0060,ocean,2024-09-27,2024-10-29,32,32,3990.4,50,supplier_to_warehouse
SHP000997,SUP0023,WH0007,PRD0119,ocean,2025-05-31,2025-06-26,27,26,17351.75,263,supplier_to_warehouse
SHP000998,SUP0040,WH0002,PRD0066,ocean,2025-07-22,2025-08-13,21,22,7567.74,158,supplier_to_warehouse
SHP000999,SUP0039,WH0005,PRD0118,ocean,2026-07-26,2026-08-13,18,18,8755.22,208,supplier_to_warehouse
SHP001000,SUP0040,WH0007,PRD0066,ocean,2026-05-18,2026-05-27,9,9,3751.07,250,supplier_to_warehouse
SHP001001,SUP0003,WH0002,PRD0003,rail,2024-11-15,2024-11-17,3,2,1076.65,83,supplier_to_warehouse
SHP001002,SUP0010,WH0009,PRD0120,ocean,2026-01-14,2026-01-22,10,8,1037.31,57,supplier_to_warehouse
SHP001003,SUP0039,WH0006,PRD0074,air,2025-10-04,2025-10-09,5,5,49226.91,102,supplier_to_warehouse
SHP001004,SUP0038,WH0006,PRD0140,air,2026-08-14,2026-08-19,6,5,300238.2,461,supplier_to_warehouse
SHP001005,SUP0019,WH0001,PRD0041,rail,2025-05-22,2025-05-23,1,1,181.55,181,supplier_to_warehouse
SHP001006,SUP0021,WH0006,PRD0019,ocean,2025-06-20,2025-07-22,32,32,16937.52,212,supplier_to_warehouse
SHP001007,SUP0010,WH0004,PRD0114,ocean,2025-01-19,2025-01-27,9,8,2427.37,151,supplier_to_warehouse
SHP001008,SUP0006,WH0001,PRD0089,ocean,2024-12-01,2024-12-20,19,19,4943.35,114,supplier_to_warehouse
SHP001009,SUP0038,WH0010,PRD0077,ocean,2026-05-12,2026-06-04,23,23,14007.19,254,supplier_to_warehouse
SHP001010,SUP0007,WH0003,PRD0109,ocean,2025-07-31,2025-08-24,23,24,9364.79,176,supplier_to_warehouse
SHP001011,SUP0018,WH0009,PRD0065,ocean,2025-12-29,2026-01-23,25,25,5011.32,82,supplier_to_warehouse
SHP001012,SUP0015,WH0004,PRD0117,rail,2025-12-13,2025-12-16,5,3,9405.16,399,supplier_to_warehouse
SHP001013,SUP0002,WH0001,PRD0078,road,2025-11-11,2025-11-12,1,1,900.82,224,supplier_to_warehouse
SHP001014,SUP0019,WH0006,PRD0051,air,2024-09-19,2024-09-22,4,3,141873.91,399,supplier_to_warehouse
SHP001015,SUP0006,WH0008,PRD0099,rail,2026-03-29,2026-04-03,4,5,3254.1,159,supplier_to_warehouse
SHP001016,SUP0019,WH0004,PRD0124,rail,2025-02-27,2025-03-06,8,7,4456.53,90,supplier_to_warehouse
SHP001017,SUP0018,WH0009,PRD0028,air,2024-12-04,2024-12-08,5,4,249343.56,544,supplier_to_warehouse
SHP001018,SUP0040,WH0009,PRD0061,rail,2025-10-18,2025-10-22,5,4,4383.48,185,supplier_to_warehouse
SHP001019,SUP0016,WH0010,PRD0098,air,2024-10-23,2024-10-28,5,5,51765.65,114,supplier_to_warehouse
SHP001020,SUP0005,WH0009,PRD0147,ocean,2026-03-13,2026-04-07,24,25,7812.44,138,supplier_to_warehouse
SHP001021,SUP0033,WH0005,PRD0092,air,2025-02-01,2025-02-03,3,2,69824.26,323,supplier_to_warehouse
SHP001022,SUP0023,WH0010,PRD0148,air,2025-02-07,2025-02-11,5,4,131403.85,281,supplier_to_warehouse
SHP001023,SUP0013,WH0009,PRD0076,rail,2026-05-28,2026-05-29,1,1,356.44,346,supplier_to_warehouse
SHP001024,SUP0014,WH0003,PRD0076,ocean,2025-04-30,2025-05-20,20,20,5088.36,113,supplier_to_warehouse
SHP001025,SUP0035,WH0004,PRD0006,ocean,2024-12-20,2025-01-18,30,29,41110.67,560,supplier_to_warehouse
SHP001026,SUP0035,WH0006,PRD0102,ocean,2026-06-19,2026-07-07,19,18,9032.97,204,supplier_to_warehouse
SHP001027,SUP0027,WH0001,PRD0071,ocean,2024-09-06,2024-09-29,24,23,7983.64,141,supplier_to_warehouse
SHP001028,SUP0005,WH0006,PRD0003,ocean,2026-05-20,2026-05-27,7,7,1191.24,123,supplier_to_warehouse
SHP001029,SUP0002,WH0002,PRD0145,ocean,2024-12-18,2025-01-15,25,28,5933.59,97,supplier_to_warehouse
SHP001030,SUP0010,WH0010,PRD0013,ocean,2024-12-07,2024-12-17,9,10,8009.3,466,supplier_to_warehouse
SHP001031,SUP0022,WH0006,PRD0128,ocean,2025-03-04,2025-03-31,30,27,21255.57,293,supplier_to_warehouse
SHP001032,SUP0016,WH0001,PRD0074,air,2025-01-08,2025-01-12,4,4,122684.35,279,supplier_to_warehouse
SHP001033,SUP0017,WH0005,PRD0059,ocean,2025-12-27,2026-01-09,15,13,8644.81,273,supplier_to_warehouse
SHP001034,SUP0018,WH0010,PRD0091,air,2024-09-22,2024-09-26,4,4,187888.74,434,supplier_to_warehouse
SHP001035,SUP0016,WH0010,PRD0057,ocean,2024-09-14,2024-10-06,25,22,13864.72,229,supplier_to_warehouse
SHP001036,SUP0011,WH0007,PRD0049,ocean,2026-03-31,2026-04-27,27,27,3014.61,46,supplier_to_warehouse
SHP001037,SUP0021,WH0008,PRD0065,air,2025-02-23,2025-02-26,3,3,269587.44,1205,supplier_to_warehouse
SHP001038,SUP0016,WH0008,PRD0036,air,2025-04-27,2025-05-02,5,5,57039.34,108,supplier_to_warehouse
SHP001039,SUP0016,WH0004,PRD0025,air,2025-01-08,2025-01-13,6,5,125469.85,191,supplier_to_warehouse
SHP001040,SUP0004,WH0001,PRD0011,ocean,2024-10-12,2024-11-03,24,22,5132.64,89,supplier_to_warehouse
SHP001041,SUP0006,WH0001,PRD0080,air,2026-02-24,2026-02-27,4,3,61791.85,190,supplier_to_warehouse
SHP001042,SUP0039,WH0005,PRD0113,ocean,2025-09-20,2025-10-11,18,21,6019.21,143,supplier_to_warehouse
SHP001043,SUP0001,WH0007,PRD0009,ocean,2026-02-27,2026-03-20,22,21,7911.56,152,supplier_to_warehouse
SHP001044,SUP0006,WH0009,PRD0149,ocean,2025-08-15,2025-09-01,19,17,10845.74,247,supplier_to_warehouse
SHP001045,SUP0007,WH0008,PRD0094,rail,2026-03-22,2026-03-23,1,1,158.52,207,supplier_to_warehouse
SHP001046,SUP0031,WH0007,PRD0034,ocean,2025-09-11,2025-10-04,24,23,6279.58,112,supplier_to_warehouse
SHP001047,SUP0026,WH0010,PRD0024,ocean,2024-11-22,2024-12-01,9,9,4630.85,277,supplier_to_warehouse
SHP001048,SUP0006,WH0003,PRD0076,ocean,2025-09-04,2025-09-23,20,19,16998.1,369,supplier_to_warehouse
SHP001049,SUP0027,WH0009,PRD0084,air,2026-07-22,2026-07-26,4,4,73761.87,172,supplier_to_warehouse
SHP001050,SUP0037,WH0002,PRD0107,ocean,2024-10-05,2024-11-08,35,34,3630.56,41,supplier_to_warehouse
SHP001051,SUP0011,WH0004,PRD0045,ocean,2026-03-26,2026-04-14,18,19,6330.55,157,supplier_to_warehouse
SHP001052,SUP0031,WH0005,PRD0052,air,2026-05-26,2026-05-31,5,5,55441.64,100,supplier_to_warehouse
SHP001053,SUP0021,WH0002,PRD0034,air,2025-09-17,2025-09-18,2,1,13897.98,86,supplier_to_warehouse
SHP001054,SUP0011,WH0010,PRD0139,air,2025-08-02,2025-08-05,5,3,47832.27,103,supplier_to_warehouse
SHP001055,SUP0032,WH0009,PRD0094,air,2026-08-04,2026-08-07,4,3,31866.71,76,supplier_to_warehouse
SHP001056,SUP0010,WH0005,PRD0136,ocean,2024-10-18,2024-10-24,9,6,1239.99,80,supplier_to_warehouse
SHP001057,SUP0019,WH0001,PRD0129,rail,2025-08-17,2025-08-18,1,1,308.93,308,supplier_to_warehouse
SHP001058,SUP0013,WH0005,PRD0070,rail,2025-06-22,2025-06-30,8,8,9490.1,199,supplier_to_warehouse
SHP001059,SUP0020,WH0008,PRD0043,ocean,2026-01-15,2026-01-28,14,13,3982.38,127,supplier_to_warehouse
SHP001060,SUP0013,WH0004,PRD0066,ocean,2025-08-25,2025-09-08,14,14,20500.83,692,supplier_to_warehouse
SHP001061,SUP0030,WH0006,PRD0124,air,2026-06-26,2026-07-01,6,5,50739.98,76,supplier_to_warehouse
SHP001062,SUP0012,WH0001,PRD0076,ocean,2024-10-27,2024-11-18,23,22,16839.61,314,supplier_to_warehouse
SHP001063,SUP0022,WH0008,PRD0087,rail,2024-11-01,2024-11-12,9,11,7069.54,130,supplier_to_warehouse
SHP001064,SUP0027,WH0003,PRD0030,ocean,2025-11-19,2025-12-12,25,23,27834.4,467,supplier_to_warehouse
SHP001065,SUP0034,WH0008,PRD0120,rail,2024-10-21,2024-10-30,8,9,8547.44,172,supplier_to_warehouse
SHP001066,SUP0008,WH0003,PRD0020,air,2025-03-22,2025-03-25,3,3,58053.23,224,supplier_to_warehouse
SHP001067,SUP0019,WH0006,PRD0037,air,2025-12-07,2025-12-11,4,4,54758.35,154,supplier_to_warehouse
SHP001068,SUP0028,WH0005,PRD0058,air,2025-10-07,2025-10-10,3,3,120497.87,549,supplier_to_warehouse
SHP001069,SUP0017,WH0002,PRD0102,ocean,2025-04-28,2025-05-24,26,26,14639.78,229,supplier_to_warehouse
SHP001070,SUP0026,WH0006,PRD0143,ocean,2026-08-27,2026-09-22,27,26,18969.23,292,supplier_to_warehouse
SHP001071,SUP0032,WH0006,PRD0094,ocean,2025-09-24,2025-10-29,33,35,6206.54,75,supplier_to_warehouse
SHP001072,SUP0017,WH0006,PRD0024,ocean,2025-07-30,2025-08-27,27,28,10631.67,164,supplier_to_warehouse
SHP001073,SUP0009,WH0010,PRD0102,ocean,2025-11-17,2025-12-08,21,21,20218.86,415,supplier_to_warehouse
SHP001074,SUP0022,WH0008,PRD0004,air,2024-11-15,2024-11-18,3,3,36707.23,150,supplier_to_warehouse
SHP001075,SUP0013,WH0003,PRD0068,rail,2026-01-26,2026-01-27,2,1,1706.75,366,supplier_to_warehouse
SHP001076,SUP0034,WH0009,PRD0138,ocean,2026-05-16,2026-06-02,17,17,8064.38,205,supplier_to_warehouse
SHP001077,SUP0030,WH0008,PRD0032,ocean,2025-12-20,2025-12-31,12,11,9972.68,389,supplier_to_warehouse
SHP001078,SUP0011,WH0003,PRD0117,ocean,2026-03-16,2026-04-15,28,30,13296.82,196,supplier_to_warehouse
SHP001079,SUP0038,WH0004,PRD0095,ocean,2026-02-09,2026-02-28,18,19,6265.21,152,supplier_to_warehouse
SHP001080,SUP0012,WH0003,PRD0068,ocean,2025-02-07,2025-03-01,23,22,4046.12,73,supplier_to_warehouse
SHP001081,SUP0005,WH0004,PRD0150,ocean,2025-07-28,2025-08-31,34,34,12095.97,141,supplier_to_warehouse
SHP001082,SUP0016,WH0007,PRD0098,ocean,2025-02-16,2025-03-09,24,21,7399.8,129,supplier_to_warehouse
SHP001083,SUP0028,WH0006,PRD0096,ocean,2025-05-08,2025-05-27,20,19,18339.86,394,supplier_to_warehouse
SHP001084,SUP0004,WH0004,PRD0028,ocean,2025-07-30,2025-09-03,35,35,13720.43,158,supplier_to_warehouse
SHP001085,SUP0015,WH0003,PRD0060,air,2025-07-03,2025-07-06,3,3,39829.67,125,supplier_to_warehouse
SHP001086,SUP0011,WH0003,PRD0121,ocean,2024-11-12,2024-12-08,28,26,14789.32,218,supplier_to_warehouse
SHP001087,SUP0027,WH0010,PRD0007,ocean,2025-07-10,2025-08-03,23,24,5912.36,110,supplier_to_warehouse
SHP001088,SUP0031,WH0010,PRD0144,air,2025-12-30,2026-01-03,4,4,64429.37,145,supplier_to_warehouse
SHP001089,SUP0013,WH0005,PRD0084,ocean,2025-06-02,2025-06-16,13,14,13219.37,462,supplier_to_warehouse
SHP001090,SUP0033,WH0003,PRD0057,ocean,2024-12-23,2025-01-10,20,18,4738.85,104,supplier_to_warehouse
SHP001091,SUP0037,WH0004,PRD0017,ocean,2026-07-06,2026-08-05,30,30,37859.54,508,supplier_to_warehouse
SHP001092,SUP0024,WH0004,PRD0119,ocean,2024-10-22,2024-11-26,35,35,18475.99,212,supplier_to_warehouse
SHP001093,SUP0039,WH0007,PRD0078,ocean,2026-04-30,2026-05-22,22,22,6069.87,117,supplier_to_warehouse
SHP001094,SUP0002,WH0002,PRD0105,air,2024-11-10,2024-11-15,5,5,132588.25,289,supplier_to_warehouse
SHP001095,SUP0014,WH0010,PRD0030,air,2024-11-13,2024-11-17,4,4,72175.57,195,supplier_to_warehouse
SHP001096,SUP0007,WH0005,PRD0036,ocean,2026-02-22,2026-03-13,18,19,4559.68,109,supplier_to_warehouse
SHP001097,SUP0008,WH0005,PRD0012,ocean,2026-04-16,2026-04-22,6,6,1191.8,127,supplier_to_warehouse
SHP001098,SUP0035,WH0004,PRD0010,ocean,2025-10-12,2025-11-12,30,31,17251.8,235,supplier_to_warehouse
SHP001099,SUP0029,WH0002,PRD0078,ocean,2025-11-03,2025-11-28,24,25,8838.38,155,supplier_to_warehouse
SHP001100,SUP0021,WH0005,PRD0127,rail,2025-10-16,2025-10-19,5,3,3067.24,128,supplier_to_warehouse
SHP001101,SUP0031,WH0010,PRD0030,ocean,2025-05-01,2025-05-26,25,25,11849.08,200,supplier_to_warehouse
SHP001102,SUP0032,WH0004,PRD0025,ocean,2024-12-01,2024-12-15,15,14,4057.44,122,supplier_to_warehouse
SHP001103,SUP0034,WH0006,PRD0061,ocean,2025-05-18,2025-06-19,32,32,22026.99,276,supplier_to_warehouse
SHP001104,SUP0029,WH0006,PRD0138,ocean,2025-12-31,2026-01-20,21,20,8823.31,179,supplier_to_warehouse
SHP001105,SUP0013,WH0005,PRD0035,ocean,2026-03-02,2026-03-12,13,10,5837.13,204,supplier_to_warehouse
SHP001106,SUP0026,WH0007,PRD0100,air,2026-05-27,2026-05-29,2,2,25809.25,181,supplier_to_warehouse
SHP001107,SUP0028,WH0007,PRD0117,rail,2026-02-09,2026-02-10,1,1,82.84,143,supplier_to_warehouse
SHP001108,SUP0001,WH0004,PRD0095,ocean,2026-08-08,2026-08-29,19,21,25522.4,586,supplier_to_warehouse
SHP001109,SUP0028,WH0004,PRD0139,rail,2025-11-13,2025-11-23,9,10,8333.77,165,supplier_to_warehouse
SHP001110,SUP0022,WH0003,PRD0108,air,2025-05-17,2025-05-20,3,3,51278.69,206,supplier_to_warehouse
SHP001111,SUP0025,WH0001,PRD0040,ocean,2025-10-28,2025-11-14,19,17,13638.57,315,supplier_to_warehouse
SHP001112,SUP0024,WH0010,PRD0107,ocean,2025-02-05,2025-03-01,25,24,19733.63,328,supplier_to_warehouse
SHP001113,SUP0016,WH0004,PRD0026,ocean,2025-12-24,2026-01-29,35,36,33633.8,384,supplier_to_warehouse
SHP001114,SUP0004,WH0006,PRD0126,rail,2025-02-13,2025-02-18,4,5,2147.19,114,supplier_to_warehouse
SHP001115,SUP0009,WH0004,PRD0105,ocean,2024-11-21,2024-12-21,31,30,6187.11,82,supplier_to_warehouse
SHP001116,SUP0040,WH0001,PRD0072,ocean,2026-05-10,2026-05-17,8,7,799.29,58,supplier_to_warehouse
SHP001117,SUP0020,WH0001,PRD0009,ocean,2025-05-28,2025-06-12,15,15,10734.58,327,supplier_to_warehouse
SHP001118,SUP0011,WH0009,PRD0095,air,2026-03-11,2026-03-16,5,5,133267.37,272,supplier_to_warehouse
SHP001119,SUP0028,WH0003,PRD0056,rail,2025-10-25,2025-10-26,2,1,177.52,40,supplier_to_warehouse
SHP001120,SUP0024,WH0008,PRD0114,ocean,2026-04-13,2026-05-12,29,29,20287.64,291,supplier_to_warehouse
SHP001121,SUP0010,WH0003,PRD0114,air,2026-05-10,2026-05-11,2,1,22626.17,149,supplier_to_warehouse
SHP001122,SUP0003,WH0004,PRD0061,air,2026-08-12,2026-08-14,3,2,81662.76,308,supplier_to_warehouse
SHP001123,SUP0040,WH0005,PRD0093,rail,2026-04-21,2026-04-26,5,5,4522.28,186,supplier_to_warehouse
SHP001124,SUP0004,WH0003,PRD0026,ocean,2025-11-23,2025-12-15,23,22,15389.98,281,supplier_to_warehouse
SHP001125,SUP0018,WH0003,PRD0095,air,2025-12-14,2025-12-19,5,5,57917.34,122,supplier_to_warehouse
SHP001126,SUP0040,WH0004,PRD0140,rail,2024-09-23,2024-09-27,5,4,4889.8,188,supplier_to_warehouse
SHP001127,SUP0020,WH0003,PRD0092,ocean,2026-07-10,2026-07-23,16,13,11879.6,330,supplier_to_warehouse
SHP001128,SUP0010,WH0004,PRD0016,rail,2026-04-29,2026-05-02,5,3,9752.35,364,supplier_to_warehouse
SHP001129,SUP0034,WH0003,PRD0102,ocean,2025-03-17,2025-04-01,18,15,7934.43,189,supplier_to_warehouse
SHP001130,SUP0028,WH0004,PRD0071,rail,2025-01-12,2025-01-21,9,9,4343.66,86,supplier_to_warehouse
SHP001131,SUP0011,WH0003,PRD0049,air,2026-01-27,2026-01-31,5,4,127201.75,250,supplier_to_warehouse
SHP001132,SUP0028,WH0008,PRD0032,ocean,2025-04-16,2025-05-05,22,19,3070.71,60,supplier_to_warehouse
SHP001133,SUP0020,WH0007,PRD0117,ocean,2025-05-08,2025-05-20,15,12,4291.62,127,supplier_to_warehouse
SHP001134,SUP0033,WH0005,PRD0024,ocean,2024-09-08,2024-09-23,14,15,12883.98,447,supplier_to_warehouse
SHP001135,SUP0030,WH0006,PRD0055,air,2026-05-28,2026-06-03,6,6,213642.02,320,supplier_to_warehouse
SHP001136,SUP0033,WH0006,PRD0006,ocean,2025-10-20,2025-11-19,29,30,12176.83,175,supplier_to_warehouse
SHP001137,SUP0033,WH0004,PRD0013,ocean,2025-06-21,2025-07-05,14,14,4010.85,138,supplier_to_warehouse
SHP001138,SUP0004,WH0008,PRD0086,air,2024-12-16,2024-12-20,5,4,139462.15,259,supplier_to_warehouse
SHP001139,SUP0040,WH0010,PRD0063,ocean,2025-12-07,2025-12-14,7,7,1619.15,138,supplier_to_warehouse
SHP001140,SUP0024,WH0008,PRD0033,air,2024-09-26,2024-09-30,5,4,117124.5,224,supplier_to_warehouse
SHP001141,SUP0034,WH0010,PRD0145,air,2026-02-27,2026-03-01,3,2,37633.41,139,supplier_to_warehouse
SHP001142,SUP0021,WH0001,PRD0053,ocean,2025-02-07,2025-02-24,17,17,5016.75,129,supplier_to_warehouse
SHP001143,SUP0001,WH0007,PRD0018,ocean,2025-07-05,2025-07-25,22,20,17384.61,334,supplier_to_warehouse
SHP001144,SUP0024,WH0004,PRD0142,ocean,2025-05-09,2025-06-11,35,33,58129.65,667,supplier_to_warehouse
