po_id,supplier_node_id,product_id,order_date,quantity,unit_price,currency,total_value,status
PO000830,SUP0002,PRD0122,2024-09-20,192,2.77,USD,531.84,fulfilled
PO000831,SUP0024,PRD0056,2026-07-22,447,2.64,USD,1180.08,open
PO000832,SUP0027,PRD0079,2025-08-20,481,57.05,USD,27441.05,fulfilled
PO000833,SUP0020,PRD0058,2026-05-21,149,3293.7,USD,490761.3,fulfilled
PO000834,SUP0002,PRD0132,2026-06-06,324,76.26,USD,24708.24,fulfilled
PO000835,SUP0016,PRD0144,2026-05-07,562,107.66,USD,60504.92,fulfilled
PO000836,SUP0024,PRD0020,2025-06-10,135,1393.48,USD,188119.8,fulfilled
PO000837,SUP0037,PRD0125,2025-07-13,255,368.11,USD,93868.05,fulfilled
PO000838,SUP0016,PRD0007,2024-11-21,311,1121.48,USD,348780.28,cancelled
PO000839,SUP0035,PRD0043,2025-02-21,85,2279.8,USD,193783.0,fulfilled
PO000840,SUP0011,PRD0003,2025-02-02,415,608.64,USD,252585.6,fulfilled
PO000841,SUP0008,PRD0111,2025-06-09,134,6.25,USD,837.5,open
PO000842,SUP0007,PRD0141,2026-07-23,392,25.62,USD,10043.04,open
PO000843,SUP0015,PRD0137,2024-09-06,393,293.53,USD,115357.29,open
PO000844,SUP0019,PRD0015,2025-01-07,372,1138.74,USD,423611.28,fulfilled
PO000845,SUP0016,PRD0130,2025-04-08,286,6.84,USD,1956.24,fulfilled
PO000846,SUP0019,PRD0036,2024-11-25,828,44.81,USD,37102.68,fulfilled
PO000847,SUP0012,PRD0125,2026-04-05,75,814.54,USD,61090.5,fulfilled
PO000848,SUP0005,PRD0135,2026-08-19,43,405.48,USD,17435.64,cancelled
PO000849,SUP0017,PRD0133,2026-01-06,147,2.95,USD,433.65,fulfilled
PO000850,SUP0017,PRD0048,2025-09-28,70,78.47,USD,5492.9,fulfilled
PO000851,SUP0012,PRD0081,2025-07-26,63,4366.92,USD,275115.96,fulfilled
PO000852,SUP0009,PRD0038,2026-06-13,78,1079.81,USD,84225.18,fulfilled
PO000853,SUP0012,PRD0120,2024-12-03,110,82.63,USD,9089.3,fulfilled
PO000854,SUP0019,PRD0045,2024-09-18,67,2.31,USD,154.77,fulfilled
PO000855,SUP0035,PRD0036,2024-11-26,250,130.24,USD,32560.0,fulfilled
PO000856,SUP0011,PRD0007,2025-07-23,102,126.31,USD,12883.62,fulfilled
PO000857,SUP0034,PRD0114,2026-03-17,97,1500.4,USD,145538.8,open
PO000858,SUP0030,PRD0100,2025-04-08,351,1739.06,USD,610410.06,fulfilled
PO000859,SUP0030,PRD0083,2026-04-27,466,24.96,USD,11631.36,fulfilled
PO000860,SUP0021,PRD0148,2025-03-01,708,2.4,USD,1699.2,cancelled
PO000861,SUP0003,PRD0018,2026-03-26,69,64.91,USD,4478.79,cancelled
PO000862,SUP0032,PRD0048,2026-04-05,204,2687.96,USD,548343.84,fulfilled
PO000863,SUP0025,PRD0097,2025-07-01,893,20.99,USD,18744.07,fulfilled
PO000864,SUP0005,PRD0095,2025-03-07,243,63.77,USD,15496.11,fulfilled
PO000865,SUP0023,PRD0122,2025-01-22,120,1844.56,USD,221347.2,fulfilled
PO000866,SUP0009,PRD0041,2025-08-29,155,1050.75,USD,162866.25,fulfilled
PO000867,SUP0039,PRD0122,2025-03-05,152,2.42,USD,367.84,open
PO000868,SUP0004,PRD0148,2026-04-30,188,27.48,USD,5166.24,fulfilled
PO000869,SUP0035,PRD0036,2024-11-08,516,2143.94,USD,1106273.04,fulfilled
PO000870,SUP0028,PRD0121,2025-12-15,419,2.31,USD,967.89,fulfilled
PO000871,SUP0040,PRD0143,2025-02-03,153,993.0,USD,151929.0,open
PO000872,SUP0027,PRD0017,2025-07-11,300,483.66,USD,145098.0,fulfilled
PO000873,SUP0034,PRD0010,2026-07-26,444,2.53,USD,1123.32,fulfilled
PO000874,SUP0032,PRD0143,2025-09-02,447,175.51,USD,78452.97,fulfilled
PO000875,SUP0007,PRD0055,2025-08-15,90,1127.67,USD,101490.3,fulfilled
PO000876,SUP0008,PRD0111,2026-07-30,275,18.33,USD,5040.75,fulfilled
PO000877,SUP0034,PRD0145,2025-04-12,495,298.71,USD,147861.45,open
PO000878,SUP0019,PRD0027,2025-10-26,467,61.31,USD,28631.77,open
PO000879,SUP0002,PRD0070,2025-04-28,253,886.37,USD,224251.61,fulfilled
PO000880,SUP0031,PRD0048,2025-04-30,238,192.04,USD,45705.52,open
PO000881,SUP0040,PRD0028,2025-06-06,210,60.41,USD,12686.1,fulfilled
PO000882,SUP0037,PRD0106,2025-02-04,440,16.82,USD,7400.8,fulfilled
PO000883,SUP0030,PRD0017,2026-07-21,841,174.06,USD,146384.46,cancelled
PO000884,SUP0019,PRD0068,2024-11-28,76,310.26,USD,23579.76,fulfilled
PO000885,SUP0005,PRD0007,2025-10-05,443,96.47,USD,42736.21,fulfilled
PO000886,SUP0029,PRD0040,2025-09-09,482,304.06,USD,146556.92,fulfilled
PO000887,SUP0039,PRD0037,2025-02-07,891,257.92,USD,229806.72,open
PO000888,SUP0035,PRD0121,2025-06-10,82,11.41,USD,935.62,cancelled
PO000889,SUP0036,PRD0137,2025-02-05,69,5.35,USD,369.15,fulfilled
PO000890,SUP0039,PRD0064,2025-11-22,27,2.6,USD,70.2,fulfilled
PO000891,SUP0005,PRD0133,2025-12-16,619,1430.44,USD,885442.36,fulfilled
PO000892,SUP0021,PRD0069,2026-06-01,663,17.76,USD,11774.88,fulfilled
PO000893,SUP0025,PRD0103,2026-04-06,51,609.36,USD,31077.36,fulfilled
PO000894,SUP0006,PRD0106,2026-05-25,348,682.12,USD,237377.76,fulfilled
PO000895,SUP0002,PRD0117,2025-12-14,436,2.52,USD,1098.72,open
PO000896,SUP0009,PRD0084,2026-03-19,987,2.6,USD,2566.2,fulfilled
PO000897,SUP0025,PRD0096,2025-06-15,1005,302.51,USD,304022.55,cancelled
PO000898,SUP0008,PRD0003,2024-12-04,156,51.24,USD,7993.44,fulfilled
PO000899,SUP0017,PRD0040,2026-08-13,206,22.96,USD,4729.76,fulfilled
PO000900,SUP0030,PRD0109,2026-03-05,173,1731.74,USD,299591.02,cancelled
PO000901,SUP0009,PRD0067,2026-05-23,40,114.98,USD,4599.2,open
PO000902,SUP0036,PRD0004,2025-12-08,147,2705.55,USD,397715.85,open
PO000903,SUP0003,PRD0078,2026-07-12,438,263.94,USD,115605.72,open
PO000904,SUP0030,PRD0075,2024-09-09,449,2257.5,USD,1013617.5,fulfilled
PO000905,SUP0024,PRD0078,2025-04-08,119,1338.2,USD,159245.8,fulfilled
PO000906,SUP0026,PRD0021,2026-08-25,70,565.89,USD,39612.3,fulfilled
PO000907,SUP0026,PRD0102,2024-11-20,355,113.29,USD,40217.95,open
PO000908,SUP0008,PRD0147,2026-05-10,63,350.58,USD,22086.54,fulfilled
PO000909,SUP0008,PRD0071,2024-11-24,270,1497.06,USD,404206.2,fulfilled
PO000910,SUP0040,PRD0021,2025-03-13,391,82.41,USD,32222.31,cancelled
PO000911,SUP0036,PRD0093,2025-07-23,384,2.31,USD,887.04,fulfilled
PO000912,SUP0031,PRD0064,2025-05-23,810,1479.86,USD,1198686.6,fulfilled
PO000913,SUP0012,PRD0023,2024-11-04,134,1214.82,USD,162785.88,fulfilled
PO000914,SUP0031,PRD0040,2025-09-16,506,97.24,USD,49203.44,fulfilled
PO000915,SUP0016,PRD0057,2025-07-26,210,17.81,USD,3740.1,fulfilled
PO000916,SUP0040,PRD0019,2025-04-18,258,3.23,USD,833.34,fulfilled
PO000917,SUP0034,PRD0056,2026-01-18,455,677.99,USD,308485.45,fulfilled
PO000918,SUP0021,PRD0070,2025-05-15,702,32.83,USD,23046.66,fulfilled
PO000919,SUP0014,PRD0064,2026-06-06,52,7458.29,USD,387831.08,open
PO000920,SUP0026,PRD0036,2024-11-14,369,2995.34,USD,1105280.46,fulfilled
PO000921,SUP0029,PRD0086,2026-01-08,360,285.26,USD,102693.6,fulfilled
PO000922,SUP0035,PRD0145,2026-01-28,494,7006.18,USD,3461052.92,fulfilled
PO000923,SUP0030,PRD0064,2026-05-11,592,2.43,USD,1438.56,fulfilled
PO000924,SUP0001,PRD0109,2025-10-23,164,25.65,USD,4206.6,cancelled
PO000925,SUP0001,PRD0052,2026-02-14,251,209.05,USD,52471.55,cancelled
PO000926,SUP0031,PRD0072,2026-05-25,326,1083.24,USD,353136.24,fulfilled
PO000927,SUP0031,PRD0040,2026-01-16,608,120.97,USD,73549.76,fulfilled
PO000928,SUP0014,PRD0014,2025-09-05,901,878.83,USD,791825.83,fulfilled
PO000929,SUP0039,PRD0053,2026-05-25,444,101.44,USD,45039.36,cancelled
PO000930,SUP0021,PRD0137,2025-05-05,98,326.63,USD,32009.74,fulfilled
PO000931,SUP0035,PRD0103,2026-02-17,78,1175.83,USD,91714.74,cancelled
PO000932,SUP0005,PRD0136,2025-12-31,127,2969.5,USD,377126.5,open
PO000933,SUP0003,PRD0034,2024-11-28,453,2.71,USD,1227.63,fulfilled
PO000934,SUP0012,PRD0064,2025-06-05,388,214.78,USD,83334.64,fulfilled
PO000935,SUP0038,PRD0042,2025-12-05,510,1260.7,USD,642957.0,fulfilled
PO000936,SUP0028,PRD0032,2024-11-06,525,2.86,USD,1501.5,fulfilled
PO000937,SUP0035,PRD0105,2025-12-27,215,2.31,USD,496.65,fulfilled
PO000938,SUP0006,PRD0130,2025-10-22,394,29.6,USD,11662.4,open
PO000939,SUP0014,PRD0048,2024-11-03,141,431.83,USD,60888.03,open
PO000940,SUP0017,PRD0023,2025-06-30,484,719.4,USD,348189.6,fulfilled
PO000941,SUP0035,PRD0091,2025-12-06,668,88.27,USD,58964.36,open
PO000942,SUP0028,PRD0122,2026-06-02,223,515.3,USD,114911.9,fulfilled
PO000943,SUP0004,PRD0117,2025-05-01,871,11.15,USD,9711.65,fulfilled
PO000944,SUP0032,PRD0072,2025-11-30,289,3.63,USD,1049.07,fulfilled
PO000945,SUP0010,PRD0066,2026-07-08,291,161.28,USD,46932.48,cancelled
PO000946,SUP0037,PRD0095,2026-05-05,349,349.65,USD,122027.85,cancelled
PO000947,SUP0015,PRD0021,2025-11-09,428,15.17,USD,6492.76,fulfilled
PO000948,SUP0001,PRD0079,2024-11-03,659,422.51,USD,278434.09,fulfilled
PO000949,SUP0039,PRD0070,2025-08-14,450,34.94,USD,15723.0,fulfilled
PO000950,SUP0004,PRD0064,2025-10-12,330,143.97,USD,47510.1,cancelled
PO000951,SUP0014,PRD0106,2024-11-07,176,1224.49,USD,215510.24,fulfilled
PO000952,SUP0035,PRD0069,2025-12-01,82,1956.07,USD,160397.74,open
PO000953,SUP0031,PRD0074,2025-02-26,887,933.87,USD,828342.69,cancelled
PO000954,SUP0040,PRD0048,2025-01-26,424,90.66,USD,38439.84,open
PO000955,SUP0005,PRD0110,2026-05-20,259,3.5,USD,906.5,fulfilled
PO000956,SUP0026,PRD0110,2024-12-31,37,1795.87,USD,66447.19,fulfilled
PO000957,SUP0035,PRD0072,2025-04-18,327,566.92,USD,185382.84,fulfilled
PO000958,SUP0010,PRD0104,2025-12-09,216,2167.89,USD,468264.24,fulfilled
PO000959,SUP0008,PRD0132,2024-10-26,239,1858.68,USD,444224.52,open
PO000960,SUP0013,PRD0128,2025-04-18,31,79.6,USD,2467.6,fulfilled
PO000961,SUP0005,PRD0119,2026-08-16,86,2.86,USD,245.96,fulfilled
PO000962,SUP0040,PRD0012,2025-07-10,66,251.63,USD,16607.58,fulfilled
PO000963,SUP0004,PRD0111,2025-05-25,310,3.95,USD,1224.5,fulfilled
PO000964,SUP0022,PRD0078,2025-02-24,177,3.25,USD,575.25,fulfilled
PO000965,SUP0013,PRD0062,2024-11-13,632,479.54,USD,303069.28,fulfilled
PO000966,SUP0028,PRD0076,2026-01-04,280,7.61,USD,2130.8,fulfilled
PO000967,SUP0003,PRD0072,2025-03-09,175,2.31,USD,404.25,fulfilled
PO000968,SUP0037,PRD0040,2025-04-04,144,37.84,USD,5448.96,fulfilled
PO000969,SUP0025,PRD0114,2025-09-21,742,3.21,USD,2381.82,fulfilled
PO000970,SUP0039,PRD0104,2026-07-15,239,53.47,USD,12779.33,fulfilled
PO000971,SUP0040,PRD0064,2026-06-28,394,401.8,USD,158309.2,fulfilled
PO000972,SUP0022,PRD0142,2026-02-18,883,2.5,USD,2207.5,open
PO000973,SUP0028,PRD0039,2024-09-23,132,261.03,USD,34455.96,fulfilled
PO000974,SUP0012,PRD0078,2025-02-17,43,501.13,USD,21548.59,fulfilled
PO000975,SUP0021,PRD0132,2024-10-03,97,2.31,USD,224.07,fulfilled
PO000976,SUP0034,PRD0030,2025-10-08,1305,289.42,USD,377693.1,cancelled
PO000977,SUP0040,PRD0020,2025-12-25,176,29.4,USD,5174.4,fulfilled
PO000978,SUP0025,PRD0122,2025-03-25,140,1472.78,USD,206189.2,cancelled
PO000979,SUP0035,PRD0144,2026-05-20,757,49.85,USD,37736.45,open
PO000980,SUP0037,PRD0086,2025-01-24,208,1766.15,USD,367359.2,fulfilled
PO000981,SUP0031,PRD0132,2026-06-16,242,1325.52,USD,320775.84,fulfilled
PO000982,SUP0020,PRD0079,2024-09-16,211,4.27,USD,900.97,fulfilled
PO000983,SUP0008,PRD0058,2026-07-24,142,10.56,USD,1499.52,fulfilled
PO000984,SUP0026,PRD0041,2025-02-22,238,293.92,USD,69952.96,fulfilled
PO000985,SUP0039,PRD0055,2024-10-08,87,2.31,USD,200.97,fulfilled
PO000986,SUP0005,PRD0147,2026-03-01,329,1466.11,USD,482350.19,open
PO000987,SUP0025,PRD0064,2025-02-18,201,2.45,USD,492.45,fulfilled
PO000988,SUP0020,PRD0016,2026-02-23,47,1564.99,USD,73554.53,open
PO000989,SUP0039,PRD0117,2026-05-10,138,3.58,USD,494.04,open
PO000990,SUP0001,PRD0136,2025-12-17,127,297.75,USD,37814.25,fulfilled
PO000991,SUP0010,PRD0078,2025-01-05,497,1823.01,USD,906035.97,fulfilled
PO000992,SUP0036,PRD0033,2024-12-05,510,250.65,USD,127831.5,fulfilled
PO000993,SUP0007,PRD0024,2026-06-08,47,4.62,USD,217.14,fulfilled
PO000994,SUP0039,PRD0066,2024-11-16,199,933.6,USD,185786.4,fulfilled
PO000995,SUP0008,PRD0027,2025-09-28,171,269.87,USD,46147.77,cancelled
PO000996,SUP0016,PRD0036,2025-06-11,204,30.3,USD,6181.2,fulfilled
PO000997,SUP0016,PRD0137,2026-03-06,127,94.93,USD,12056.11,open
PO000998,SUP0039,PRD0048,2026-03-27,142,897.94,USD,127507.48,fulfilled
PO000999,SUP0033,PRD0033,2025-09-17,121,4.76,USD,575.96,fulfilled
PO001000,SUP0006,PRD0147,2026-04-23,165,29.51,USD,4869.15,fulfilled
PO001001,SUP0032,PRD0057,2025-12-29,178,3.76,USD,669.28,fulfilled
PO001002,SUP0020,PRD0016,2026-06-21,429,129.56,USD,55581.24,fulfilled
PO001003,SUP0032,PRD0015,2025-03-08,101,6.27,USD,633.27,fulfilled
PO001004,SUP0021,PRD0147,2025-09-10,71,630.94,USD,44796.74,fulfilled
PO001005,SUP0038,PRD0035,2025-01-31,120,37.51,USD,4501.2,fulfilled
PO001006,SUP0026,PRD0040,2024-12-23,281,2.31,USD,649.11,fulfilled
PO001007,SUP0011,PRD0042,2026-08-12,120,4962.94,USD,595552.8,fulfilled
PO001008,SUP0036,PRD0097,2025-11-11,356,47.08,USD,16760.48,fulfilled
PO001009,SUP0002,PRD0110,2026-02-27,279,7.08,USD,1975.32,fulfilled
PO001010,SUP0017,PRD0091,2025-08-26,67,584.08,USD,39133.36,fulfilled
PO001011,SUP0004,PRD0108,2024-10-27,540,1550.24,USD,837129.6,fulfilled
PO001012,SUP0033,PRD0083,2025-03-08,157,3.28,USD,514.96,fulfilled
PO001013,SUP0030,PRD0095,2024-09-12,171,1845.05,USD,315503.55,fulfilled
PO001014,SUP0027,PRD0144,2025-07-04,177,644.11,USD,114007.47,fulfilled
PO001015,SUP0036,PRD0140,2024-11-22,177,3602.7,USD,637677.9,fulfilled
PO001016,SUP0040,PRD0111,2026-05-04,1788,2020.28,USD,3612260.64,cancelled
PO001017,SUP0016,PRD0073,2025-12-06,543,3.79,USD,2057.97,fulfilled
PO001018,SUP0030,PRD0003,2026-07-29,290,125.58,USD,36418.2,fulfilled
PO001019,SUP0002,PRD0009,2026-01-01,188,39.18,USD,7365.84,fulfilled
PO001020,SUP0017,PRD0104,2025-12-06,508,48.04,USD,24404.32,fulfilled
PO001021,SUP0022,PRD0016,2026-08-09,327,740.3,USD,242078.1,open
PO001022,SUP0002,PRD0015,2026-05-16,194,4.69,USD,909.86,fulfilled
PO001023,SUP0007,PRD0069,2026-07-18,1314,2.31,USD,3035.34,fulfilled
PO001024,SUP0030,PRD0078,2024-09-14,255,125.45,USD,31989.75,fulfilled
PO001025,SUP0024,PRD0132,2026-05-14,566,912.82,USD,516656.12,cancelled
PO001026,SUP0035,PRD0055,2026-02-17,204,114.15,USD,23286.6,fulfilled
PO001027,SUP0017,PRD0003,2025-03-06,526,1240.84,USD,652681.84,fulfilled
PO001028,SUP0025,PRD0097,2024-11-04,136,2.98,USD,405.28,open
PO001029,SUP0035,PRD0003,2024-10-25,558,3.62,USD,2019.96,fulfilled
PO001030,SUP0006,PRD0094,2025-03-10,1549,302.24,USD,468169.76,fulfilled
PO001031,SUP0012,PRD0046,2025-09-14,129,3042.88,USD,392531.52,fulfilled
PO001032,SUP0012,PRD0105,2025-09-12,49,2.75,USD,134.75,fulfilled
PO001033,SUP0012,PRD0018,2025-05-19,352,135.66,USD,47752.32,fulfilled
PO001034,SUP0006,PRD0132,2026-02-02,880,2.31,USD,2032.8,fulfilled
PO001035,SUP0001,PRD0038,2024-11-05,84,2.65,USD,222.6,fulfilled
PO001036,SUP0035,PRD0048,2025-02-24,271,502.16,USD,136085.36,cancelled
PO001037,SUP0009,PRD0010,2025-04-10,172,3.14,USD,540.08,open
PO001038,SUP0006,PRD0026,2026-05-09,109,32.47,USD,3539.23,cancelled
PO001039,SUP0034,PRD0132,2026-08-31,382,224.42,USD,85728.44,fulfilled
PO001040,SUP0036,PRD0025,2025-02-20,87,2.32,USD,201.84,fulfilled
PO001041,SUP0019,PRD0095,2025-12-09,66,1843.8,USD,121690.8,open
PO001042,SUP0037,PRD0086,2026-06-19,107,20.82,USD,2227.74,fulfilled
PO001043,SUP0016,PRD0035,2026-06-14,422,14.84,USD,6262.48,cancelled
PO001044,SUP0031,PRD0097,2026-07-16,328,508.47,USD,166778.16,fulfilled
PO001045,SUP0012,PRD0110,2025-01-29,325,735.19,USD,238936.75,fulfilled
PO001046,SUP0005,PRD0081,2025-10-09,414,619.24,USD,256365.36,fulfilled
PO001047,SUP0021,PRD0070,2025-05-29,142,1128.58,USD,160258.36,fulfilled
PO001048,SUP0034,PRD0045,2025-01-11,326,28.96,USD,9440.96,fulfilled
PO001049,SUP0036,PRD0132,2025-01-24,92,1055.44,USD,97100.48,cancelled
PO001050,SUP0029,PRD0028,2026-03-12,435,2378.97,USD,1034851.95,fulfilled
PO001051,SUP0001,PRD0095,2026-09-03,421,100.26,USD,42209.46,fulfilled
PO001052,SUP0022,PRD0112,2024-10-02,89,25.97,USD,2311.33,cancelled
PO001053,SUP0010,PRD0119,2025-07-25,194,484.72,USD,94035.68,fulfilled
PO001054,SUP0012,PRD0065,2024-12-31,34,25.7,USD,873.8,fulfilled
PO001055,SUP0036,PRD0141,2026-04-05,358,342.48,USD,122607.84,cancelled
PO001056,SUP0021,PRD0110,2026-01-02,314,1056.68,USD,331797.52,open
PO001057,SUP0007,PRD0072,2026-06-07,698,48.66,USD,33964.68,open
PO001058,SUP0040,PRD0005,2025-06-22,100,124.69,USD,12469.0,fulfilled
PO001059,SUP0014,PRD0078,2024-12-26,419,3.08,USD,1290.52,fulfilled
PO001060,SUP0030,PRD0019,2024-12-01,235,3351.05,USD,787496.75,fulfilled
PO001061,SUP0002,PRD0023,2026-07-10,157,4.06,USD,637.42,open
PO001062,SUP0004,PRD0013,2025-01-20,317,3.68,USD,1166.56,fulfilled
PO001063,SUP0015,PRD0059,2025-06-24,482,1002.96,USD,483426.72,fulfilled
PO001064,SUP0025,PRD0147,2026-03-13,163,3.38,USD,550.94,fulfilled
PO001065,SUP0010,PRD0095,2025-04-25,215,148.63,USD,31955.45,fulfilled
PO001066,SUP0039,PRD0063,2026-01-03,504,4716.08,USD,2376904.32,fulfilled
PO001067,SUP0036,PRD0036,2026-02-07,298,10.62,USD,3164.76,open
PO001068,SUP0025,PRD0097,2025-08-24,891,1581.8,USD,1409383.8,fulfilled
PO001069,SUP0012,PRD0064,2026-04-08,114,401.04,USD,45718.56,fulfilled
PO001070,SUP0021,PRD0019,2026-05-17,134,2.31,USD,309.54,fulfilled
PO001071,SUP0004,PRD0137,2026-07-29,74,7.15,USD,529.1,fulfilled
PO001072,SUP0005,PRD0132,2025-03-20,166,2.33,USD,386.78,fulfilled
PO001073,SUP0031,PRD0119,2025-02-03,107,154.87,USD,16571.09,fulfilled
PO001074,SUP0007,PRD0041,2024-09-09,181,122.5,USD,22172.5,open
PO001075,SUP0001,PRD0112,2025-09-01,222,1917.31,USD,425642.82,cancelled
PO001076,SUP0023,PRD0147,2026-01-05,379,31.76,USD,12037.04,fulfilled
PO001077,SUP0025,PRD0072,2026-09-01,126,1400.54,USD,176468.04,fulfilled
PO001078,SUP0019,PRD0132,2026-05-01,283,9.32,USD,2637.56,cancelled
PO001079,SUP0026,PRD0095,2025-11-07,512,1312.23,USD,671861.76,fulfilled
PO001080,SUP0035,PRD0147,2025-10-28,102,667.64,USD,68099.28,cancelled
PO001081,SUP0040,PRD0147,2025-01-03,219,477.0,USD,104463.0,fulfilled
PO001082,SUP0016,PRD0078,2025-03-10,199,2.36,USD,469.64,open
PO001083,SUP0008,PRD0066,2025-03-10,830,2.42,USD,2008.6,fulfilled
PO001084,SUP0006,PRD0144,2024-10-12,427,2.87,USD,1225.49,open
PO001085,SUP0026,PRD0142,2024-09-04,105,1677.7,USD,176158.5,fulfilled
PO001086,SUP0016,PRD0145,2025-10-15,337,5.36,USD,1806.32,fulfilled
PO001087,SUP0014,PRD0091,2026-06-22,28,2516.73,USD,70468.44,fulfilled
PO001088,SUP0026,PRD0133,2025-02-27,193,43.95,USD,8482.35,cancelled
PO001089,SUP0008,PRD0145,2025-04-28,646,1210.3,USD,781853.8,cancelled
PO001090,SUP0022,PRD0064,2026-07-07,209,16.51,USD,3450.59,open
PO001091,SUP0004,PRD0136,2026-03-13,320,3760.47,USD,1203350.4,fulfilled
PO001092,SUP0015,PRD0045,2025-07-27,637,255.76,USD,162919.12,open
PO001093,SUP0033,PRD0124,2025-11-12,135,405.0,USD,54675.0,fulfilled
PO001094,SUP0021,PRD0108,2025-05-14,67,207.32,USD,13890.44,open
PO001095,SUP0021,PRD0093,2026-08-21,846,158.79,USD,134336.34,open
PO001096,SUP0010,PRD0023,2026-07-23,161,165.13,USD,26585.93,open
PO001097,SUP0017,PRD0148,2026-03-04,529,31.31,USD,16562.99,open
PO001098,SUP0016,PRD0137,2025-01-29,104,72.58,USD,7548.32,open
PO001099,SUP0036,PRD0007,2025-06-26,163,78.69,USD,12826.47,fulfilled
PO001100,SUP0020,PRD0082,2025-06-19,119,432.85,USD,51509.15,fulfilled
PO001101,SUP0017,PRD0012,2025-10-03,187,225.87,USD,42237.69,fulfilled
PO001102,SUP0017,PRD0079,2026-04-25,133,1430.77,USD,190292.41,fulfilled
PO001103,SUP0028,PRD0114,2025-08-10,356,524.49,USD,186718.44,open
PO001104,SUP0008,PRD0097,2025-07-05,201,7458.29,USD,1499116.29,fulfilled
PO001105,SUP0010,PRD0117,2026-01-19,519,525.78,USD,272879.82,fulfilled
PO001106,SUP0039,PRD0150,2024-12-14,267,2661.25,USD,710553.75,open
PO001107,SUP0029,PRD0142,2024-10-27,272,7458.29,USD,2028654.88,fulfilled
PO001108,SUP0019,PRD0147,2025-06-20,325,167.35,USD,54388.75,fulfilled
PO001109,SUP0008,PRD0001,2026-08-14,131,3.93,USD,514.83,fulfilled
PO001110,SUP0036,PRD0133,2026-03-08,552,5.02,USD,2771.04,fulfilled
PO001111,SUP0002,PRD0132,2025-05-16,213,263.99,USD,56229.87,open
PO001112,SUP0030,PRD0056,2026-03-20,738,27.11,USD,20007.18,fulfilled
PO001113,SUP0028,PRD0079,2025-09-20,593,465.17,USD,275845.81,fulfilled
PO001114,SUP0010,PRD0145,2025-09-22,405,1626.93,USD,658906.65,fulfilled
PO001115,SUP0017,PRD0121,2026-06-07,212,1014.24,USD,215018.88,fulfilled
PO001116,SUP0008,PRD0016,2024-12-11,360,1476.3,USD,531468.0,open
PO001117,SUP0035,PRD0009,2025-02-17,511,289.03,USD,147694.33,fulfilled
PO001118,SUP0017,PRD0091,2025-07-05,676,29.24,USD,19766.24,fulfilled
PO001119,SUP0037,PRD0111,2026-04-21,630,42.15,USD,26554.5,fulfilled
PO001120,SUP0031,PRD0117,2026-08-06,827,789.45,USD,652875.15,open
PO001121,SUP0004,PRD0144,2025-12-15,662,205.21,USD,135849.02,fulfilled
PO001122,SUP0001,PRD0097,2025-11-06,52,5.04,USD,262.08,fulfilled
PO001123,SUP0038,PRD0023,2025-08-12,1520,1077.17,USD,1637298.4,fulfilled
PO001124,SUP0022,PRD0051,2025-08-04,428,25.59,USD,10952.52,open
PO001125,SUP0040,PRD0027,2026-07-31,337,7.34,USD,2473.58,fulfilled
PO001126,SUP0026,PRD0141,2026-04-26,56,42.21,USD,2363.76,fulfilled
PO001127,SUP0026,PRD0032,2025-01-08,53,244.26,USD,12945.78,fulfilled
PO001128,SUP0009,PRD0072,2025-03-31,649,2434.07,USD,1579711.43,cancelled
PO001129,SUP0038,PRD0055,2024-09-26,158,312.63,USD,49395.54,fulfilled
PO001130,SUP0033,PRD0018,2024-09-26,349,593.39,USD,207093.11,fulfilled
PO001131,SUP0035,PRD0064,2025-11-21,119,1388.81,USD,165268.39,cancelled
PO001132,SUP0034,PRD0150,2025-04-28,224,1779.78,USD,398670.72,open
PO001133,SUP0038,PRD0083,2024-09-13,37,1385.57,USD,51266.09,fulfilled
PO001134,SUP0029,PRD0105,2025-07-14,385,5.02,USD,1932.7,open
PO001135,SUP0030,PRD0040,2025-09-14,174,203.59,USD,35424.66,fulfilled
PO001136,SUP0030,PRD0051,2026-05-19,89,2085.23,USD,185585.47,fulfilled
PO001137,SUP0034,PRD0103,2025-12-09,73,3490.91,USD,254836.43,fulfilled
PO001138,SUP0036,PRD0084,2025-12-10,823,1669.05,USD,1373628.15,open
PO001139,SUP0031,PRD0095,2024-12-11,442,124.17,USD,54883.14,fulfilled
PO001140,SUP0002,PRD0055,2026-08-08,595,401.99,USD,239184.05,fulfilled
PO001141,SUP0038,PRD0150,2025-04-09,589,841.57,USD,495684.73,fulfilled
PO001142,SUP0010,PRD0079,2025-07-31,122,13.07,USD,1594.54,fulfilled
PO001143,SUP0018,PRD0011,2025-06-22,97,1000.32,USD,97031.04,cancelled
PO001144,SUP0009,PRD0102,2026-06-02,584,6.67,USD,3895.28,fulfilled
PO001145,SUP0039,PRD0037,2025-11-27,260,241.98,USD,62914.8,open
PO001146,SUP0003,PRD0118,2026-02-23,208,2.88,USD,599.04,fulfilled
PO001147,SUP0002,PRD0133,2024-12-16,454,537.97,USD,244238.38,fulfilled
PO001148,SUP0026,PRD0121,2026-07-02,445,4460.18,USD,1984780.1,open
PO001149,SUP0017,PRD0109,2025-10-12,266,292.58,USD,77826.28,fulfilled
PO001150,SUP0009,PRD0095,2026-04-19,234,339.46,USD,79433.64,fulfilled
PO001151,SUP0013,PRD0016,2025-10-11,497,665.33,USD,330669.01,fulfilled
