invoice_id,po_id,invoice_date,amount,payment_status,payment_date
INV001009,PO001009,2025-06-06,3163.56,paid,2025-06-15
INV001010,PO001010,2025-01-13,25560.8,paid,2025-02-20
INV001011,PO001011,2026-01-24,302479.85,paid,2026-02-02
INV001012,PO001012,2025-07-19,252.86,pending,
INV001013,PO001013,2025-08-09,175979.4,pending,
INV001014,PO001014,2025-12-30,68449.5,paid,2026-01-21
INV001015,PO001015,2024-11-30,302814.4,paid,2025-01-01
INV001016,PO001016,2026-07-15,2444478.68,paid,2026-07-23
INV001017,PO001017,2026-08-05,4297.8,paid,2026-09-12
INV001018,PO001018,2025-04-19,23116.95,pending,
INV001020,PO001020,2025-05-23,41419.04,pending,
INV001021,PO001021,2025-01-19,727415.31,overdue,
INV001022,PO001022,2025-06-04,1082.88,paid,2025-06-23
INV001023,PO001023,2026-08-19,1607.76,paid,2026-09-24
INV001024,PO001024,2026-05-19,18166.16,paid,2026-06-14
INV001025,PO001025,2025-08-06,678374.97,pending,
INV001026,PO001026,2026-04-13,4092.6,pending,
INV001027,PO001027,2026-08-11,291622.62,paid,2026-08-27
INV001028,PO001028,2026-02-09,982.08,pending,
INV001029,PO001029,2026-07-23,3378.96,overdue,
INV001030,PO001030,2026-08-29,335950.02,pending,
INV001032,PO001032,2024-09-21,196.9,paid,2024-10-03
INV001033,PO001033,2026-06-29,8191.26,paid,2026-07-21
INV001034,PO001034,2026-07-30,824.04,paid,2026-09-09
INV001035,PO001035,2025-02-22,111.39,pending,
INV001037,PO001037,2026-04-15,752.15,paid,2026-05-22
INV001038,PO001038,2024-10-26,17403.36,overdue,
INV001039,PO001039,2025-04-13,38092.82,paid,2025-05-03
INV001040,PO001040,2024-12-26,81.55,pending,
INV001041,PO001041,2025-10-25,127131.0,paid,2025-11-17
INV001042,PO001042,2024-09-12,8136.36,paid,2024-10-26
INV001043,PO001043,2025-09-16,40578.56,overdue,
INV001044,PO001044,2025-05-19,242043.28,paid,2025-07-01
INV001045,PO001045,2025-05-04,205892.36,paid,2025-06-01
INV001046,PO001046,2024-11-17,297303.32,pending,
INV001047,PO001047,2025-08-22,54414.63,pending,
INV001049,PO001049,2025-03-18,119984.46,paid,2025-04-17
INV001050,PO001050,2025-10-01,2188026.24,pending,
INV001051,PO001051,2024-10-11,93321.12,pending,
INV001052,PO001052,2025-10-05,8707.14,paid,2025-10-14
INV001053,PO001053,2024-12-02,164382.87,paid,2025-01-11
INV001054,PO001054,2024-11-22,371.07,paid,2024-12-08
INV001055,PO001055,2025-05-29,301874.1,paid,2025-06-13
INV001056,PO001056,2025-07-26,594469.77,paid,2025-08-17
INV001057,PO001057,2026-05-04,152675.8,paid,2026-05-12
INV001058,PO001058,2025-12-03,6132.84,paid,2026-01-06
INV001059,PO001059,2026-07-28,1003.94,paid,2026-08-07
INV001060,PO001060,2025-02-02,949770.39,paid,2025-02-20
INV001061,PO001061,2024-11-06,4950.0,paid,2024-12-19
INV001062,PO001062,2026-06-06,724.35,paid,2026-06-18
INV001063,PO001063,2026-04-23,311820.56,overdue,
INV001064,PO001064,2024-09-29,504.0,paid,2024-10-20
INV001065,PO001065,2026-03-30,21002.94,paid,2026-04-30
INV001067,PO001067,2026-02-01,12036.44,paid,2026-03-12
INV001068,PO001068,2026-04-24,1276072.2,paid,2026-06-03
INV001069,PO001069,2025-09-14,49621.24,paid,2025-10-28
INV001070,PO001070,2025-10-02,630.63,paid,2025-10-23
INV001071,PO001071,2024-10-27,950.13,paid,2024-11-13
INV001072,PO001072,2025-01-14,133.65,paid,2025-02-27
INV001073,PO001073,2025-03-13,25665.93,paid,2025-04-19
INV001074,PO001074,2026-03-29,19890.0,pending,
INV001075,PO001075,2025-06-07,824186.25,paid,2025-07-05
INV001076,PO001076,2026-02-15,13818.75,paid,2026-03-07
INV001077,PO001077,2024-10-05,179034.84,overdue,
INV001078,PO001078,2025-03-24,6430.66,paid,2025-04-30
INV001079,PO001079,2024-11-26,394364.25,paid,2025-01-09
INV001080,PO001080,2024-10-16,177874.56,pending,
INV001081,PO001081,2026-06-04,31262.98,paid,2026-06-18
INV001082,PO001082,2026-08-07,344.85,pending,
INV001083,PO001083,2026-08-15,1428.91,paid,2026-08-28
INV001084,PO001084,2026-07-04,1791.17,paid,2026-07-14
INV001085,PO001085,2025-08-17,72631.35,paid,2025-09-16
INV001086,PO001086,2025-06-28,6489.6,pending,
INV001087,PO001087,2024-10-04,29105.8,paid,2024-10-10
INV001088,PO001088,2025-07-30,39139.1,paid,2025-09-09
INV001089,PO001089,2026-06-08,954135.38,paid,2026-06-26
INV001090,PO001090,2025-02-16,19228.44,paid,2025-03-03
INV001091,PO001091,2025-02-18,1265458.83,pending,
INV001093,PO001093,2025-02-21,22394.96,paid,2025-04-03
INV001094,PO001094,2025-08-12,19403.3,pending,
INV001095,PO001095,2025-10-06,385970.75,paid,2025-11-19
INV001096,PO001096,2025-02-08,103452.48,paid,2025-02-18
INV001097,PO001097,2026-05-11,50186.24,paid,2026-06-24
INV001098,PO001098,2025-03-07,13342.56,paid,2025-04-10
INV001099,PO001099,2025-11-25,11501.84,paid,2026-01-04
INV001100,PO001100,2024-10-16,67878.0,paid,2024-11-24
INV001101,PO001101,2025-08-26,36944.62,paid,2025-09-18
INV001102,PO001102,2025-06-26,71951.04,paid,2025-07-20
INV001104,PO001104,2025-05-21,4079444.16,paid,2025-05-30
INV001105,PO001105,2025-10-20,189207.04,paid,2025-11-06
INV001106,PO001106,2025-08-11,628625.92,pending,
INV001108,PO001108,2025-05-28,90777.86,pending,
INV001109,PO001109,2024-09-23,419.22,pending,
INV001110,PO001110,2025-11-09,12834.92,paid,2025-12-06
INV001112,PO001112,2026-05-07,96806.16,pending,
INV001114,PO001114,2025-05-17,581206.2,paid,2025-05-26
INV001115,PO001115,2026-01-15,83181.28,pending,
INV001116,PO001116,2026-04-21,694775.36,paid,2026-05-18
INV001118,PO001118,2026-08-05,32330.24,paid,2026-09-01
INV001119,PO001119,2026-08-12,56770.56,paid,2026-09-01
INV001121,PO001121,2026-01-28,146576.8,paid,2026-02-09
INV001122,PO001122,2025-02-11,768.79,paid,2025-03-06
INV001123,PO001123,2026-06-17,809685.9,paid,2026-07-17
INV001124,PO001124,2025-11-30,31589.0,paid,2025-12-10
INV001125,PO001125,2025-07-17,3912.04,paid,2025-08-28
INV001126,PO001126,2024-10-10,1008.58,paid,2024-11-05
INV001127,PO001127,2024-12-27,2321.01,paid,2025-02-01
INV001128,PO001128,2025-06-15,1498467.64,paid,2025-07-11
INV001129,PO001129,2025-07-28,20369.16,pending,
INV001130,PO001130,2026-08-08,79258.5,paid,2026-08-15
INV001131,PO001131,2025-01-09,529878.6,pending,
INV001132,PO001132,2025-12-20,492589.23,paid,2026-01-30
INV001133,PO001133,2025-03-03,27027.0,overdue,
INV001134,PO001134,2026-08-11,4694.56,paid,2026-09-22
INV001135,PO001135,2025-03-13,27715.35,pending,
INV001136,PO001136,2024-10-17,283916.43,paid,2024-11-09
INV001138,PO001138,2025-12-04,859691.5,pending,
INV001139,PO001139,2026-02-05,70269.52,paid,2026-03-01
INV001140,PO001140,2025-06-19,230386.2,overdue,
INV001141,PO001141,2025-10-23,183197.28,paid,2025-11-22
INV001142,PO001142,2025-02-13,1370.34,pending,
INV001144,PO001144,2025-05-06,12314.65,paid,2025-06-19
INV001145,PO001145,2026-04-04,51767.1,paid,2026-04-28
INV001146,PO001146,2026-04-09,995.61,paid,2026-04-18
INV001147,PO001147,2026-02-18,227062.43,pending,
INV001148,PO001148,2024-12-31,2434052.21,overdue,
INV001149,PO001149,2025-01-02,58797.12,paid,2025-01-25
INV001151,PO001151,2025-07-30,494019.06,paid,2025-08-29
INV001152,PO001152,2026-06-06,49749.3,paid,2026-06-12
INV001153,PO001153,2024-11-06,643.68,paid,2024-11-22
INV001154,PO001154,2025-05-14,657040.3,pending,
INV001155,PO001155,2026-07-07,42731.7,paid,2026-07-21
INV001156,PO001156,2024-09-18,7462.16,overdue,
INV001157,PO001157,2025-03-25,1160.32,paid,2025-04-21
INV001158,PO001158,2025-02-15,615.12,paid,2025-03-16
INV001159,PO001159,2026-07-09,532433.75,paid,2026-07-16
INV001160,PO001160,2025-11-18,32087.82,paid,2025-11-27
INV001161,PO001161,2024-10-13,52658.69,paid,2024-11-14
INV001163,PO001163,2025-09-08,133731.0,paid,2025-10-16
INV001164,PO001164,2025-03-11,1931.6,paid,2025-04-15
INV001165,PO001165,2025-09-16,14048.44,paid,2025-10-05
INV001166,PO001166,2026-03-08,27186.48,pending,
INV001167,PO001167,2025-08-12,445016.6,paid,2025-08-17
INV001168,PO001168,2026-04-29,2223.76,overdue,
INV001169,PO001169,2025-10-17,906.39,paid,2025-10-22
INV001170,PO001170,2025-07-14,9657.96,paid,2025-08-13
INV001171,PO001171,2025-06-01,32652.16,paid,2025-06-06
INV001172,PO001172,2026-06-27,146629.14,paid,2026-08-01
INV001173,PO001173,2025-03-16,10359.18,overdue,
INV001174,PO001174,2026-07-13,36804.88,paid,2026-08-25
INV001175,PO001175,2026-06-30,103847.58,paid,2026-08-01
INV001176,PO001176,2025-03-20,21931.19,paid,2025-04-14
INV001177,PO001177,2026-04-05,135262.0,pending,
INV001178,PO001178,2024-11-10,867123.47,paid,2024-11-18
INV001179,PO001179,2025-04-19,8176.02,paid,2025-04-30
INV001180,PO001180,2025-06-09,2290.92,paid,2025-06-22
INV001181,PO001181,2025-11-14,3477.76,paid,2025-12-16
INV001182,PO001182,2026-08-26,295747.3,paid,2026-09-15
INV001183,PO001183,2026-07-27,174205.02,paid,2026-08-17
INV001184,PO001184,2025-06-05,10322.7,pending,
INV001185,PO001185,2025-05-07,333711.0,paid,2025-06-20
INV001186,PO001186,2026-03-24,942986.38,paid,2026-04-03
INV001187,PO001187,2026-06-10,298845.48,paid,2026-06-19
INV001188,PO001188,2024-10-04,12358.66,paid,2024-10-25
INV001189,PO001189,2026-05-09,45095.55,paid,2026-06-19
INV001190,PO001190,2024-11-22,9711.52,paid,2024-12-04
INV001192,PO001192,2025-01-05,2550.12,pending,
INV001193,PO001193,2025-12-07,82145.55,paid,2026-01-03
INV001194,PO001194,2024-12-28,440.0,paid,2025-01-25
INV001195,PO001195,2025-09-28,2159.22,overdue,
INV001198,PO001198,2025-08-14,39294.81,paid,2025-09-16
INV001199,PO001199,2025-09-10,6873.66,paid,2025-10-24
INV001200,PO001200,2026-07-11,1000.82,paid,2026-08-13
INV001202,PO001202,2026-05-05,13525.38,paid,2026-05-19
INV001203,PO001203,2026-06-23,28459.44,paid,2026-07-14
INV001204,PO001204,2025-03-10,536138.28,paid,2025-04-19
INV001205,PO001205,2025-07-05,258854.73,paid,2025-08-15
INV001206,PO001206,2026-03-07,6482.04,paid,2026-03-14
INV001207,PO001207,2026-06-02,562740.4,paid,2026-06-16
INV001208,PO001208,2025-05-04,2576.88,paid,2025-06-15
INV001209,PO001209,2026-03-13,696.8,paid,2026-04-18
INV001210,PO001210,2026-08-27,367.29,paid,2026-09-19
INV001211,PO001211,2025-03-15,37381.5,pending,
INV001212,PO001212,2024-12-30,31303.8,paid,2025-01-06
INV001213,PO001213,2025-09-17,8367.39,paid,2025-10-13
INV001214,PO001214,2025-04-26,996878.88,overdue,
INV001215,PO001215,2025-03-12,70885.4,paid,2025-04-14
INV001216,PO001216,2026-07-19,1420195.98,paid,2026-08-14
INV001217,PO001217,2025-03-13,769577.2,pending,
INV001219,PO001219,2026-07-08,22354.62,paid,2026-07-19
INV001220,PO001220,2026-02-16,1329884.16,pending,
INV001221,PO001221,2025-10-25,160564.16,paid,2025-11-01
INV001222,PO001222,2026-07-27,43059.9,pending,
INV001223,PO001223,2026-01-01,2434.23,paid,2026-01-08
INV001224,PO001224,2025-10-14,469673.16,pending,
INV001225,PO001225,2026-05-23,139045.5,paid,2026-05-28
INV001226,PO001226,2025-05-09,1825506.5,pending,
INV001228,PO001228,2025-11-01,119627.64,paid,2025-11-27
INV001229,PO001229,2026-06-21,118814.67,paid,2026-07-04
INV001230,PO001230,2025-05-08,325340.73,paid,2025-05-20
INV001231,PO001231,2025-05-28,156839.72,pending,
INV001232,PO001232,2025-06-03,590685.4,paid,2025-06-19
INV001233,PO001233,2025-08-18,669.9,paid,2025-09-03
INV001234,PO001234,2026-02-15,5597.02,paid,2026-03-10
INV001235,PO001235,2025-01-21,268003.68,overdue,
INV001236,PO001236,2025-12-04,300709.32,pending,
INV001237,PO001237,2025-02-18,2229.87,paid,2025-03-03
INV001238,PO001238,2025-04-27,57209.46,overdue,
INV001239,PO001239,2026-06-02,72371.76,paid,2026-07-01
INV001241,PO001241,2025-10-04,270.27,paid,2025-11-08
INV001242,PO001242,2025-09-10,75527.76,paid,2025-10-18
INV001243,PO001243,2026-05-09,251104.04,paid,2026-05-19
INV001244,PO001244,2026-06-28,893409.64,overdue,
INV001245,PO001245,2025-11-04,1123182.8,paid,2025-11-10
INV001246,PO001246,2024-10-31,1031.4,pending,
INV001247,PO001247,2025-01-21,4200.0,overdue,
INV001248,PO001248,2025-10-04,35289.24,paid,2025-10-23
INV001249,PO001249,2026-08-20,545742.72,paid,2026-09-17
INV001250,PO001250,2024-09-15,618245.4,paid,2024-10-10
INV001251,PO001251,2026-07-02,242.48,paid,2026-07-19
INV001252,PO001252,2026-03-07,1135676.62,paid,2026-03-25
INV001253,PO001253,2026-02-06,4087.35,paid,2026-02-22
INV001254,PO001254,2025-05-27,1772.19,pending,
INV001255,PO001255,2025-02-05,17454.4,paid,2025-02-20
INV001256,PO001256,2026-02-10,230824.11,overdue,
INV001257,PO001257,2026-04-25,10141.22,paid,2026-05-09
INV001258,PO001258,2024-12-19,369396.0,paid,2025-01-24
INV001259,PO001259,2026-04-29,208.26,paid,2026-05-09
INV001260,PO001260,2025-02-19,282603.44,paid,2025-04-02
INV001261,PO001261,2025-04-05,592.31,paid,2025-04-23
INV001262,PO001262,2025-07-11,153769.72,pending,
INV001263,PO001263,2025-05-10,74805.9,paid,2025-05-25
INV001265,PO001265,2025-07-20,4574.78,paid,2025-08-10
INV001266,PO001266,2026-02-15,68236.86,paid,2026-03-24
INV001267,PO001267,2025-11-13,82938.08,pending,
INV001268,PO001268,2025-11-30,12978.15,pending,
INV001269,PO001269,2026-07-17,133.98,pending,
INV001270,PO001270,2025-05-13,806369.15,paid,2025-05-27
INV001272,PO001272,2025-06-16,973.88,paid,2025-07-26
INV001273,PO001273,2026-04-14,1563.1,paid,2026-04-21
INV001274,PO001274,2026-08-18,141064.71,paid,2026-09-12
INV001275,PO001275,2025-04-23,1159083.26,paid,2025-06-01
INV001276,PO001276,2026-01-14,461.34,paid,2026-02-04
INV001277,PO001277,2025-02-15,7564.8,pending,
INV001278,PO001278,2025-12-27,51888.96,overdue,
INV001279,PO001279,2026-01-27,1369.55,paid,2026-03-11
INV001280,PO001280,2026-01-02,426946.26,paid,2026-01-10
INV001281,PO001281,2024-12-26,2036.45,paid,2025-02-05
INV001282,PO001282,2025-12-27,5213.67,pending,
INV001283,PO001283,2026-08-22,57188.23,paid,2026-09-27
INV001284,PO001284,2025-07-24,6515.7,paid,2025-08-01
INV001285,PO001285,2026-01-08,1643190.15,pending,
INV001286,PO001286,2024-10-18,30569.91,pending,
INV001287,PO001287,2025-05-19,11757.41,paid,2025-06-29
INV001288,PO001288,2025-03-27,24049.48,pending,
INV001290,PO001290,2026-05-06,588598.0,paid,2026-05-26
INV001291,PO001291,2025-12-22,39796.68,overdue,
INV001292,PO001292,2024-09-08,22688.25,pending,
INV001293,PO001293,2024-10-21,150663.12,paid,2024-10-31
INV001294,PO001294,2024-12-22,11696.45,paid,2025-01-06
INV001295,PO001295,2025-09-14,1213028.91,pending,
INV001296,PO001296,2025-03-16,67490.28,paid,2025-03-29
INV001298,PO001298,2024-11-22,203509.58,paid,2024-12-31
INV001299,PO001299,2024-10-26,8032.77,paid,2024-11-10
INV001300,PO001300,2025-02-17,377207.64,overdue,
INV001301,PO001301,2026-06-30,9833.26,paid,2026-07-23
INV001302,PO001302,2026-03-04,628.32,paid,2026-03-19
INV001303,PO001303,2024-12-17,1909704.15,paid,2025-01-19
INV001304,PO001304,2024-10-01,14432.36,pending,
INV001305,PO001305,2024-12-27,113123.52,paid,2025-01-06
INV001308,PO001308,2024-10-03,569.77,pending,
INV001309,PO001309,2026-05-11,636.24,paid,2026-06-23
INV001310,PO001310,2026-01-01,364363.2,paid,2026-01-12
INV001311,PO001311,2025-07-11,1059520.78,paid,2025-08-17
INV001312,PO001312,2025-06-03,330549.33,pending,
INV001313,PO001313,2024-10-09,94422.28,paid,2024-11-03
INV001314,PO001314,2024-12-29,4277.7,pending,
INV001315,PO001315,2025-02-19,78407.19,paid,2025-04-04
INV001317,PO001317,2026-04-23,2196334.44,paid,2026-06-01
INV001318,PO001318,2025-12-06,27134.8,paid,2026-01-08
INV001319,PO001319,2025-04-21,42799.32,paid,2025-06-02
INV001320,PO001320,2026-01-08,150109.12,pending,
INV001321,PO001321,2026-03-28,7894.88,paid,2026-04-14
INV001322,PO001322,2026-02-13,490265.87,paid,2026-03-19
INV001323,PO001323,2024-10-03,52465.5,paid,2024-10-13
INV001324,PO001324,2025-03-03,6067.2,overdue,
INV001325,PO001325,2024-11-12,19584.42,paid,2024-12-08
INV001326,PO001326,2025-03-24,475645.17,pending,
INV001327,PO001327,2025-05-23,28112.78,pending,
INV001328,PO001328,2025-12-09,1647.98,pending,
INV001330,PO001330,2026-03-30,5687.62,paid,2026-04-29
INV001331,PO001331,2026-04-27,329383.62,paid,2026-06-06
INV001332,PO001332,2025-01-11,243320.07,paid,2025-02-23
INV001333,PO001333,2026-07-05,90122.76,paid,2026-07-25
INV001334,PO001334,2024-12-30,14702.2,overdue,
INV001335,PO001335,2025-10-07,5910999.7,paid,2025-11-19
INV001336,PO001336,2025-06-13,3274030.29,paid,2025-06-26
INV001338,PO001338,2026-07-14,878.02,paid,2026-08-17
INV001339,PO001339,2025-05-03,807.36,paid,2025-05-13
INV001340,PO001340,2026-06-16,29250.43,paid,2026-07-12
INV001341,PO001341,2026-06-03,168.63,paid,2026-06-22
INV001342,PO001342,2025-11-01,1678509.28,paid,2025-12-11
INV001343,PO001343,2025-01-31,1245.82,paid,2025-02-15
INV001344,PO001344,2025-05-03,28509.8,paid,2025-06-16
INV001345,PO001345,2025-01-12,1837.74,paid,2025-02-24
INV001346,PO001346,2024-10-02,337.85,paid,2024-10-25
INV001347,PO001347,2024-12-07,35471.2,paid,2025-01-05
INV001348,PO001348,2026-02-03,29509.72,paid,2026-03-09
INV001349,PO001349,2025-07-10,73237.32,paid,2025-08-09
INV001350,PO001350,2025-04-01,425689.11,pending,
INV001351,PO001351,2026-02-16,568698.78,paid,2026-02-21
INV001352,PO001352,2025-09-22,69030.36,paid,2025-10-29
INV001353,PO001353,2026-01-05,111012.85,paid,2026-02-18
INV001354,PO001354,2026-02-21,163.4,pending,
INV001355,PO001355,2025-04-07,5953.5,pending,
INV001356,PO001356,2024-11-11,1410669.91,pending,
INV001357,PO001357,2025-12-17,467.19,overdue,
INV001358,PO001358,2025-04-26,1501258.08,overdue,
INV001359,PO001359,2026-06-05,1551602.36,paid,2026-06-26
INV001360,PO001360,2026-01-12,18425.52,paid,2026-02-08
INV001361,PO001361,2026-02-18,10009.72,paid,2026-03-04
INV001362,PO001362,2025-12-28,930244.8,paid,2026-01-16
INV001364,PO001364,2025-06-22,11395.9,pending,
INV001365,PO001365,2026-04-20,65231.28,pending,
INV001366,PO001366,2025-08-25,16383.26,pending,
INV001367,PO001367,2025-08-25,112516.56,paid,2025-09-20
INV001368,PO001368,2025-07-02,132325.0,paid,2025-07-13
INV001369,PO001369,2026-04-08,585619.32,paid,2026-04-14
INV001370,PO001370,2025-03-31,697.97,overdue,
INV001371,PO001371,2026-06-20,4778.54,paid,2026-06-29
INV001372,PO001372,2024-11-24,92985.6,paid,2024-12-23
INV001373,PO001373,2025-07-05,16918.65,paid,2025-07-11
INV001374,PO001374,2025-01-29,7473.0,overdue,
INV001375,PO001375,2025-06-21,619516.02,paid,2025-07-16
INV001376,PO001376,2026-04-27,20242.29,paid,2026-06-07
INV001377,PO001377,2025-01-22,5851.9,pending,
INV001378,PO001378,2025-02-27,329133.28,paid,2025-03-21
INV001379,PO001379,2025-05-14,87709.57,paid,2025-05-29
INV001380,PO001380,2025-04-05,331422.74,paid,2025-04-25
INV001381,PO001381,2025-07-19,695427.84,pending,
INV001382,PO001382,2026-01-03,227.5,paid,2026-01-26
INV001383,PO001383,2024-10-17,27087.5,paid,2024-11-11
INV001384,PO001384,2026-01-25,767.91,paid,2026-02-27
INV001385,PO001385,2025-02-03,136415.3,paid,2025-03-02
INV001386,PO001386,2026-02-08,164.03,paid,2026-03-07
INV001387,PO001387,2025-02-02,34077.54,paid,2025-03-17
INV001388,PO001388,2026-05-01,207911.8,paid,2026-06-04
INV001389,PO001389,2025-08-22,30102.04,paid,2025-09-18
INV001390,PO001390,2026-08-19,2426.06,paid,2026-09-16
INV001391,PO001391,2026-05-12,244.86,overdue,
INV001392,PO001392,2025-08-21,11093.28,paid,2025-09-27
INV001394,PO001394,2026-01-26,1078557.66,overdue,
INV001395,PO001395,2025-07-29,36275.52,paid,2025-08-28
INV001396,PO001396,2025-01-25,2561.68,paid,2025-02-13
INV001397,PO001397,2024-09-12,184887.97,pending,
INV001398,PO001398,2026-08-22,1034092.32,pending,
INV001399,PO001399,2026-06-22,5508.39,paid,2026-07-14
INV001400,PO001400,2025-09-15,163379.04,paid,2025-10-20
INV001402,PO001402,2024-09-19,82414.64,pending,
INV001403,PO001403,2025-08-20,59889.5,paid,2025-09-18
INV001404,PO001404,2025-08-23,219.2,overdue,
INV001405,PO001405,2025-07-18,107886.06,paid,2025-08-18
INV001406,PO001406,2026-03-12,1483.02,paid,2026-03-26
INV001407,PO001407,2026-04-01,1826.72,paid,2026-04-22
INV001408,PO001408,2025-05-25,311500.16,paid,2025-06-01
INV001409,PO001409,2025-12-09,3202.1,paid,2026-01-09
INV001410,PO001410,2025-03-09,638945.38,paid,2025-04-11
INV001412,PO001412,2026-08-16,37086.35,pending,
INV001414,PO001414,2026-05-18,36793.17,pending,
INV001415,PO001415,2026-07-17,27387.78,pending,
INV001418,PO001418,2025-05-25,1110.7,paid,2025-06-09
INV001420,PO001420,2025-04-22,48657.42,paid,2025-05-07
INV001421,PO001421,2026-03-16,11842.51,paid,2026-04-08
INV001422,PO001422,2024-10-07,125913.96,paid,2024-10-12
INV001423,PO001423,2025-07-29,4942.52,paid,2025-09-09
INV001424,PO001424,2025-09-01,9670.1,pending,
INV001425,PO001425,2025-12-08,760.32,paid,2026-01-21
INV001426,PO001426,2026-04-26,7065.58,paid,2026-05-01
INV001427,PO001427,2025-01-25,106020.0,paid,2025-01-31
INV001428,PO001428,2024-09-20,6051.84,paid,2024-10-18
INV001429,PO001429,2026-07-21,8742.3,paid,2026-08-28
INV001430,PO001430,2025-12-11,1202.28,paid,2026-01-16
INV001431,PO001431,2025-11-11,501.49,pending,
INV001432,PO001432,2025-11-03,261.49,paid,2025-11-19
INV001433,PO001433,2025-06-21,768.84,paid,2025-07-06
INV001434,PO001434,2025-06-08,666328.0,paid,2025-06-16
INV001435,PO001435,2024-12-14,923418.8,overdue,
INV001436,PO001436,2026-04-03,695249.44,pending,
INV001437,PO001437,2024-10-03,972.78,paid,2024-11-04
INV001438,PO001438,2024-12-04,108963.14,paid,2024-12-19
INV001439,PO001439,2026-04-21,342.5,paid,2026-04-26
INV001440,PO001440,2024-11-29,19540.65,paid,2025-01-05
INV001441,PO001441,2024-10-14,27918.6,paid,2024-11-27
INV001442,PO001442,2026-05-06,279.51,paid,2026-06-13
INV001443,PO001443,2025-09-19,91787.06,paid,2025-10-29
INV001444,PO001444,2025-08-31,106756.2,paid,2025-09-24
INV001445,PO001445,2024-12-23,2867.7,paid,2025-01-24
INV001446,PO001446,2024-11-09,108451.86,paid,2024-12-13
INV001447,PO001447,2025-11-12,14049.35,paid,2025-11-26
INV001448,PO001448,2024-12-07,43043.0,overdue,
INV001449,PO001449,2025-12-16,1048.64,paid,2026-01-18
INV001450,PO001450,2025-03-01,434.28,paid,2025-03-09
INV001451,PO001451,2024-11-14,2824.25,paid,2024-11-28
INV001452,PO001452,2026-08-05,10869.11,paid,2026-09-08
INV001453,PO001453,2025-04-18,337.98,paid,2025-04-27
INV001454,PO001454,2025-09-07,10886.79,paid,2025-09-15
INV001455,PO001455,2025-05-14,109320.62,paid,2025-05-24
INV001456,PO001456,2026-06-09,1706776.48,paid,2026-06-14
INV001457,PO001457,2025-07-26,30146.7,overdue,
INV001458,PO001458,2025-08-20,60217.68,paid,2025-09-12
INV001459,PO001459,2025-03-16,480217.2,paid,2025-04-18
INV001460,PO001460,2026-09-05,43581.55,paid,2026-09-25
INV001461,PO001461,2025-07-07,56808.82,paid,2025-07-12
INV001463,PO001463,2026-05-04,19307.75,paid,2026-06-05
INV001464,PO001464,2026-01-28,4027.84,paid,2026-03-13
INV001465,PO001465,2026-02-13,7737.93,paid,2026-03-06
INV001467,PO001467,2026-07-27,36750.99,pending,
INV001468,PO001468,2025-06-05,22990.8,paid,2025-06-14
INV001469,PO001469,2024-10-24,1487.82,pending,
INV001470,PO001470,2025-12-05,55935.54,paid,2026-01-18
INV001471,PO001471,2026-06-05,54155.45,paid,2026-07-03
INV001472,PO001472,2025-07-08,23451.12,paid,2025-07-22
INV001473,PO001473,2026-04-11,367242.78,paid,2026-04-29
INV001474,PO001474,2025-07-19,24400.74,paid,2025-08-17
INV001476,PO001476,2024-10-20,76626.81,paid,2024-11-02
INV001477,PO001477,2026-07-25,1173231.5,paid,2026-08-23
INV001478,PO001478,2025-04-18,9479.7,paid,2025-06-01
INV001479,PO001479,2026-08-16,3450.54,paid,2026-09-07
INV001481,PO001481,2025-07-27,380503.95,pending,
INV001482,PO001482,2025-11-19,615893.33,paid,2025-12-27
INV001483,PO001483,2025-03-04,207923.94,pending,
INV001484,PO001484,2026-06-26,42167.0,paid,2026-07-12
INV001485,PO001485,2026-05-15,9300.2,overdue,
INV001486,PO001486,2025-01-25,1662.43,paid,2025-02-20
INV001487,PO001487,2025-11-05,1277.64,paid,2025-12-19
INV001488,PO001488,2024-10-27,3616513.18,paid,2024-11-22
INV001489,PO001489,2024-11-10,17704.5,paid,2024-12-04
INV001490,PO001490,2024-09-26,80.85,pending,
INV001491,PO001491,2025-10-13,975266.2,paid,2025-11-13
INV001492,PO001492,2026-02-28,188.81,paid,2026-03-24
INV001494,PO001494,2026-02-09,218380.98,paid,2026-02-21
INV001495,PO001495,2025-09-27,91524.72,overdue,
INV001497,PO001497,2025-06-24,10540.04,paid,2025-07-21
INV001498,PO001498,2025-06-15,117750.71,paid,2025-07-27
INV001499,PO001499,2025-03-29,119592.4,paid,2025-04-29
INV001500,PO001500,2025-07-19,371.91,overdue,
INV001501,PO001501,2025-08-01,1603.0,overdue,
INV001503,PO001503,2026-03-26,22679.7,pending,
INV001504,PO001504,2026-05-23,1070782.95,pending,
INV001506,PO001506,2025-10-27,238598.5,pending,
INV001507,PO001507,2025-06-17,366951.89,paid,2025-07-03
INV001508,PO001508,2025-03-18,39223.74,overdue,
INV001510,PO001510,2024-10-02,169094.75,paid,2024-11-13
INV001511,PO001511,2024-10-01,302758.5,overdue,
INV001513,PO001513,2024-11-01,1010.16,paid,2024-11-09
INV001514,PO001514,2026-05-03,75770.0,overdue,
INV001515,PO001515,2026-05-28,16717.65,paid,2026-06-05
INV001516,PO001516,2024-11-11,71357.49,paid,2024-12-06
INV001517,PO001517,2026-08-28,22543.92,paid,2026-09-17
INV001519,PO001519,2025-01-15,117913.46,overdue,
INV001520,PO001520,2025-10-10,4116.76,paid,2025-10-17
