shipment_id,origin_node_id,dest_node_id,product_id,mode,ship_date,delivery_date,planned_transit_days,actual_transit_days,cost,quantity
SHP002380,SUP0033,WH0008,PRD0093,rail,2025-06-13,2025-06-14,4,1,20437.68,938
SHP002381,SUP0022,WH0010,PRD0132,ocean,2026-01-28,2026-02-09,13,12,10375.34,380
SHP002382,SUP0016,WH0006,PRD0128,rail,2025-01-31,2025-02-03,4,3,10358.52,537
SHP002383,SUP0037,WH0002,PRD0120,ocean,2026-03-04,2026-04-08,35,35,29664.33,335
SHP002384,SUP0025,WH0001,PRD0026,air,2026-04-14,2026-04-17,4,3,22730.95,70
SHP002385,SUP0036,WH0002,PRD0121,rail,2024-10-19,2024-10-27,8,8,6515.81,149
SHP002386,SUP0021,WH0009,PRD0082,ocean,2024-11-16,2024-12-04,17,18,10131.01,257
SHP002387,SUP0017,WH0010,PRD0053,air,2026-05-30,2026-06-01,3,2,69357.24,306
SHP002388,SUP0033,WH0002,PRD0095,ocean,2025-01-17,2025-01-28,11,11,1805.04,82
SHP002389,SUP0013,WH0010,PRD0081,road,2025-04-28,2025-04-29,1,1,2864.25,259
SHP002390,SUP0039,WH0005,PRD0106,air,2025-08-02,2025-08-05,3,3,103231.57,327
SHP002391,SUP0040,WH0004,PRD0012,ocean,2025-03-13,2025-03-21,9,8,1903.9,122
SHP002392,SUP0007,WH0002,PRD0145,ocean,2026-05-23,2026-06-09,13,17,6727.08,254
SHP002393,SUP0033,WH0004,PRD0057,rail,2025-09-22,2025-09-30,8,8,6151.91,127
SHP002394,SUP0027,WH0008,PRD0038,ocean,2025-12-11,2025-12-19,10,8,1304.98,71
SHP002395,SUP0029,WH0001,PRD0005,road,2025-11-11,2025-11-12,1,1,658.49,72
SHP002396,SUP0016,WH0002,PRD0067,ocean,2025-11-21,2025-12-29,38,38,7381.3,77
SHP002397,SUP0032,WH0010,PRD0142,ocean,2025-11-04,2025-11-28,22,24,11545.44,220
SHP002398,SUP0023,WH0003,PRD0150,ocean,2025-05-14,2025-06-10,28,27,9490.76,139
SHP002399,SUP0031,WH0006,PRD0149,ocean,2026-05-10,2026-06-01,19,22,13399.9,306
SHP002400,SUP0033,WH0009,PRD0107,ocean,2025-11-26,2025-12-16,19,20,17527.04,404
SHP002401,SUP0002,WH0008,PRD0076,ocean,2026-04-17,2026-05-08,22,21,5005.88,95
SHP002402,SUP0024,WH0008,PRD0040,ocean,2026-01-29,2026-02-28,29,30,56122.15,805
SHP002403,SUP0027,WH0009,PRD0051,air,2025-04-07,2025-04-10,4,3,50604.08,118
SHP002404,SUP0022,WH0003,PRD0085,air,2025-11-24,2025-11-27,3,3,32858.19,132
SHP002405,SUP0023,WH0002,PRD0059,rail,2024-11-04,2024-11-07,2,3,735.53,74
SHP002406,SUP0008,WH0001,PRD0098,ocean,2024-12-10,2024-12-26,15,16,7280.39,232
SHP002407,SUP0029,WH0002,PRD0146,ocean,2024-11-28,2024-12-22,24,24,7127.72,125
SHP002408,SUP0012,WH0009,PRD0063,ocean,2025-04-13,2025-05-05,23,22,6219.96,115
SHP002409,SUP0035,WH0010,PRD0128,air,2025-01-14,2025-01-17,4,3,279763.43,634
SHP002410,SUP0013,WH0010,PRD0141,road,2026-01-20,2026-01-21,1,1,3914.85,354
SHP002411,SUP0006,WH0009,PRD0087,ocean,2025-09-09,2025-09-27,19,18,4303.17,98
SHP002412,SUP0018,WH0004,PRD0066,ocean,2025-07-04,2025-07-20,18,16,9961.06,237
SHP002413,SUP0028,WH0007,PRD0126,rail,2024-12-13,2024-12-14,1,1,67.78,117
SHP002414,SUP0022,WH0002,PRD0126,air,2025-06-09,2025-06-12,3,3,34635.73,153
SHP002415,SUP0013,WH0005,PRD0118,rail,2025-01-16,2025-01-23,8,7,8059.43,169
SHP002416,SUP0006,WH0003,PRD0044,air,2025-12-09,2025-12-13,4,4,19347.43,56
SHP002417,SUP0002,WH0002,PRD0091,ocean,2026-01-20,2026-02-14,25,25,24162.56,395
SHP002418,SUP0038,WH0010,PRD0044,ocean,2025-12-16,2026-01-09,23,24,9209.45,167
SHP002419,SUP0036,WH0005,PRD0036,air,2026-08-30,2026-09-01,3,2,51306.54,162
SHP002420,SUP0020,WH0008,PRD0140,air,2025-10-11,2025-10-13,3,2,42097.23,179
SHP002421,SUP0029,WH0004,PRD0126,rail,2025-08-25,2025-09-01,8,7,2765.51,61
SHP002422,SUP0010,WH0005,PRD0048,air,2024-12-14,2024-12-17,2,3,31038.5,267
SHP002423,SUP0018,WH0002,PRD0139,rail,2025-04-20,2025-04-23,4,3,6103.92,264
SHP002424,SUP0026,WH0001,PRD0016,ocean,2025-07-28,2025-08-01,9,4,4712.86,266
SHP002425,SUP0022,WH0002,PRD0135,ocean,2024-10-12,2024-10-27,14,15,10020.97,332
SHP002426,SUP0006,WH0007,PRD0009,ocean,2025-05-22,2025-06-12,19,21,24871.84,568
SHP002427,SUP0003,WH0004,PRD0020,ocean,2024-09-10,2024-09-26,16,16,3075.61,87
SHP002428,SUP0037,WH0007,PRD0013,ocean,2024-12-12,2024-12-29,19,17,31293.1,697
SHP002429,SUP0035,WH0001,PRD0002,air,2026-04-18,2026-04-21,4,3,172322.7,410
SHP002430,SUP0006,WH0007,PRD0106,ocean,2026-08-04,2026-08-22,19,18,5780.08,132
SHP002431,SUP0015,WH0010,PRD0036,ocean,2025-09-05,2025-09-19,16,14,11753.55,321
SHP002432,SUP0007,WH0003,PRD0060,air,2025-08-29,2025-09-02,4,4,71832.19,180
SHP002433,SUP0016,WH0010,PRD0018,ocean,2026-01-14,2026-02-07,25,24,7749.71,128
SHP002434,SUP0027,WH0007,PRD0039,air,2025-07-02,2025-07-06,4,4,45112.63,105
SHP002435,SUP0025,WH0003,PRD0003,ocean,2026-05-06,2026-05-26,20,20,2180.7,47
SHP002436,SUP0002,WH0002,PRD0056,ocean,2025-08-24,2025-09-16,25,23,15965.64,261
SHP002437,SUP0022,WH0009,PRD0130,ocean,2024-11-03,2024-11-17,14,14,5438.1,178
SHP002438,SUP0037,WH0005,PRD0117,ocean,2024-09-26,2024-10-28,30,32,22537.08,307
SHP002439,SUP0004,WH0006,PRD0096,air,2026-03-10,2026-03-11,2,1,16358.2,193
SHP002440,SUP0027,WH0010,PRD0016,ocean,2025-04-04,2025-04-26,23,22,8546.04,159
SHP002441,SUP0015,WH0009,PRD0124,ocean,2025-03-22,2025-04-08,18,17,4740.72,119
SHP002442,SUP0012,WH0003,PRD0125,ocean,2025-09-29,2025-10-19,23,20,11306.96,204
SHP002443,SUP0039,WH0004,PRD0005,ocean,2025-01-04,2025-01-23,19,19,5632.63,133
SHP002444,SUP0004,WH0001,PRD0002,ocean,2025-08-02,2025-08-28,24,26,7785.46,135
SHP002445,SUP0025,WH0005,PRD0137,rail,2026-02-25,2026-03-01,6,4,2509.33,70
SHP002446,SUP0032,WH0007,PRD0142,air,2026-03-14,2026-03-18,4,4,102983.61,245
SHP002447,SUP0007,WH0001,PRD0106,air,2025-10-08,2025-10-12,4,4,205981.4,538
SHP002448,SUP0018,WH0001,PRD0004,ocean,2024-11-25,2024-12-19,25,24,12900.02,213
SHP002449,SUP0025,WH0007,PRD0005,ocean,2024-11-25,2024-12-13,19,18,3837.22,87
SHP002450,SUP0006,WH0008,PRD0136,ocean,2026-03-20,2026-03-30,8,10,1891.06,154
SHP002451,SUP0017,WH0003,PRD0071,ocean,2026-04-24,2026-05-08,14,14,7564.39,258
SHP002452,SUP0030,WH0007,PRD0138,ocean,2025-05-28,2025-06-23,27,26,12073.31,181
SHP002453,SUP0036,WH0005,PRD0074,air,2026-04-24,2026-04-26,3,2,38954.96,123
SHP002454,SUP0030,WH0001,PRD0005,ocean,2024-10-04,2024-10-31,27,27,6067.09,92
SHP002455,SUP0034,WH0002,PRD0129,ocean,2026-02-07,2026-02-18,11,11,6183.04,286
SHP002456,SUP0039,WH0004,PRD0111,ocean,2025-10-05,2025-10-24,19,19,4023.31,95
SHP002457,SUP0015,WH0007,PRD0046,ocean,2026-08-23,2026-09-08,18,16,18737.78,465
SHP002458,SUP0013,WH0008,PRD0028,ocean,2024-11-17,2024-12-09,22,22,12818.04,245
SHP002459,SUP0040,WH0008,PRD0025,ocean,2026-04-29,2026-05-19,20,20,8006.92,173
SHP002460,SUP0033,WH0003,PRD0135,ocean,2026-03-03,2026-03-26,20,23,4374.32,96
SHP002461,SUP0025,WH0002,PRD0039,rail,2025-04-08,2025-04-12,5,4,15744.15,563
SHP002462,SUP0005,WH0004,PRD0062,ocean,2026-08-30,2026-10-05,34,36,15784.81,184
SHP002463,SUP0008,WH0006,PRD0050,ocean,2025-07-27,2025-08-25,30,29,4805.83,65
SHP002464,SUP0016,WH0009,PRD0135,ocean,2025-05-15,2025-06-08,24,24,16601.78,285
SHP002465,SUP0027,WH0008,PRD0065,rail,2026-04-19,2026-04-26,6,7,11150.56,364
SHP002466,SUP0038,WH0005,PRD0091,ocean,2025-07-19,2025-08-04,18,16,9279.69,221
SHP002467,SUP0038,WH0007,PRD0069,air,2026-08-26,2026-08-30,4,4,109360.71,261
SHP002468,SUP0009,WH0010,PRD0102,air,2026-03-21,2026-03-25,4,4,85138.44,233
SHP002469,SUP0011,WH0010,PRD0021,ocean,2025-02-23,2025-03-20,26,25,3838.97,62
SHP002470,SUP0040,WH0009,PRD0096,ocean,2026-04-15,2026-04-22,8,7,2132.5,150
SHP002471,SUP0012,WH0009,PRD0104,ocean,2025-11-04,2025-11-25,23,21,10763.23,199
SHP002472,SUP0015,WH0006,PRD0118,ocean,2025-05-16,2025-06-20,33,35,16903.13,210
SHP002473,SUP0012,WH0010,PRD0145,ocean,2026-02-02,2026-02-22,22,20,9635.85,188
SHP002474,SUP0017,WH0001,PRD0063,rail,2025-12-07,2025-12-11,8,4,36247.33,747
SHP002475,SUP0014,WH0010,PRD0058,ocean,2025-01-02,2025-01-22,21,20,11942.9,242
SHP002476,SUP0014,WH0009,PRD0077,ocean,2024-12-14,2025-01-05,20,22,15861.78,335
SHP002477,SUP0006,WH0009,PRD0021,ocean,2025-02-01,2025-02-18,19,17,11636.12,265
SHP002478,SUP0002,WH0007,PRD0009,road,2025-02-01,2025-02-02,1,1,479.38,100
SHP002479,SUP0024,WH0008,PRD0024,ocean,2024-10-17,2024-11-15,29,29,32488.1,466
SHP002480,SUP0038,WH0009,PRD0104,ocean,2025-05-16,2025-06-09,23,24,4435.4,81
SHP002481,SUP0018,WH0006,PRD0098,ocean,2025-03-27,2025-04-26,31,30,6441.93,83
SHP002482,SUP0037,WH0005,PRD0097,ocean,2025-09-30,2025-11-01,30,32,46322.15,631
SHP002483,SUP0001,WH0009,PRD0142,air,2025-04-26,2025-04-30,4,4,31103.92,79
SHP002484,SUP0023,WH0003,PRD0122,ocean,2026-01-28,2026-02-25,28,28,40147.94,588
SHP002485,SUP0010,WH0004,PRD0015,air,2025-04-02,2025-04-03,2,1,29417.8,244
SHP002486,SUP0038,WH0008,PRD0003,ocean,2025-03-17,2025-04-17,32,31,10824.77,137
SHP002487,SUP0034,WH0008,PRD0044,rail,2026-05-19,2026-05-27,8,8,22312.79,449
SHP002488,SUP0016,WH0003,PRD0022,ocean,2026-08-20,2026-09-08,23,19,26108.73,468
SHP002489,SUP0003,WH0009,PRD0128,ocean,2026-01-10,2026-02-03,24,24,15022.66,261
SHP002490,SUP0031,WH0006,PRD0112,ocean,2024-11-12,2024-12-01,19,19,15282.89,349
SHP002491,SUP0006,WH0004,PRD0085,ocean,2026-08-03,2026-08-18,14,15,4807.34,161
SHP002492,SUP0026,WH0001,PRD0145,ocean,2026-03-28,2026-04-08,9,11,4429.38,250
SHP002493,SUP0021,WH0005,PRD0025,rail,2026-07-03,2026-07-05,5,2,4481.05,187
SHP002494,SUP0022,WH0003,PRD0136,air,2026-08-25,2026-08-28,3,3,19665.13,79
SHP002495,SUP0023,WH0006,PRD0011,air,2026-05-26,2026-05-31,6,5,114775.56,171
SHP002496,SUP0022,WH0002,PRD0059,ocean,2024-12-05,2024-12-18,14,13,18442.21,611
SHP002497,SUP0027,WH0010,PRD0055,ocean,2026-05-25,2026-06-19,23,25,18113.31,337
SHP002498,SUP0002,WH0003,PRD0146,road,2025-03-04,2025-03-05,1,1,3331.8,499
SHP002499,SUP0027,WH0007,PRD0122,air,2026-02-02,2026-02-07,4,5,101825.65,237
SHP002500,SUP0008,WH0007,PRD0070,ocean,2026-04-28,2026-05-11,15,13,4433.84,137
SHP002501,SUP0003,WH0009,PRD0012,ocean,2026-03-10,2026-04-01,24,22,47140.06,819
SHP002502,SUP0005,WH0003,PRD0020,air,2026-01-07,2026-01-11,4,4,276314.58,680
SHP002503,SUP0026,WH0010,PRD0072,air,2025-08-25,2025-08-27,2,2,13165.32,105
SHP002504,SUP0028,WH0003,PRD0140,rail,2025-10-28,2025-10-29,2,1,1597.7,360
SHP002505,SUP0029,WH0009,PRD0145,road,2025-03-18,2025-03-19,1,1,876.14,81
SHP002506,SUP0023,WH0001,PRD0009,ocean,2025-07-01,2025-07-26,27,25,14604.49,224
SHP002507,SUP0029,WH0005,PRD0046,rail,2025-07-29,2025-08-05,8,7,14245.58,327
SHP002508,SUP0022,WH0005,PRD0081,ocean,2025-12-08,2025-12-16,6,8,3163.99,339
SHP002509,SUP0025,WH0003,PRD0005,ocean,2026-06-04,2026-06-20,20,16,14290.53,308
SHP002510,SUP0036,WH0004,PRD0054,ocean,2024-11-10,2024-11-26,19,16,14406.16,339
SHP002511,SUP0032,WH0004,PRD0037,ocean,2025-09-13,2025-09-30,15,17,2394.55,72
SHP002512,SUP0014,WH0004,PRD0102,ocean,2025-03-24,2025-04-23,31,30,21140.88,278
SHP002513,SUP0038,WH0009,PRD0020,air,2026-07-15,2026-07-18,4,3,176594.77,430
SHP002514,SUP0027,WH0010,PRD0077,ocean,2025-05-29,2025-06-24,23,26,22843.19,425
SHP002515,SUP0007,WH0007,PRD0042,ocean,2026-07-25,2026-08-16,22,22,9715.03,190
SHP002516,SUP0028,WH0003,PRD0145,rail,2025-04-29,2025-05-02,2,3,452.68,102
SHP002517,SUP0010,WH0008,PRD0062,ocean,2024-09-05,2024-09-27,23,22,6026.59,112
SHP002518,SUP0020,WH0004,PRD0146,rail,2026-03-20,2026-03-23,4,3,3106.79,173
SHP002519,SUP0016,WH0007,PRD0100,ocean,2026-02-17,2026-03-12,24,23,6768.81,118
SHP002520,SUP0022,WH0004,PRD0139,ocean,2026-02-16,2026-02-24,7,8,1479.58,151
SHP002521,SUP0030,WH0004,PRD0085,ocean,2025-08-02,2025-08-20,18,18,2198.2,53
SHP002522,SUP0019,WH0009,PRD0099,road,2025-12-30,2025-12-31,1,1,189.9,211
SHP002523,SUP0008,WH0006,PRD0036,ocean,2025-05-22,2025-06-23,30,32,8724.42,118
SHP002524,SUP0040,WH0010,PRD0021,rail,2024-10-19,2024-10-22,4,3,5807.83,297
SHP002525,SUP0005,WH0002,PRD0129,air,2025-09-26,2025-10-03,7,7,114265.61,161
SHP002526,SUP0003,WH0002,PRD0089,road,2025-02-09,2025-02-10,1,1,2124.75,91
SHP002527,SUP0014,WH0007,PRD0014,ocean,2025-07-12,2025-07-31,20,19,6029.98,130
SHP002528,SUP0029,WH0010,PRD0026,rail,2025-02-04,2025-02-05,1,1,278.5,557
SHP002529,SUP0005,WH0004,PRD0112,ocean,2025-03-17,2025-04-16,34,30,40577.26,473
SHP002530,SUP0016,WH0007,PRD0060,ocean,2026-04-28,2026-05-21,24,23,3269.68,57
SHP002531,SUP0027,WH0004,PRD0020,air,2025-05-07,2025-05-08,3,1,82502.76,315
SHP002532,SUP0034,WH0007,PRD0088,ocean,2025-10-28,2025-11-13,18,16,12014.25,302
SHP002533,SUP0016,WH0001,PRD0102,ocean,2025-10-20,2025-11-15,24,26,3928.24,67
SHP002534,SUP0037,WH0001,PRD0084,ocean,2025-08-22,2025-09-13,20,22,12471.27,270
SHP002535,SUP0020,WH0009,PRD0008,ocean,2025-05-11,2025-05-27,15,16,24486.87,734
SHP002536,SUP0012,WH0003,PRD0070,ocean,2026-01-12,2026-02-06,23,25,10752.7,194
SHP002537,SUP0031,WH0006,PRD0116,ocean,2024-10-09,2024-10-29,19,20,12961.99,296
SHP002538,SUP0020,WH0005,PRD0126,rail,2024-11-15,2024-11-17,4,2,1888.11,107
SHP002539,SUP0009,WH0010,PRD0059,ocean,2026-03-27,2026-04-15,21,19,3556.57,73
SHP002540,SUP0037,WH0005,PRD0092,air,2025-08-03,2025-08-07,5,4,154713.04,281
SHP002541,SUP0032,WH0009,PRD0142,ocean,2024-12-03,2024-12-24,23,21,17163.3,307
SHP002542,SUP0024,WH0002,PRD0097,ocean,2026-05-19,2026-06-25,38,37,35511.4,373
SHP002543,SUP0005,WH0009,PRD0111,air,2025-07-21,2025-07-24,4,3,20380.28,48
SHP002544,SUP0010,WH0005,PRD0048,rail,2024-09-04,2024-09-10,5,6,4469.13,173
SHP002545,SUP0012,WH0009,PRD0150,ocean,2026-07-31,2026-08-22,23,22,7626.21,141
SHP002546,SUP0016,WH0008,PRD0098,ocean,2025-01-28,2025-02-27,29,30,4154.72,59
SHP002547,SUP0016,WH0009,PRD0022,ocean,2026-01-16,2026-02-05,24,20,9087.29,156
SHP002548,SUP0004,WH0010,PRD0076,ocean,2024-12-08,2024-12-31,25,23,7459.67,125
SHP002549,SUP0010,WH0006,PRD0064,air,2025-12-19,2025-12-24,5,5,146599.45,301
SHP002550,SUP0026,WH0008,PRD0019,air,2024-12-28,2024-12-31,4,3,80378.79,204
SHP002551,SUP0018,WH0002,PRD0022,ocean,2026-07-13,2026-07-20,8,7,2760.64,199
SHP002552,SUP0024,WH0008,PRD0069,air,2025-03-21,2025-03-26,5,5,63268.14,121
SHP002553,SUP0021,WH0007,PRD0040,ocean,2025-12-23,2026-01-10,18,18,6657.48,167
SHP002554,SUP0031,WH0002,PRD0098,ocean,2025-03-04,2025-04-14,41,41,28633.41,277
SHP002555,SUP0022,WH0007,PRD0040,ocean,2025-05-31,2025-06-10,14,10,6073.43,196
SHP002556,SUP0022,WH0005,PRD0100,ocean,2026-06-22,2026-06-29,6,7,2043.99,219
SHP002557,SUP0011,WH0006,PRD0082,air,2025-01-02,2025-01-08,6,6,43316.51,65
SHP002558,SUP0031,WH0005,PRD0093,ocean,2025-06-18,2025-07-19,30,31,22989.8,311
SHP002559,SUP0021,WH0001,PRD0028,ocean,2025-04-13,2025-05-02,17,19,18355.87,472
SHP002560,SUP0004,WH0003,PRD0024,ocean,2026-01-24,2026-02-16,23,23,12651.55,231
SHP002561,SUP0031,WH0008,PRD0002,ocean,2025-02-20,2025-04-04,42,43,48698.96,463
SHP002562,SUP0003,WH0006,PRD0079,air,2025-12-23,2025-12-29,6,6,30878.16,50
SHP002563,SUP0034,WH0003,PRD0114,ocean,2026-01-27,2026-02-14,18,18,16876.42,402
SHP002564,SUP0023,WH0003,PRD0093,ocean,2024-09-04,2024-09-29,28,25,16660.03,244
SHP002565,SUP0020,WH0001,PRD0070,ocean,2025-08-16,2025-08-29,15,13,2855.99,87
SHP002566,SUP0005,WH0010,PRD0027,ocean,2024-12-09,2024-12-31,25,22,9354.39,159
SHP002567,SUP0038,WH0003,PRD0034,ocean,2025-02-15,2025-03-10,23,23,11857.53,213
SHP002568,SUP0016,WH0007,PRD0023,air,2026-01-10,2026-01-13,4,3,18499.5,43
SHP002569,SUP0016,WH0010,PRD0048,ocean,2024-09-10,2024-10-05,25,25,11503.48,190
SHP002570,SUP0036,WH0001,PRD0111,air,2026-01-22,2026-01-25,4,3,56571.44,146
SHP002571,SUP0019,WH0009,PRD0115,rail,2026-04-20,2026-04-21,1,1,106.0,212
SHP002572,SUP0039,WH0003,PRD0143,air,2026-08-22,2026-08-25,4,3,433486.8,1071
SHP002573,SUP0025,WH0010,PRD0143,air,2025-07-07,2025-07-09,3,2,71310.64,235
SHP002574,SUP0001,WH0007,PRD0132,ocean,2024-12-08,2024-12-30,22,22,11555.04,222
SHP002575,SUP0001,WH0002,PRD0105,rail,2024-10-25,2024-11-02,8,8,13135.64,289
SHP002576,SUP0001,WH0010,PRD0027,ocean,2025-06-09,2025-06-28,21,19,11919.48,241
SHP002577,SUP0038,WH0002,PRD0007,ocean,2026-02-16,2026-03-11,24,23,14648.57,260
SHP002578,SUP0037,WH0009,PRD0023,ocean,2024-11-17,2024-12-03,20,16,5641.54,123
SHP002579,SUP0003,WH0009,PRD0091,ocean,2025-04-19,2025-05-12,24,23,38276.12,665
SHP002580,SUP0001,WH0004,PRD0142,ocean,2026-06-05,2026-06-23,19,18,12935.42,297
SHP002581,SUP0025,WH0005,PRD0024,ocean,2024-12-12,2024-12-26,11,14,3634.95,169
SHP002582,SUP0009,WH0006,PRD0084,rail,2026-03-19,2026-03-21,1,2,355.74,250
SHP002583,SUP0032,WH0005,PRD0099,ocean,2026-03-04,2026-03-19,15,15,13367.9,398
SHP002584,SUP0029,WH0009,PRD0004,road,2024-12-09,2024-12-10,1,1,6046.45,559
SHP002585,SUP0030,WH0002,PRD0075,road,2026-08-25,2026-08-26,1,1,1780.79,85
SHP002586,SUP0002,WH0004,PRD0106,rail,2024-12-16,2024-12-25,9,9,17165.88,341
SHP002587,SUP0011,WH0003,PRD0100,air,2025-09-24,2025-09-29,5,5,272211.74,535
SHP002588,SUP0021,WH0001,PRD0022,air,2024-09-10,2024-09-12,3,2,74376.27,255
SHP002589,SUP0006,WH0010,PRD0144,ocean,2025-12-19,2026-01-06,18,18,6080.75,150
SHP002590,SUP0012,WH0007,PRD0063,ocean,2025-07-20,2025-08-10,23,21,1980.33,37
SHP002591,SUP0032,WH0010,PRD0147,ocean,2026-02-10,2026-03-02,22,20,4828.09,92
SHP002592,SUP0007,WH0002,PRD0134,air,2025-12-03,2025-12-05,3,2,19664.8,99
SHP002593,SUP0007,WH0009,PRD0044,ocean,2024-12-22,2025-01-13,22,22,10721.87,208
SHP002594,SUP0014,WH0003,PRD0098,ocean,2025-06-29,2025-07-19,20,20,6349.19,141
SHP002595,SUP0040,WH0010,PRD0044,ocean,2026-01-15,2026-01-21,7,6,1032.5,88
SHP002596,SUP0027,WH0005,PRD0036,air,2026-05-21,2026-05-24,3,3,26695.83,101
SHP002597,SUP0034,WH0005,PRD0069,ocean,2024-11-05,2024-11-13,8,8,1333.04,93
SHP002598,SUP0018,WH0010,PRD0078,ocean,2024-11-15,2024-12-09,24,24,2482.09,43
SHP002599,SUP0024,WH0008,PRD0069,ocean,2026-03-04,2026-04-02,29,29,31372.63,450
SHP002600,SUP0028,WH0002,PRD0127,ocean,2025-11-06,2025-12-02,25,26,9070.8,150
SHP002601,SUP0027,WH0002,PRD0038,road,2025-06-09,2025-06-10,1,1,6901.29,297
SHP002602,SUP0031,WH0004,PRD0017,ocean,2026-08-04,2026-09-03,30,30,27125.13,366
SHP002603,SUP0010,WH0002,PRD0043,ocean,2025-04-20,2025-05-11,22,21,4959.38,98
SHP002604,SUP0009,WH0005,PRD0112,ocean,2024-12-14,2025-01-12,30,29,1932.79,26
SHP002605,SUP0035,WH0005,PRD0071,ocean,2025-03-24,2025-04-24,30,31,3222.16,44
SHP002606,SUP0001,WH0008,PRD0108,road,2024-11-04,2024-11-05,1,1,2310.38,503
SHP002607,SUP0025,WH0008,PRD0077,rail,2025-10-10,2025-10-15,7,5,3829.07,100
SHP002608,SUP0034,WH0004,PRD0124,ocean,2025-11-13,2025-11-20,8,7,5164.03,367
SHP002609,SUP0023,WH0002,PRD0020,road,2025-11-19,2025-11-20,1,1,2898.38,162
SHP002610,SUP0002,WH0004,PRD0093,air,2026-03-23,2026-03-25,3,2,31940.63,141
SHP002611,SUP0019,WH0002,PRD0065,ocean,2026-01-18,2026-02-13,25,26,4354.82,72
SHP002612,SUP0034,WH0008,PRD0064,rail,2026-05-12,2026-05-20,8,8,12522.99,252
SHP002613,SUP0031,WH0004,PRD0127,ocean,2025-12-26,2026-01-25,30,30,87452.62,1180
SHP002614,SUP0022,WH0002,PRD0051,rail,2025-04-10,2025-04-17,9,7,11972.85,238
SHP002615,SUP0040,WH0003,PRD0118,air,2025-09-14,2025-09-15,2,1,16527.59,131
SHP002616,SUP0020,WH0006,PRD0028,ocean,2025-09-08,2025-10-07,30,29,28414.75,380
SHP002617,SUP0032,WH0004,PRD0035,air,2026-02-28,2026-03-03,3,3,73333.17,294
SHP002618,SUP0022,WH0006,PRD0078,ocean,2025-04-06,2025-05-08,30,32,37940.82,523
SHP002619,SUP0034,WH0009,PRD0002,ocean,2024-10-13,2024-10-30,17,17,944.12,24
SHP002620,SUP0036,WH0006,PRD0102,ocean,2026-06-17,2026-07-12,26,25,18367.99,287
SHP002621,SUP0005,WH0010,PRD0086,air,2026-07-29,2026-08-01,4,3,8383.65,19
SHP002622,SUP0005,WH0003,PRD0098,ocean,2025-08-29,2025-09-19,23,21,5688.83,105
SHP002623,SUP0031,WH0005,PRD0085,air,2024-11-24,2024-11-28,5,4,209015.0,377
SHP002624,SUP0028,WH0010,PRD0113,road,2025-09-01,2025-09-02,1,1,1304.46,130
SHP002625,SUP0040,WH0010,PRD0086,ocean,2025-11-09,2025-11-16,7,7,3027.11,258
SHP002626,SUP0017,WH0001,PRD0111,ocean,2025-09-22,2025-10-04,14,12,3959.55,136
SHP002627,SUP0028,WH0003,PRD0035,road,2026-08-14,2026-08-16,1,2,3219.37,403
SHP002628,SUP0038,WH0008,PRD0077,ocean,2026-08-21,2026-09-22,32,32,9955.63,126
SHP002629,SUP0034,WH0002,PRD0083,air,2026-07-14,2026-07-15,2,1,121931.32,752
SHP002630,SUP0033,WH0007,PRD0052,ocean,2024-12-08,2024-12-28,19,20,4890.85,113
SHP002631,SUP0025,WH0005,PRD0123,ocean,2026-05-21,2026-05-30,11,9,8840.02,411
SHP002632,SUP0027,WH0003,PRD0081,air,2025-10-21,2025-10-25,4,4,33079.43,74
SHP002633,SUP0028,WH0009,PRD0046,road,2025-05-27,2025-05-28,1,1,646.01,193
SHP002634,SUP0013,WH0009,PRD0102,road,2026-01-12,2026-01-13,1,1,1874.69,1011
SHP002635,SUP0009,WH0008,PRD0082,ocean,2026-03-11,2026-04-06,26,26,2280.74,36
SHP002636,SUP0008,WH0002,PRD0075,ocean,2026-07-28,2026-08-08,14,11,2545.3,88
SHP002637,SUP0034,WH0006,PRD0126,ocean,2026-03-17,2026-04-18,32,32,7980.79,100
SHP002638,SUP0018,WH0001,PRD0148,ocean,2024-09-16,2024-10-12,25,26,5026.77,83
SHP002639,SUP0013,WH0007,PRD0063,road,2024-10-23,2024-10-24,1,1,877.84,171
SHP002640,SUP0001,WH0004,PRD0084,ocean,2025-03-13,2025-03-30,19,17,8231.63,189
SHP002641,SUP0036,WH0009,PRD0097,ocean,2024-10-02,2024-10-23,22,21,24725.13,474
SHP002642,SUP0037,WH0010,PRD0072,ocean,2024-10-17,2024-11-07,21,21,4019.15,84
SHP002643,SUP0022,WH0003,PRD0101,ocean,2026-03-31,2026-04-14,15,14,7335.01,221
SHP002644,SUP0021,WH0008,PRD0094,air,2025-09-06,2025-09-08,3,2,31097.64,139
SHP002645,SUP0030,WH0008,PRD0030,rail,2025-12-04,2025-12-10,7,6,6708.27,157
SHP002646,SUP0002,WH0006,PRD0145,air,2025-09-02,2025-09-04,4,2,42731.06,121
SHP002647,SUP0009,WH0005,PRD0052,ocean,2025-07-02,2025-07-31,30,29,5277.99,71
SHP002648,SUP0018,WH0002,PRD0140,rail,2026-01-26,2026-01-30,4,4,4277.37,185
SHP002649,SUP0004,WH0003,PRD0047,ocean,2024-11-02,2024-11-25,23,23,15006.6,274
SHP002650,SUP0024,WH0008,PRD0141,ocean,2025-09-28,2025-10-25,29,27,11503.3,165
