signal_id,supplier_node_id,month,country_risk_index,currency_volatility,sanctions_flag
RSK000516,SUP0022,2025-09,71.8,0.168,False
RSK000517,SUP0022,2025-10,67.8,0.239,False
RSK000518,SUP0022,2025-11,67.5,0.211,False
RSK000519,SUP0022,2025-12,72.9,0.192,False
RSK000520,SUP0022,2026-01,65.6,0.248,False
RSK000521,SUP0022,2026-02,71.1,0.196,False
RSK000522,SUP0022,2026-03,60.7,0.231,False
RSK000523,SUP0022,2026-04,62.2,0.277,False
RSK000524,SUP0022,2026-05,62.4,0.24,False
RSK000525,SUP0022,2026-06,63.9,0.233,False
RSK000526,SUP0022,2026-07,68.5,0.295,False
RSK000527,SUP0022,2026-08,70.9,0.22,False
RSK000528,SUP0022,2026-09,62.7,0.289,False
RSK000529,SUP0023,2024-10,53.5,0.084,False
RSK000530,SUP0023,2024-11,37.4,0.068,False
RSK000531,SUP0023,2024-12,41.9,0.131,False
RSK000532,SUP0023,2025-01,46.0,0.111,False
RSK000533,SUP0023,2025-02,41.7,0.084,False
RSK000534,SUP0023,2025-03,47.3,0.198,False
RSK000535,SUP0023,2025-04,42.4,0.111,False
RSK000536,SUP0023,2025-05,49.4,0.119,False
RSK000537,SUP0023,2025-06,39.7,0.13,False
RSK000538,SUP0023,2025-07,45.4,0.087,False
RSK000539,SUP0023,2025-08,43.5,0.137,False
RSK000540,SUP0023,2025-09,51.1,0.166,False
RSK000541,SUP0023,2025-10,38.8,0.139,False
RSK000542,SUP0023,2025-11,40.9,0.171,False
RSK000543,SUP0023,2025-12,40.5,0.107,False
RSK000544,SUP0023,2026-01,46.1,0.088,False
RSK000545,SUP0023,2026-02,38.2,0.175,False
RSK000546,SUP0023,2026-03,43.8,0.167,False
RSK000547,SUP0023,2026-04,40.4,0.095,False
RSK000548,SUP0023,2026-05,49.6,0.122,False
RSK000549,SUP0023,2026-06,41.7,0.109,False
RSK000550,SUP0023,2026-07,42.4,0.098,False
RSK000551,SUP0023,2026-08,38.4,0.155,False
RSK000552,SUP0023,2026-09,42.5,0.162,False
RSK000553,SUP0024,2024-10,36.3,0.12,False
RSK000554,SUP0024,2024-11,43.5,0.091,False
RSK000555,SUP0024,2024-12,36.6,0.154,False
RSK000556,SUP0024,2025-01,38.1,0.153,False
RSK000557,SUP0024,2025-02,40.6,0.136,False
RSK000558,SUP0024,2025-03,36.8,0.066,False
RSK000559,SUP0024,2025-04,41.3,0.12,False
RSK000560,SUP0024,2025-05,42.4,0.158,False
RSK000561,SUP0024,2025-06,44.7,0.095,False
RSK000562,SUP0024,2025-07,47.4,0.16,False
RSK000563,SUP0024,2025-08,43.7,0.129,False
RSK000564,SUP0024,2025-09,40.5,0.098,False
RSK000565,SUP0024,2025-10,42.0,0.074,True
RSK000566,SUP0024,2025-11,39.7,0.099,False
RSK000567,SUP0024,2025-12,35.5,0.104,False
RSK000568,SUP0024,2026-01,39.6,0.135,False
RSK000569,SUP0024,2026-02,45.6,0.146,False
RSK000570,SUP0024,2026-03,46.4,0.127,False
RSK000571,SUP0024,2026-04,38.9,0.09,False
RSK000572,SUP0024,2026-05,46.9,0.103,False
RSK000573,SUP0024,2026-06,50.7,0.146,False
RSK000574,SUP0024,2026-07,39.6,0.108,False
RSK000575,SUP0024,2026-08,36.6,0.135,False
RSK000576,SUP0024,2026-09,42.8,0.115,False
RSK000577,SUP0025,2024-10,58.4,0.189,False
RSK000578,SUP0025,2024-11,54.9,0.095,False
RSK000579,SUP0025,2024-12,52.7,0.161,False
RSK000580,SUP0025,2025-01,51.2,0.185,False
RSK000581,SUP0025,2025-02,55.9,0.196,False
RSK000582,SUP0025,2025-03,57.8,0.174,False
RSK000583,SUP0025,2025-04,60.5,0.15,False
RSK000584,SUP0025,2025-05,58.4,0.152,True
RSK000585,SUP0025,2025-06,55.6,0.142,False
RSK000586,SUP0025,2025-07,60.2,0.19,False
RSK000587,SUP0025,2025-08,57.3,0.091,False
RSK000588,SUP0025,2025-09,59.9,0.131,False
RSK000589,SUP0025,2025-10,59.3,0.144,False
RSK000590,SUP0025,2025-11,50.8,0.155,False
RSK000591,SUP0025,2025-12,59.7,0.171,False
RSK000592,SUP0025,2026-01,54.5,0.182,False
RSK000593,SUP0025,2026-02,54.6,0.152,False
RSK000594,SUP0025,2026-03,55.2,0.185,False
RSK000595,SUP0025,2026-04,55.5,0.128,False
RSK000596,SUP0025,2026-05,57.4,0.148,False
RSK000597,SUP0025,2026-06,49.8,0.13,False
RSK000598,SUP0025,2026-07,58.0,0.176,False
RSK000599,SUP0025,2026-08,60.4,0.137,False
RSK000600,SUP0025,2026-09,58.2,0.169,False
RSK000601,SUP0026,2024-10,55.4,0.184,False
RSK000602,SUP0026,2024-11,50.6,0.137,True
RSK000603,SUP0026,2024-12,51.0,0.167,False
RSK000604,SUP0026,2025-01,52.7,0.175,False
RSK000605,SUP0026,2025-02,47.0,0.221,False
RSK000606,SUP0026,2025-03,54.1,0.217,False
RSK000607,SUP0026,2025-04,49.6,0.228,False
RSK000608,SUP0026,2025-05,47.3,0.234,False
RSK000609,SUP0026,2025-06,51.7,0.236,True
RSK000610,SUP0026,2025-07,50.7,0.178,False
RSK000611,SUP0026,2025-08,49.2,0.169,False
RSK000612,SUP0026,2025-09,55.0,0.272,True
RSK000613,SUP0026,2025-10,54.7,0.181,False
RSK000614,SUP0026,2025-11,50.5,0.132,False
RSK000615,SUP0026,2025-12,53.0,0.23,False
RSK000616,SUP0026,2026-01,59.1,0.246,False
RSK000617,SUP0026,2026-02,47.5,0.174,False
RSK000618,SUP0026,2026-03,58.3,0.131,False
RSK000619,SUP0026,2026-04,43.7,0.19,False
RSK000620,SUP0026,2026-05,58.0,0.147,False
RSK000621,SUP0026,2026-06,55.2,0.159,False
RSK000622,SUP0026,2026-07,55.5,0.15,False
RSK000623,SUP0026,2026-08,55.6,0.192,False
RSK000624,SUP0026,2026-09,47.0,0.24,False
RSK000625,SUP0027,2024-10,42.1,0.104,False
RSK000626,SUP0027,2024-11,43.3,0.078,False
RSK000627,SUP0027,2024-12,36.8,0.069,False
RSK000628,SUP0027,2025-01,40.8,0.109,False
RSK000629,SUP0027,2025-02,38.7,0.111,False
RSK000630,SUP0027,2025-03,42.9,0.121,False
RSK000631,SUP0027,2025-04,45.6,0.114,False
RSK000632,SUP0027,2025-05,50.8,0.085,False
RSK000633,SUP0027,2025-06,41.0,0.085,False
RSK000634,SUP0027,2025-07,41.2,0.137,False
RSK000635,SUP0027,2025-08,43.3,0.08,False
RSK000636,SUP0027,2025-09,43.0,0.098,False
RSK000637,SUP0027,2025-10,39.8,0.095,False
RSK000638,SUP0027,2025-11,46.0,0.092,False
RSK000639,SUP0027,2025-12,40.4,0.101,False
RSK000640,SUP0027,2026-01,50.8,0.144,False
RSK000641,SUP0027,2026-02,36.4,0.114,False
RSK000642,SUP0027,2026-03,50.1,0.107,False
RSK000643,SUP0027,2026-04,44.1,0.121,False
RSK000644,SUP0027,2026-05,34.1,0.127,False
RSK000645,SUP0027,2026-06,45.3,0.113,False
RSK000646,SUP0027,2026-07,38.7,0.169,False
RSK000647,SUP0027,2026-08,41.5,0.092,False
RSK000648,SUP0027,2026-09,49.7,0.112,False
RSK000649,SUP0028,2024-10,7.8,0.026,False
RSK000650,SUP0028,2024-11,13.1,0.045,False
RSK000651,SUP0028,2024-12,13.6,0.054,False
RSK000652,SUP0028,2025-01,18.0,0.037,False
RSK000653,SUP0028,2025-02,10.9,0.052,False
RSK000654,SUP0028,2025-03,8.1,0.049,False
RSK000655,SUP0028,2025-04,18.1,0.048,False
RSK000656,SUP0028,2025-05,9.2,0.033,False
RSK000657,SUP0028,2025-06,16.0,0.04,False
RSK000658,SUP0028,2025-07,11.7,0.049,False
RSK000659,SUP0028,2025-08,6.2,0.044,False
RSK000660,SUP0028,2025-09,10.6,0.029,False
RSK000661,SUP0028,2025-10,17.4,0.041,False
RSK000662,SUP0028,2025-11,10.2,0.038,False
RSK000663,SUP0028,2025-12,12.8,0.038,False
RSK000664,SUP0028,2026-01,7.8,0.043,False
RSK000665,SUP0028,2026-02,11.9,0.044,False
RSK000666,SUP0028,2026-03,10.0,0.031,False
RSK000667,SUP0028,2026-04,15.3,0.044,False
RSK000668,SUP0028,2026-05,10.7,0.057,False
RSK000669,SUP0028,2026-06,5.0,0.044,False
RSK000670,SUP0028,2026-07,6.5,0.039,False
RSK000671,SUP0028,2026-08,11.0,0.039,False
RSK000672,SUP0028,2026-09,11.6,0.034,False
RSK000673,SUP0029,2024-10,26.3,0.098,False
RSK000674,SUP0029,2024-11,26.7,0.077,False
RSK000675,SUP0029,2024-12,28.0,0.068,False
RSK000676,SUP0029,2025-01,26.0,0.071,False
RSK000677,SUP0029,2025-02,35.3,0.104,False
RSK000678,SUP0029,2025-03,34.8,0.098,False
RSK000679,SUP0029,2025-04,32.9,0.089,False
RSK000680,SUP0029,2025-05,31.5,0.116,False
RSK000681,SUP0029,2025-06,37.4,0.081,False
RSK000682,SUP0029,2025-07,29.4,0.061,False
RSK000683,SUP0029,2025-08,21.0,0.107,False
RSK000684,SUP0029,2025-09,23.0,0.099,False
RSK000685,SUP0029,2025-10,24.9,0.097,False
RSK000686,SUP0029,2025-11,33.3,0.083,False
RSK000687,SUP0029,2025-12,31.6,0.11,False
RSK000688,SUP0029,2026-01,24.5,0.124,False
RSK000689,SUP0029,2026-02,28.9,0.099,False
RSK000690,SUP0029,2026-03,25.5,0.071,False
RSK000691,SUP0029,2026-04,25.4,0.106,False
RSK000692,SUP0029,2026-05,32.2,0.1,False
RSK000693,SUP0029,2026-06,31.2,0.069,False
RSK000694,SUP0029,2026-07,33.1,0.069,False
RSK000695,SUP0029,2026-08,30.1,0.104,False
RSK000696,SUP0029,2026-09,29.6,0.08,False
RSK000697,SUP0030,2024-10,38.5,0.203,False
RSK000698,SUP0030,2024-11,43.3,0.121,False
RSK000699,SUP0030,2024-12,52.3,0.088,False
RSK000700,SUP0030,2025-01,45.4,0.105,False
RSK000701,SUP0030,2025-02,42.5,0.145,False
RSK000702,SUP0030,2025-03,40.8,0.134,False
RSK000703,SUP0030,2025-04,46.1,0.13,False
RSK000704,SUP0030,2025-05,42.5,0.107,False
RSK000705,SUP0030,2025-06,45.1,0.133,False
RSK000706,SUP0030,2025-07,40.8,0.11,False
RSK000707,SUP0030,2025-08,50.9,0.121,False
RSK000708,SUP0030,2025-09,51.5,0.169,False
RSK000709,SUP0030,2025-10,43.6,0.129,False
RSK000710,SUP0030,2025-11,43.6,0.119,False
RSK000711,SUP0030,2025-12,45.0,0.12,False
RSK000712,SUP0030,2026-01,46.9,0.11,False
RSK000713,SUP0030,2026-02,46.1,0.114,False
RSK000714,SUP0030,2026-03,47.6,0.162,False
RSK000715,SUP0030,2026-04,40.3,0.105,False
RSK000716,SUP0030,2026-05,45.1,0.154,False
RSK000717,SUP0030,2026-06,46.4,0.117,False
RSK000718,SUP0030,2026-07,46.0,0.128,False
RSK000719,SUP0030,2026-08,44.1,0.111,False
RSK000720,SUP0030,2026-09,44.0,0.125,False
RSK000721,SUP0031,2024-10,51.3,0.176,False
RSK000722,SUP0031,2024-11,51.0,0.182,False
RSK000723,SUP0031,2024-12,46.0,0.195,False
RSK000724,SUP0031,2025-01,48.5,0.119,False
RSK000725,SUP0031,2025-02,52.6,0.184,True
RSK000726,SUP0031,2025-03,56.8,0.127,False
RSK000727,SUP0031,2025-04,48.3,0.146,False
RSK000728,SUP0031,2025-05,54.2,0.097,False
RSK000729,SUP0031,2025-06,58.4,0.153,False
RSK000730,SUP0031,2025-07,49.7,0.135,False
RSK000731,SUP0031,2025-08,52.3,0.222,False
RSK000732,SUP0031,2025-09,52.9,0.206,False
RSK000733,SUP0031,2025-10,52.6,0.157,False
RSK000734,SUP0031,2025-11,42.3,0.216,False
RSK000735,SUP0031,2025-12,56.1,0.179,False
RSK000736,SUP0031,2026-01,52.2,0.174,False
RSK000737,SUP0031,2026-02,56.9,0.203,False
RSK000738,SUP0031,2026-03,50.1,0.162,False
RSK000739,SUP0031,2026-04,57.9,0.196,False
RSK000740,SUP0031,2026-05,49.6,0.172,False
RSK000741,SUP0031,2026-06,56.3,0.225,False
RSK000742,SUP0031,2026-07,51.5,0.173,False
RSK000743,SUP0031,2026-08,46.9,0.131,False
RSK000744,SUP0031,2026-09,53.1,0.104,False
RSK000745,SUP0032,2024-10,48.3,0.12,False
RSK000746,SUP0032,2024-11,40.7,0.134,False
RSK000747,SUP0032,2024-12,44.4,0.126,False
RSK000748,SUP0032,2025-01,43.6,0.093,False
RSK000749,SUP0032,2025-02,39.9,0.131,False
RSK000750,SUP0032,2025-03,37.8,0.155,False
RSK000751,SUP0032,2025-04,41.7,0.115,False
RSK000752,SUP0032,2025-05,45.5,0.1,False
RSK000753,SUP0032,2025-06,48.1,0.104,False
RSK000754,SUP0032,2025-07,48.1,0.138,False
RSK000755,SUP0032,2025-08,41.6,0.113,False
RSK000756,SUP0032,2025-09,46.6,0.066,False
RSK000757,SUP0032,2025-10,40.1,0.115,False
RSK000758,SUP0032,2025-11,38.3,0.125,False
RSK000759,SUP0032,2025-12,44.4,0.125,False
RSK000760,SUP0032,2026-01,40.8,0.113,False
RSK000761,SUP0032,2026-02,38.1,0.121,False
RSK000762,SUP0032,2026-03,41.0,0.113,False
RSK000763,SUP0032,2026-04,37.6,0.061,False
RSK000764,SUP0032,2026-05,38.6,0.153,False
RSK000765,SUP0032,2026-06,52.6,0.122,False
RSK000766,SUP0032,2026-07,48.4,0.142,False
RSK000767,SUP0032,2026-08,35.0,0.121,False
RSK000768,SUP0032,2026-09,39.9,0.113,False
RSK000769,SUP0033,2024-10,25.0,0.07,False
RSK000770,SUP0033,2024-11,24.5,0.075,False
RSK000771,SUP0033,2024-12,25.4,0.093,False
RSK000772,SUP0033,2025-01,15.2,0.078,False
RSK000773,SUP0033,2025-02,25.4,0.095,False
RSK000774,SUP0033,2025-03,24.1,0.066,False
RSK000775,SUP0033,2025-04,27.0,0.097,False
RSK000776,SUP0033,2025-05,19.2,0.119,False
RSK000777,SUP0033,2025-06,22.5,0.079,False
RSK000778,SUP0033,2025-07,29.2,0.09,False
RSK000779,SUP0033,2025-08,25.7,0.065,False
RSK000780,SUP0033,2025-09,33.2,0.097,False
RSK000781,SUP0033,2025-10,33.2,0.07,False
RSK000782,SUP0033,2025-11,28.4,0.093,False
RSK000783,SUP0033,2025-12,27.4,0.069,False
RSK000784,SUP0033,2026-01,37.4,0.079,False
RSK000785,SUP0033,2026-02,26.6,0.078,False
RSK000786,SUP0033,2026-03,29.2,0.084,False
RSK000787,SUP0033,2026-04,23.3,0.096,False
RSK000788,SUP0033,2026-05,33.9,0.091,False
RSK000789,SUP0033,2026-06,30.1,0.078,False
RSK000790,SUP0033,2026-07,25.3,0.053,False
RSK000791,SUP0033,2026-08,32.7,0.074,False
RSK000792,SUP0033,2026-09,32.7,0.07,False
RSK000793,SUP0034,2024-10,42.3,0.139,False
RSK000794,SUP0034,2024-11,41.3,0.139,False
RSK000795,SUP0034,2024-12,43.4,0.095,False
RSK000796,SUP0034,2025-01,37.1,0.072,False
RSK000797,SUP0034,2025-02,36.4,0.071,False
RSK000798,SUP0034,2025-03,34.5,0.083,False
RSK000799,SUP0034,2025-04,42.9,0.092,False
RSK000800,SUP0034,2025-05,43.8,0.142,False
RSK000801,SUP0034,2025-06,32.6,0.09,False
RSK000802,SUP0034,2025-07,39.6,0.122,False
RSK000803,SUP0034,2025-08,36.6,0.094,False
RSK000804,SUP0034,2025-09,42.8,0.085,False
RSK000805,SUP0034,2025-10,35.3,0.11,False
RSK000806,SUP0034,2025-11,38.9,0.092,False
RSK000807,SUP0034,2025-12,37.5,0.085,False
RSK000808,SUP0034,2026-01,37.3,0.061,False
RSK000809,SUP0034,2026-02,30.3,0.081,False
RSK000810,SUP0034,2026-03,34.4,0.098,False
RSK000811,SUP0034,2026-04,35.9,0.093,False
RSK000812,SUP0034,2026-05,37.9,0.098,False
RSK000813,SUP0034,2026-06,37.1,0.062,False
RSK000814,SUP0034,2026-07,42.8,0.102,False
RSK000815,SUP0034,2026-08,37.4,0.107,False
RSK000816,SUP0034,2026-09,38.7,0.082,False
RSK000817,SUP0035,2024-10,47.9,0.133,False
RSK000818,SUP0035,2024-11,56.3,0.107,False
RSK000819,SUP0035,2024-12,46.7,0.15,False
RSK000820,SUP0035,2025-01,53.0,0.198,False
RSK000821,SUP0035,2025-02,56.1,0.147,False
RSK000822,SUP0035,2025-03,49.5,0.214,False
RSK000823,SUP0035,2025-04,57.9,0.159,False
RSK000824,SUP0035,2025-05,56.8,0.163,False
RSK000825,SUP0035,2025-06,51.3,0.195,True
RSK000826,SUP0035,2025-07,54.4,0.172,False
RSK000827,SUP0035,2025-08,57.5,0.153,False
RSK000828,SUP0035,2025-09,51.9,0.163,False
RSK000829,SUP0035,2025-10,52.5,0.202,False
RSK000830,SUP0035,2025-11,44.4,0.191,False
RSK000831,SUP0035,2025-12,52.7,0.139,False
RSK000832,SUP0035,2026-01,50.9,0.172,False
RSK000833,SUP0035,2026-02,52.2,0.175,False
RSK000834,SUP0035,2026-03,53.7,0.18,False
RSK000835,SUP0035,2026-04,56.9,0.147,False
RSK000836,SUP0035,2026-05,48.6,0.101,False
RSK000837,SUP0035,2026-06,51.4,0.099,False
RSK000838,SUP0035,2026-07,53.1,0.192,False
RSK000839,SUP0035,2026-08,52.5,0.187,False
RSK000840,SUP0035,2026-09,56.8,0.16,False
RSK000841,SUP0036,2024-10,18.5,0.041,False
RSK000842,SUP0036,2024-11,21.6,0.056,False
RSK000843,SUP0036,2024-12,23.6,0.058,False
RSK000844,SUP0036,2025-01,25.2,0.085,False
RSK000845,SUP0036,2025-02,18.7,0.063,False
RSK000846,SUP0036,2025-03,23.7,0.07,False
RSK000847,SUP0036,2025-04,27.7,0.074,False
RSK000848,SUP0036,2025-05,19.0,0.056,False
RSK000849,SUP0036,2025-06,24.3,0.078,False
RSK000850,SUP0036,2025-07,20.6,0.047,False
RSK000851,SUP0036,2025-08,23.5,0.07,False
RSK000852,SUP0036,2025-09,20.6,0.061,False
RSK000853,SUP0036,2025-10,26.2,0.061,False
RSK000854,SUP0036,2025-11,34.8,0.06,False
RSK000855,SUP0036,2025-12,26.3,0.06,False
RSK000856,SUP0036,2026-01,22.4,0.064,False
RSK000857,SUP0036,2026-02,25.5,0.085,False
RSK000858,SUP0036,2026-03,21.2,0.06,False
RSK000859,SUP0036,2026-04,20.1,0.08,False
RSK000860,SUP0036,2026-05,23.4,0.066,False
RSK000861,SUP0036,2026-06,24.3,0.052,False
RSK000862,SUP0036,2026-07,23.9,0.066,False
RSK000863,SUP0036,2026-08,31.8,0.057,False
RSK000864,SUP0036,2026-09,23.3,0.055,True
RSK000865,SUP0037,2024-10,12.8,0.034,False
RSK000866,SUP0037,2024-11,12.8,0.031,False
RSK000867,SUP0037,2024-12,17.2,0.028,False
RSK000868,SUP0037,2025-01,18.6,0.034,False
RSK000869,SUP0037,2025-02,13.5,0.028,False
RSK000870,SUP0037,2025-03,19.5,0.02,False
RSK000871,SUP0037,2025-04,13.2,0.031,False
RSK000872,SUP0037,2025-05,14.9,0.025,False
RSK000873,SUP0037,2025-06,18.5,0.027,False
RSK000874,SUP0037,2025-07,16.8,0.032,False
RSK000875,SUP0037,2025-08,16.7,0.027,False
RSK000876,SUP0037,2025-09,11.9,0.021,False
RSK000877,SUP0037,2025-10,16.0,0.044,False
RSK000878,SUP0037,2025-11,19.5,0.029,False
RSK000879,SUP0037,2025-12,12.5,0.031,False
RSK000880,SUP0037,2026-01,13.6,0.031,False
RSK000881,SUP0037,2026-02,14.9,0.017,False
RSK000882,SUP0037,2026-03,23.2,0.018,False
RSK000883,SUP0037,2026-04,16.6,0.028,False
RSK000884,SUP0037,2026-05,11.4,0.018,False
RSK000885,SUP0037,2026-06,15.4,0.02,False
RSK000886,SUP0037,2026-07,10.3,0.03,False
RSK000887,SUP0037,2026-08,9.0,0.021,False
RSK000888,SUP0037,2026-09,15.2,0.034,False
RSK000889,SUP0038,2024-10,52.2,0.168,False
RSK000890,SUP0038,2024-11,58.2,0.175,False
RSK000891,SUP0038,2024-12,59.1,0.229,False
RSK000892,SUP0038,2025-01,54.4,0.213,False
RSK000893,SUP0038,2025-02,54.8,0.194,False
RSK000894,SUP0038,2025-03,60.2,0.124,False
RSK000895,SUP0038,2025-04,60.7,0.223,False
RSK000896,SUP0038,2025-05,59.4,0.15,False
RSK000897,SUP0038,2025-06,54.0,0.159,False
RSK000898,SUP0038,2025-07,56.6,0.211,False
RSK000899,SUP0038,2025-08,54.7,0.181,False
RSK000900,SUP0038,2025-09,54.9,0.243,True
RSK000901,SUP0038,2025-10,59.1,0.199,False
RSK000902,SUP0038,2025-11,52.9,0.189,False
RSK000903,SUP0038,2025-12,48.7,0.218,False
RSK000904,SUP0038,2026-01,59.6,0.241,False
RSK000905,SUP0038,2026-02,52.3,0.176,False
RSK000906,SUP0038,2026-03,53.6,0.137,False
RSK000907,SUP0038,2026-04,54.6,0.194,False
RSK000908,SUP0038,2026-05,53.0,0.184,False
RSK000909,SUP0038,2026-06,56.4,0.191,False
RSK000910,SUP0038,2026-07,55.8,0.106,False
RSK000911,SUP0038,2026-08,58.2,0.2,False
RSK000912,SUP0038,2026-09,57.7,0.264,False
RSK000913,SUP0039,2024-10,22.5,0.084,False
RSK000914,SUP0039,2024-11,25.1,0.068,False
RSK000915,SUP0039,2024-12,24.6,0.057,False
RSK000916,SUP0039,2025-01,20.3,0.04,False
RSK000917,SUP0039,2025-02,22.4,0.087,False
RSK000918,SUP0039,2025-03,19.9,0.065,False
RSK000919,SUP0039,2025-04,21.8,0.085,False
RSK000920,SUP0039,2025-05,34.5,0.096,False
RSK000921,SUP0039,2025-06,23.0,0.063,False
RSK000922,SUP0039,2025-07,25.7,0.068,False
RSK000923,SUP0039,2025-08,24.4,0.042,False
RSK000924,SUP0039,2025-09,16.1,0.056,False
RSK000925,SUP0039,2025-10,20.7,0.09,False
RSK000926,SUP0039,2025-11,18.7,0.052,False
RSK000927,SUP0039,2025-12,29.0,0.091,False
RSK000928,SUP0039,2026-01,20.6,0.064,False
RSK000929,SUP0039,2026-02,20.6,0.063,False
RSK000930,SUP0039,2026-03,19.5,0.079,False
RSK000931,SUP0039,2026-04,22.7,0.063,False
RSK000932,SUP0039,2026-05,16.9,0.076,False
RSK000933,SUP0039,2026-06,20.8,0.089,False
RSK000934,SUP0039,2026-07,22.8,0.078,False
RSK000935,SUP0039,2026-08,31.3,0.055,False
RSK000936,SUP0039,2026-09,30.0,0.07,False
RSK000937,SUP0040,2024-10,54.4,0.289,False
RSK000938,SUP0040,2024-11,59.5,0.181,False
RSK000939,SUP0040,2024-12,58.8,0.275,False
RSK000940,SUP0040,2025-01,48.8,0.246,False
RSK000941,SUP0040,2025-02,60.6,0.253,False
RSK000942,SUP0040,2025-03,52.6,0.283,False
RSK000943,SUP0040,2025-04,62.3,0.24,False
RSK000944,SUP0040,2025-05,60.9,0.219,False
RSK000945,SUP0040,2025-06,57.9,0.223,False
RSK000946,SUP0040,2025-07,57.9,0.271,False
RSK000947,SUP0040,2025-08,60.2,0.243,False
RSK000948,SUP0040,2025-09,57.6,0.27,False
RSK000949,SUP0040,2025-10,56.2,0.257,False
RSK000950,SUP0040,2025-11,61.9,0.296,False
RSK000951,SUP0040,2025-12,60.4,0.279,False
RSK000952,SUP0040,2026-01,48.4,0.264,False
RSK000953,SUP0040,2026-02,58.0,0.266,False
RSK000954,SUP0040,2026-03,56.2,0.192,False
RSK000955,SUP0040,2026-04,63.6,0.224,False
RSK000956,SUP0040,2026-05,64.1,0.287,True
RSK000957,SUP0040,2026-06,62.4,0.213,False
RSK000958,SUP0040,2026-07,62.3,0.106,False
RSK000959,SUP0040,2026-08,53.5,0.222,False
RSK000960,SUP0040,2026-09,57.9,0.197,False
