edge_id,origin_node_id,dest_node_id,mode,avg_lead_time_days,avg_cost_per_unit,capacity
EDGE00449,SUP0002,WH0009,road,1.0,2.439,565
EDGE00450,SUP0002,WH0010,rail,1.5,6.981,429
EDGE00451,SUP0002,WH0010,road,1.0,12.565,421
EDGE00452,SUP0003,WH0001,air,3.0,427.499,200
EDGE00453,SUP0003,WH0001,ocean,23.3,57.0,167
EDGE00454,SUP0003,WH0002,rail,3.0,12.972,296
EDGE00455,SUP0003,WH0002,road,1.0,23.349,385
EDGE00456,SUP0003,WH0003,ocean,26.0,59.975,437
EDGE00457,SUP0003,WH0004,air,2.0,265.139,578
EDGE00458,SUP0003,WH0004,ocean,15.7,35.352,428
EDGE00459,SUP0003,WH0004,rail,9.5,58.92,450
EDGE00460,SUP0003,WH0005,air,3.0,267.546,678
EDGE00461,SUP0003,WH0005,ocean,15.0,35.673,410
EDGE00462,SUP0003,WH0005,rail,11.0,59.455,748
EDGE00463,SUP0003,WH0006,air,5.4,617.563,420
EDGE00464,SUP0003,WH0006,ocean,31.8,82.342,461
EDGE00465,SUP0003,WH0007,air,3.0,432.435,211
EDGE00466,SUP0003,WH0007,ocean,22.5,57.658,439
EDGE00467,SUP0003,WH0008,air,1.0,137.309,120
EDGE00468,SUP0003,WH0008,ocean,8.5,18.308,204
EDGE00469,SUP0003,WH0008,rail,5.3,30.513,984
EDGE00470,SUP0003,WH0009,air,3.5,431.686,787
EDGE00471,SUP0003,WH0009,ocean,23.0,57.558,764
EDGE00472,SUP0003,WH0010,air,4.0,405.95,400
EDGE00473,SUP0003,WH0010,ocean,22.3,54.127,414
EDGE00474,SUP0004,WH0001,ocean,23.6,57.67,699
EDGE00475,SUP0004,WH0002,air,6.7,730.901,294
EDGE00476,SUP0004,WH0002,ocean,38.0,97.454,492
EDGE00477,SUP0004,WH0003,ocean,22.9,54.769,638
EDGE00478,SUP0004,WH0004,air,6.0,651.286,822
EDGE00479,SUP0004,WH0004,ocean,35.4,86.838,381
EDGE00480,SUP0004,WH0005,air,5.0,643.135,326
EDGE00481,SUP0004,WH0005,ocean,32.7,85.751,585
EDGE00482,SUP0004,WH0006,air,1.7,84.758,569
EDGE00483,SUP0004,WH0006,ocean,6.6,11.301,581
EDGE00484,SUP0004,WH0006,rail,4.0,18.835,381
EDGE00485,SUP0004,WH0007,air,4.0,423.12,1414
EDGE00486,SUP0004,WH0007,ocean,23.0,56.416,358
EDGE00487,SUP0004,WH0008,air,4.0,538.464,466
EDGE00488,SUP0004,WH0008,ocean,27.0,71.795,299
EDGE00489,SUP0004,WH0009,air,3.0,429.554,579
EDGE00490,SUP0004,WH0009,ocean,23.3,57.274,330
EDGE00491,SUP0004,WH0010,ocean,24.4,59.677,643
EDGE00492,SUP0005,WH0001,ocean,23.7,56.978,356
EDGE00493,SUP0005,WH0002,air,7.0,709.724,353
EDGE00494,SUP0005,WH0002,ocean,36.5,94.63,317
EDGE00495,SUP0005,WH0003,air,4.0,406.345,654
EDGE00496,SUP0005,WH0003,ocean,23.0,54.179,311
EDGE00497,SUP0005,WH0004,air,5.0,643.403,476
EDGE00498,SUP0005,WH0004,ocean,34.2,85.787,535
EDGE00499,SUP0005,WH0005,air,6.0,635.09,129
EDGE00500,SUP0005,WH0005,ocean,33.0,84.679,232
EDGE00501,SUP0005,WH0006,air,2.0,72.637,204
EDGE00502,SUP0005,WH0006,ocean,7.2,9.685,214
EDGE00503,SUP0005,WH0006,rail,2.0,16.142,480
EDGE00504,SUP0005,WH0007,air,4.0,417.773,715
EDGE00505,SUP0005,WH0007,ocean,21.5,55.703,452
EDGE00506,SUP0005,WH0008,air,5.0,517.069,626
EDGE00507,SUP0005,WH0008,ocean,27.8,68.943,435
EDGE00508,SUP0005,WH0009,air,3.3,424.589,197
EDGE00509,SUP0005,WH0009,ocean,24.0,56.612,473
EDGE00510,SUP0005,WH0010,air,3.0,441.245,125
EDGE00511,SUP0005,WH0010,ocean,24.9,58.833,526
EDGE00512,SUP0006,WH0001,air,3.3,325.22,364
EDGE00513,SUP0006,WH0001,ocean,19.0,43.363,540
EDGE00514,SUP0006,WH0002,air,2.0,165.282,336
EDGE00515,SUP0006,WH0002,rail,6.0,36.729,310
EDGE00516,SUP0006,WH0003,air,4.0,345.49,90
EDGE00517,SUP0006,WH0003,ocean,19.4,46.065,714
EDGE00518,SUP0006,WH0004,air,2.0,223.944,103
EDGE00519,SUP0006,WH0004,ocean,13.0,29.859,307
EDGE00520,SUP0006,WH0004,rail,6.0,49.765,387
EDGE00521,SUP0006,WH0005,air,3.0,222.136,350
EDGE00522,SUP0006,WH0005,ocean,13.4,29.618,265
EDGE00523,SUP0006,WH0005,rail,8.5,49.363,742
EDGE00524,SUP0006,WH0006,air,5.2,519.881,739
EDGE00525,SUP0006,WH0006,ocean,28.4,69.317,403
EDGE00526,SUP0006,WH0007,air,4.0,328.413,302
EDGE00527,SUP0006,WH0007,ocean,19.0,43.788,438
EDGE00528,SUP0006,WH0008,air,2.0,92.097,708
EDGE00529,SUP0006,WH0008,ocean,7.1,12.28,572
EDGE00530,SUP0006,WH0008,rail,3.3,20.466,572
EDGE00531,SUP0006,WH0009,air,3.5,329.324,471
EDGE00532,SUP0006,WH0009,ocean,17.8,43.91,643
EDGE00533,SUP0006,WH0010,air,2.2,304.038,394
EDGE00534,SUP0006,WH0010,ocean,16.6,40.538,629
EDGE00535,SUP0007,WH0001,air,3.8,382.865,564
EDGE00536,SUP0007,WH0001,ocean,19.0,51.049,913
EDGE00537,SUP0007,WH0002,air,2.7,198.634,197
EDGE00538,SUP0007,WH0002,ocean,14.2,26.485,452
EDGE00539,SUP0007,WH0002,rail,8.8,44.141,533
EDGE00540,SUP0007,WH0003,air,4.0,399.068,337
EDGE00541,SUP0007,WH0003,ocean,22.2,53.209,331
EDGE00542,SUP0007,WH0004,air,2.0,315.869,851
EDGE00543,SUP0007,WH0004,ocean,18.2,42.116,292
EDGE00544,SUP0007,WH0005,air,3.0,313.74,450
EDGE00545,SUP0007,WH0005,ocean,18.5,41.832,556
EDGE00546,SUP0007,WH0006,air,4.5,477.816,283
EDGE00547,SUP0007,WH0006,ocean,25.5,63.709,243
EDGE00548,SUP0007,WH0007,air,3.0,383.488,226
EDGE00549,SUP0007,WH0007,ocean,21.8,51.132,376
EDGE00550,SUP0007,WH0008,rail,1.0,0.766,570
EDGE00551,SUP0007,WH0008,road,1.0,1.378,515
EDGE00552,SUP0007,WH0009,air,3.8,386.606,582
EDGE00553,SUP0007,WH0009,ocean,20.8,51.547,464
EDGE00554,SUP0007,WH0010,air,3.5,363.489,445
EDGE00555,SUP0007,WH0010,ocean,21.5,48.465,667
EDGE00556,SUP0008,WH0001,ocean,14.3,31.381,551
EDGE00557,SUP0008,WH0001,rail,8.0,52.302,627
EDGE00558,SUP0008,WH0002,air,2.7,216.929,951
EDGE00559,SUP0008,WH0002,ocean,12.8,28.924,433
EDGE00560,SUP0008,WH0002,rail,7.7,48.206,635
EDGE00561,SUP0008,WH0003,air,3.0,259.166,459
EDGE00562,SUP0008,WH0003,ocean,15.2,34.555,526
EDGE00563,SUP0008,WH0003,rail,9.0,57.592,494
EDGE00564,SUP0008,WH0004,air,2.0,72.659,347
EDGE00565,SUP0008,WH0004,ocean,7.0,9.688,503
EDGE00566,SUP0008,WH0004,rail,2.3,16.147,378
EDGE00567,SUP0008,WH0005,air,2.0,70.382,1255
EDGE00568,SUP0008,WH0005,ocean,5.7,9.384,402
EDGE00569,SUP0008,WH0005,rail,2.7,15.64,345
EDGE00570,SUP0008,WH0006,air,4.0,554.519,917
EDGE00571,SUP0008,WH0006,ocean,30.2,73.936,460
EDGE00572,SUP0008,WH0007,air,2.0,242.729,101
EDGE00573,SUP0008,WH0007,ocean,14.3,32.364,403
EDGE00574,SUP0008,WH0007,rail,7.5,53.94,821
EDGE00575,SUP0008,WH0008,ocean,17.0,32.474,460
EDGE00576,SUP0008,WH0008,rail,8.0,54.124,193
EDGE00577,SUP0008,WH0009,air,3.0,239.332,1317
EDGE00578,SUP0008,WH0009,ocean,15.2,31.911,586
EDGE00579,SUP0008,WH0009,rail,10.0,53.185,1015
EDGE00580,SUP0008,WH0010,ocean,13.2,28.683,258
EDGE00581,SUP0008,WH0010,rail,7.2,47.805,339
EDGE00582,SUP0009,WH0001,air,3.5,352.745,442
EDGE00583,SUP0009,WH0001,ocean,19.3,47.033,370
EDGE00584,SUP0009,WH0002,air,6.0,669.818,518
EDGE00585,SUP0009,WH0002,ocean,35.0,89.309,523
EDGE00586,SUP0009,WH0003,air,3.0,332.834,359
EDGE00587,SUP0009,WH0003,ocean,19.0,44.378,448
EDGE00588,SUP0009,WH0004,air,5.0,565.894,649
EDGE00589,SUP0009,WH0004,ocean,30.4,75.453,504
EDGE00590,SUP0009,WH0005,air,4.0,557.534,981
EDGE00591,SUP0009,WH0005,ocean,29.5,74.338,287
EDGE00592,SUP0009,WH0006,rail,1.5,1.423,376
EDGE00593,SUP0009,WH0006,road,1.0,2.561,781
EDGE00594,SUP0009,WH0007,air,4.0,343.061,170
EDGE00595,SUP0009,WH0008,air,4.0,475.153,397
EDGE00596,SUP0009,WH0008,ocean,25.5,63.354,663
EDGE00597,SUP0009,WH0009,air,3.5,350.27,167
EDGE00598,SUP0009,WH0009,ocean,19.7,46.703,705
EDGE00599,SUP0009,WH0010,air,4.0,365.401,567
EDGE00600,SUP0009,WH0010,ocean,20.4,48.72,495
EDGE00601,SUP0010,WH0001,ocean,9.0,17.989,277
EDGE00602,SUP0010,WH0001,rail,5.5,29.981,173
EDGE00603,SUP0010,WH0002,air,3.0,379.544,283
EDGE00604,SUP0010,WH0002,ocean,21.7,50.606,766
EDGE00605,SUP0010,WH0003,air,1.0,151.853,349
EDGE00606,SUP0010,WH0003,ocean,9.1,20.247,602
EDGE00607,SUP0010,WH0003,rail,6.3,33.745,198
EDGE00608,SUP0010,WH0004,air,1.0,120.565,541
EDGE00609,SUP0010,WH0004,ocean,8.2,16.075,793
EDGE00610,SUP0010,WH0004,rail,4.0,26.792,544
EDGE00611,SUP0010,WH0005,air,2.5,116.249,399
EDGE00612,SUP0010,WH0005,ocean,7.8,15.5,226
EDGE00613,SUP0010,WH0005,rail,5.0,25.833,605
EDGE00614,SUP0010,WH0006,air,5.0,487.041,463
EDGE00615,SUP0010,WH0006,ocean,26.3,64.939,389
EDGE00616,SUP0010,WH0007,air,1.5,144.548,132
EDGE00617,SUP0010,WH0007,ocean,10.7,19.273,413
EDGE00618,SUP0010,WH0007,rail,5.0,32.122,556
EDGE00619,SUP0010,WH0008,air,3.3,403.566,296
EDGE00620,SUP0010,WH0008,ocean,21.2,53.809,299
EDGE00621,SUP0010,WH0009,air,1.0,136.489,437
EDGE00622,SUP0010,WH0009,ocean,8.2,18.198,370
EDGE00623,SUP0010,WH0009,rail,6.3,30.331,435
EDGE00624,SUP0010,WH0010,ocean,9.2,17.187,354
EDGE00625,SUP0011,WH0001,air,4.3,485.789,415
EDGE00626,SUP0011,WH0001,ocean,27.3,64.772,646
EDGE00627,SUP0011,WH0002,rail,2.5,9.806,199
EDGE00628,SUP0011,WH0002,road,1.0,17.651,359
EDGE00629,SUP0011,WH0003,air,4.3,508.807,614
EDGE00630,SUP0011,WH0003,ocean,27.2,67.841,433
EDGE00631,SUP0011,WH0004,air,3.0,302.415,579
EDGE00632,SUP0011,WH0004,ocean,18.2,40.322,460
EDGE00633,SUP0011,WH0005,air,2.6,306.52,789
EDGE00634,SUP0011,WH0005,ocean,17.7,40.869,379
EDGE00635,SUP0011,WH0006,air,5.7,666.408,264
EDGE00636,SUP0011,WH0006,ocean,35.5,88.854,652
EDGE00637,SUP0011,WH0007,air,4.0,491.513,293
EDGE00638,SUP0011,WH0007,ocean,26.6,65.535,804
EDGE00639,SUP0011,WH0008,air,2.0,188.804,123
EDGE00640,SUP0011,WH0008,ocean,12.1,25.174,541
EDGE00641,SUP0011,WH0008,rail,7.3,41.957,600
EDGE00642,SUP0011,WH0009,air,4.6,489.954,460
EDGE00643,SUP0011,WH0009,ocean,26.2,65.327,854
EDGE00644,SUP0011,WH0010,air,4.2,464.391,395
EDGE00645,SUP0011,WH0010,ocean,26.4,61.919,540
EDGE00646,SUP0012,WH0001,ocean,22.1,53.629,526
EDGE00647,SUP0012,WH0002,air,2.5,234.195,197
EDGE00648,SUP0012,WH0002,ocean,14.0,31.226,423
EDGE00649,SUP0012,WH0002,rail,8.8,52.043,736
EDGE00650,SUP0012,WH0003,air,3.0,415.697,631
EDGE00651,SUP0012,WH0003,ocean,23.0,55.426,305
EDGE00652,SUP0012,WH0004,air,3.5,358.318,478
EDGE00653,SUP0012,WH0004,ocean,21.2,47.776,460
EDGE00654,SUP0012,WH0005,air,3.0,355.7,497
EDGE00655,SUP0012,WH0005,ocean,18.6,47.427,344
EDGE00656,SUP0012,WH0006,air,3.5,445.935,474
EDGE00657,SUP0012,WH0006,ocean,25.2,59.458,519
EDGE00658,SUP0012,WH0007,air,3.5,401.419,703
EDGE00659,SUP0012,WH0007,ocean,22.3,53.523,598
EDGE00660,SUP0012,WH0008,rail,2.5,10.305,346
EDGE00661,SUP0012,WH0008,road,1.0,18.549,491
EDGE00662,SUP0012,WH0009,ocean,21.5,54.087,433
EDGE00663,SUP0012,WH0010,air,4.0,384.409,266
EDGE00664,SUP0012,WH0010,ocean,21.2,51.255,499
EDGE00665,SUP0013,WH0001,rail,1.5,1.596,709
EDGE00666,SUP0013,WH0001,road,1.0,2.872,656
EDGE00667,SUP0013,WH0002,air,4.0,454.463,1038
EDGE00668,SUP0013,WH0002,ocean,24.0,60.595,565
EDGE00669,SUP0013,WH0003,rail,1.5,4.663,617
EDGE00670,SUP0013,WH0003,road,1.0,8.394,697
EDGE00671,SUP0013,WH0004,ocean,14.0,29.625,575
EDGE00672,SUP0013,WH0004,rail,8.0,49.376,497
EDGE00673,SUP0013,WH0005,air,3.0,214.6,361
EDGE00674,SUP0013,WH0005,ocean,13.0,28.613,747
EDGE00675,SUP0013,WH0005,rail,7.8,47.689,393
EDGE00676,SUP0013,WH0006,air,4.0,357.045,337
EDGE00677,SUP0013,WH0006,ocean,20.1,47.606,601
EDGE00678,SUP0013,WH0007,rail,1.5,2.852,392
EDGE00679,SUP0013,WH0007,road,1.0,5.134,437
EDGE00680,SUP0013,WH0008,ocean,20.8,52.319,489
EDGE00681,SUP0013,WH0009,rail,1.2,1.03,616
EDGE00682,SUP0013,WH0009,road,1.0,1.854,859
EDGE00683,SUP0013,WH0010,rail,1.8,6.144,443
EDGE00684,SUP0013,WH0010,road,1.0,11.059,426
EDGE00685,SUP0014,WH0001,air,4.0,357.573,823
EDGE00686,SUP0014,WH0001,ocean,21.0,47.676,186
EDGE00687,SUP0014,WH0002,air,6.0,670.144,151
EDGE00688,SUP0014,WH0002,ocean,34.5,89.353,613
EDGE00689,SUP0014,WH0003,air,4.0,337.723,217
EDGE00690,SUP0014,WH0003,ocean,19.7,45.03,343
EDGE00691,SUP0014,WH0004,air,4.0,570.348,250
EDGE00692,SUP0014,WH0004,ocean,30.8,76.046,538
EDGE00693,SUP0014,WH0005,air,5.0,561.978,360
EDGE00694,SUP0014,WH0005,ocean,33.0,74.93,423
EDGE00695,SUP0014,WH0006,rail,1.5,1.382,544
EDGE00696,SUP0014,WH0006,road,1.2,2.488,619
EDGE00697,SUP0014,WH0007,air,4.0,347.884,313
EDGE00698,SUP0014,WH0007,ocean,19.6,46.384,581
EDGE00699,SUP0014,WH0008,air,4.5,475.13,821
EDGE00700,SUP0014,WH0008,ocean,25.2,63.351,468
EDGE00701,SUP0014,WH0009,air,3.0,355.114,240
EDGE00702,SUP0014,WH0009,ocean,20.0,47.349,568
EDGE00703,SUP0014,WH0010,air,3.7,370.131,712
EDGE00704,SUP0014,WH0010,ocean,20.4,49.351,326
EDGE00705,SUP0015,WH0001,air,2.0,294.822,160
EDGE00706,SUP0015,WH0001,ocean,16.0,39.31,430
EDGE00707,SUP0015,WH0002,ocean,12.7,21.246,337
EDGE00708,SUP0015,WH0002,rail,5.0,35.411,320
EDGE00709,SUP0015,WH0003,air,2.8,318.637,338
EDGE00710,SUP0015,WH0003,ocean,18.5,42.485,733
EDGE00711,SUP0015,WH0004,air,1.5,106.073,338
EDGE00712,SUP0015,WH0004,ocean,6.3,14.143,570
EDGE00713,SUP0015,WH0004,rail,4.2,23.572,678
EDGE00714,SUP0015,WH0005,ocean,8.0,14.459,775
EDGE00715,SUP0015,WH0006,air,6.0,603.683,2780
EDGE00716,SUP0015,WH0006,ocean,32.7,80.491,458
EDGE00717,SUP0015,WH0007,ocean,16.0,40.296,867
EDGE00718,SUP0015,WH0008,ocean,14.7,30.15,566
EDGE00719,SUP0015,WH0008,rail,9.0,50.249,164
EDGE00720,SUP0015,WH0009,air,3.0,298.785,242
EDGE00721,SUP0015,WH0009,ocean,16.2,39.838,385
EDGE00722,SUP0015,WH0010,air,3.0,274.616,556
EDGE00723,SUP0015,WH0010,ocean,15.8,36.615,585
EDGE00724,SUP0016,WH0001,air,3.2,439.729,495
EDGE00725,SUP0016,WH0001,ocean,23.8,58.631,537
EDGE00726,SUP0016,WH0002,ocean,37.7,95.861,352
EDGE00727,SUP0016,WH0003,air,4.0,418.409,121
EDGE00728,SUP0016,WH0003,ocean,20.8,55.788,576
EDGE00729,SUP0016,WH0004,air,5.5,656.91,460
EDGE00730,SUP0016,WH0004,ocean,33.9,87.588,758
EDGE00731,SUP0016,WH0005,air,5.7,648.642,391
EDGE00732,SUP0016,WH0005,ocean,35.2,86.486,496
EDGE00733,SUP0016,WH0006,air,1.0,86.803,459
EDGE00734,SUP0016,WH0006,ocean,6.2,11.574,335
EDGE00735,SUP0016,WH0006,rail,3.0,19.29,1283
EDGE00736,SUP0016,WH0007,air,3.3,430.221,490
EDGE00737,SUP0016,WH0007,ocean,22.6,57.363,458
EDGE00738,SUP0016,WH0008,air,5.0,528.142,244
EDGE00739,SUP0016,WH0008,ocean,27.4,70.419,472
EDGE00740,SUP0016,WH0009,air,4.0,436.889,154
EDGE00741,SUP0016,WH0009,ocean,22.6,58.252,527
EDGE00742,SUP0016,WH0010,air,4.7,454.085,238
EDGE00743,SUP0016,WH0010,ocean,23.9,60.545,309
EDGE00744,SUP0017,WH0001,ocean,12.5,29.114,561
EDGE00745,SUP0017,WH0001,rail,7.0,48.524,794
EDGE00746,SUP0017,WH0002,air,4.5,479.469,295
EDGE00747,SUP0017,WH0002,ocean,25.5,63.929,629
EDGE00748,SUP0017,WH0003,air,2.3,219.895,303
EDGE00749,SUP0017,WH0003,ocean,13.0,29.319,1103
EDGE00750,SUP0017,WH0003,rail,7.0,48.866,303
EDGE00751,SUP0017,WH0004,air,2.0,237.997,270
EDGE00752,SUP0017,WH0004,ocean,15.0,31.733,380
EDGE00753,SUP0017,WH0004,rail,6.0,52.888,319
EDGE00754,SUP0017,WH0005,air,2.6,237.495,582
EDGE00755,SUP0017,WH0005,ocean,14.4,31.666,401
EDGE00756,SUP0017,WH0005,rail,8.3,52.777,245
EDGE00757,SUP0017,WH0006,ocean,26.5,64.827,236
EDGE00758,SUP0017,WH0007,air,3.0,224.748,307
EDGE00759,SUP0017,WH0007,ocean,13.5,29.966,213
EDGE00760,SUP0017,WH0007,rail,7.5,49.944,242
EDGE00761,SUP0017,WH0008,air,4.3,543.648,602
EDGE00762,SUP0017,WH0008,ocean,30.0,72.486,324
EDGE00763,SUP0017,WH0009,ocean,12.0,28.931,289
EDGE00764,SUP0017,WH0009,rail,6.5,48.218,332
EDGE00765,SUP0017,WH0010,air,2.0,226.658,336
EDGE00766,SUP0017,WH0010,ocean,14.5,30.221,494
EDGE00767,SUP0017,WH0010,rail,9.0,50.368,438
EDGE00768,SUP0018,WH0001,air,4.7,454.226,468
EDGE00769,SUP0018,WH0001,ocean,25.3,60.563,434
EDGE00770,SUP0018,WH0002,ocean,7.2,13.873,631
EDGE00771,SUP0018,WH0002,rail,3.7,23.121,358
EDGE00772,SUP0018,WH0003,air,4.6,474.732,312
EDGE00773,SUP0018,WH0003,ocean,26.5,63.298,844
EDGE00774,SUP0018,WH0004,air,2.0,315.223,470
EDGE00775,SUP0018,WH0004,ocean,15.5,42.03,695
EDGE00776,SUP0018,WH0005,air,2.0,316.713,166
EDGE00777,SUP0018,WH0005,ocean,17.2,42.228,484
EDGE00778,SUP0018,WH0006,air,6.0,582.102,652
EDGE00779,SUP0018,WH0006,ocean,30.8,77.614,722
EDGE00780,SUP0018,WH0007,air,4.3,457.62,297
EDGE00781,SUP0018,WH0007,ocean,25.5,61.016,1336
EDGE00782,SUP0018,WH0008,air,1.5,106.931,439
EDGE00783,SUP0018,WH0008,ocean,5.0,14.257,374
EDGE00784,SUP0018,WH0008,rail,4.3,23.762,500
EDGE00785,SUP0018,WH0009,air,4.2,458.352,519
EDGE00786,SUP0018,WH0009,ocean,25.0,61.114,909
EDGE00787,SUP0018,WH0010,air,3.3,432.923,609
EDGE00788,SUP0018,WH0010,ocean,23.8,57.723,363
EDGE00789,SUP0019,WH0001,rail,1.0,1.003,771
EDGE00790,SUP0019,WH0001,road,1.0,1.805,427
EDGE00791,SUP0019,WH0002,air,4.5,453.627,281
EDGE00792,SUP0019,WH0002,ocean,25.7,60.484,473
EDGE00793,SUP0019,WH0003,road,1.0,8.228,380
EDGE00794,SUP0019,WH0004,air,2.0,222.826,637
EDGE00795,SUP0019,WH0004,ocean,13.0,29.71,818
EDGE00796,SUP0019,WH0004,rail,7.0,49.517,245
EDGE00797,SUP0019,WH0005,air,2.5,215.177,175
EDGE00798,SUP0019,WH0005,ocean,12.8,28.69,533
EDGE00799,SUP0019,WH0005,rail,8.0,47.817,672
EDGE00800,SUP0019,WH0006,air,3.7,355.574,576
EDGE00801,SUP0019,WH0006,ocean,19.7,47.41,278
EDGE00802,SUP0019,WH0007,rail,1.0,2.204,250
EDGE00803,SUP0019,WH0007,road,1.0,3.968,677
EDGE00804,SUP0019,WH0008,air,4.0,389.829,1468
EDGE00805,SUP0019,WH0008,ocean,21.2,51.977,297
EDGE00806,SUP0019,WH0009,rail,1.4,0.5,527
EDGE00807,SUP0019,WH0009,road,1.0,0.9,472
EDGE00808,SUP0019,WH0010,rail,1.5,5.752,175
EDGE00809,SUP0019,WH0010,road,1.0,10.353,314
EDGE00810,SUP0020,WH0001,air,3.0,246.206,444
EDGE00811,SUP0020,WH0001,ocean,15.0,32.827,763
EDGE00812,SUP0020,WH0001,rail,8.0,54.712,220
EDGE00813,SUP0020,WH0002,ocean,12.2,27.397,336
EDGE00814,SUP0020,WH0002,rail,7.0,45.662,301
EDGE00815,SUP0020,WH0003,air,2.5,269.991,598
EDGE00816,SUP0020,WH0003,ocean,15.7,35.999,675
EDGE00817,SUP0020,WH0003,rail,10.0,59.998,456
EDGE00818,SUP0020,WH0004,air,1.0,80.813,226
EDGE00819,SUP0020,WH0004,ocean,4.2,10.775,480
EDGE00820,SUP0020,WH0004,rail,3.5,17.958,545
EDGE00821,SUP0020,WH0005,ocean,8.0,10.588,334
EDGE00822,SUP0020,WH0005,rail,3.5,17.646,516
EDGE00823,SUP0020,WH0006,ocean,29.0,74.776,898
EDGE00824,SUP0020,WH0007,air,2.3,253.442,507
EDGE00825,SUP0020,WH0007,ocean,13.0,33.792,416
EDGE00826,SUP0020,WH0007,rail,8.0,56.32,296
EDGE00827,SUP0020,WH0008,air,2.2,235.18,426
EDGE00828,SUP0020,WH0008,ocean,12.7,31.357,356
EDGE00829,SUP0020,WH0008,rail,9.0,52.262,373
EDGE00830,SUP0020,WH0009,ocean,16.0,33.361,817
EDGE00831,SUP0020,WH0009,rail,8.0,55.601,215
EDGE00832,SUP0020,WH0010,air,2.0,225.812,791
EDGE00833,SUP0020,WH0010,ocean,13.2,30.108,488
EDGE00834,SUP0021,WH0001,air,2.2,291.672,402
EDGE00835,SUP0021,WH0001,ocean,17.4,38.89,494
EDGE00836,SUP0021,WH0002,air,1.5,161.604,193
EDGE00837,SUP0021,WH0002,ocean,10.4,21.547,566
EDGE00838,SUP0021,WH0002,rail,5.0,35.912,404
EDGE00839,SUP0021,WH0003,ocean,19.0,42.063,506
EDGE00840,SUP0021,WH0004,air,2.0,105.814,747
EDGE00841,SUP0021,WH0004,ocean,7.3,14.109,1141
EDGE00842,SUP0021,WH0004,rail,6.5,23.514,622
EDGE00843,SUP0021,WH0005,air,1.0,107.833,225
EDGE00844,SUP0021,WH0005,ocean,9.8,14.378,514
EDGE00845,SUP0021,WH0005,rail,3.0,23.963,329
EDGE00846,SUP0021,WH0006,air,5.0,599.205,641
EDGE00847,SUP0021,WH0006,ocean,32.0,79.894,523
EDGE00848,SUP0021,WH0007,air,2.3,298.989,369
EDGE00849,SUP0021,WH0007,ocean,18.2,39.865,280
EDGE00850,SUP0021,WH0008,air,2.5,223.724,1470
EDGE00851,SUP0021,WH0008,ocean,12.8,29.83,290
EDGE00852,SUP0021,WH0008,rail,7.0,49.716,233
EDGE00853,SUP0021,WH0009,ocean,18.4,39.42,268
EDGE00854,SUP0021,WH0010,air,3.0,271.367,202
EDGE00855,SUP0021,WH0010,ocean,16.2,36.182,700
EDGE00856,SUP0022,WH0001,air,2.0,225.136,381
EDGE00857,SUP0022,WH0001,ocean,13.8,30.018,588
EDGE00858,SUP0022,WH0001,rail,8.0,50.03,342
EDGE00859,SUP0022,WH0002,air,2.6,226.377,295
EDGE00860,SUP0022,WH0002,ocean,13.0,30.184,823
EDGE00861,SUP0022,WH0002,rail,8.2,50.306,526
EDGE00862,SUP0022,WH0003,air,3.0,248.926,323
EDGE00863,SUP0022,WH0003,ocean,14.5,33.19,426
EDGE00864,SUP0022,WH0003,rail,7.7,55.317,233
EDGE00865,SUP0022,WH0004,air,1.3,73.489,562
EDGE00866,SUP0022,WH0004,ocean,6.0,9.799,259
EDGE00867,SUP0022,WH0005,air,1.0,70.0,154
EDGE00868,SUP0022,WH0005,ocean,6.2,9.333,523
EDGE00869,SUP0022,WH0005,rail,3.0,15.556,354
EDGE00870,SUP0022,WH0006,air,5.0,544.084,611
EDGE00871,SUP0022,WH0006,ocean,29.4,72.545,645
EDGE00872,SUP0022,WH0007,ocean,11.8,30.987,267
EDGE00873,SUP0022,WH0008,air,3.0,244.715,1032
EDGE00874,SUP0022,WH0008,ocean,15.3,32.629,914
EDGE00875,SUP0022,WH0008,rail,8.5,54.381,201
EDGE00876,SUP0022,WH0009,air,2.7,229.133,304
EDGE00877,SUP0022,WH0009,ocean,14.0,30.551,591
EDGE00878,SUP0022,WH0009,rail,9.5,50.919,609
EDGE00879,SUP0022,WH0010,air,2.7,204.777,325
EDGE00880,SUP0022,WH0010,ocean,13.5,27.304,627
EDGE00881,SUP0023,WH0001,air,5.0,488.99,250
EDGE00882,SUP0023,WH0001,ocean,26.3,65.199,554
EDGE00883,SUP0023,WH0002,rail,2.0,9.94,339
EDGE00884,SUP0023,WH0002,road,1.0,17.891,226
EDGE00885,SUP0023,WH0003,air,5.0,512.091,341
EDGE00886,SUP0023,WH0003,ocean,27.6,68.279,686
EDGE00887,SUP0023,WH0004,ocean,17.8,40.484,444
EDGE00888,SUP0023,WH0005,air,2.5,307.878,335
EDGE00889,SUP0023,WH0005,ocean,18.5,41.05,199
EDGE00890,SUP0023,WH0006,air,5.7,671.202,484
EDGE00891,SUP0023,WH0006,ocean,36.0,89.494,313
EDGE00892,SUP0023,WH0007,air,5.0,494.822,302
EDGE00893,SUP0023,WH0007,ocean,27.2,65.976,825
EDGE00894,SUP0023,WH0008,air,2.0,193.873,179
EDGE00895,SUP0023,WH0008,ocean,10.5,25.85,242
EDGE00896,SUP0023,WH0008,rail,7.0,43.083,737
EDGE00897,SUP0023,WH0009,air,4.0,493.148,142
