snapshot_id,warehouse_node_id,product_id,snapshot_date,stock_qty,reorder_point,safety_stock
INVSNP0002176,WH0002,PRD0081,2026-01-01,763,246,98
INVSNP0002177,WH0002,PRD0081,2026-02-01,1059,246,98
INVSNP0002178,WH0002,PRD0081,2026-03-01,859,246,98
INVSNP0002179,WH0002,PRD0081,2026-04-01,1095,246,98
INVSNP0002180,WH0002,PRD0081,2026-05-01,935,246,98
INVSNP0002181,WH0002,PRD0081,2026-06-01,1142,246,98
INVSNP0002182,WH0002,PRD0081,2026-07-01,836,246,98
INVSNP0002183,WH0002,PRD0081,2026-08-01,936,246,98
INVSNP0002184,WH0002,PRD0081,2026-09-01,1013,246,98
INVSNP0002185,WH0002,PRD0131,2024-10-01,3593,1017,406
INVSNP0002186,WH0002,PRD0131,2024-11-01,3568,1017,406
INVSNP0002187,WH0002,PRD0131,2024-12-01,5999,1017,406
INVSNP0002188,WH0002,PRD0131,2025-01-01,4531,1017,406
INVSNP0002189,WH0002,PRD0131,2025-02-01,3402,1017,406
INVSNP0002190,WH0002,PRD0131,2025-03-01,4403,1017,406
INVSNP0002191,WH0002,PRD0131,2025-04-01,3788,1017,406
INVSNP0002192,WH0002,PRD0131,2025-05-01,4750,1017,406
INVSNP0002193,WH0002,PRD0131,2025-06-01,4067,1017,406
INVSNP0002194,WH0002,PRD0131,2025-07-01,4002,1017,406
INVSNP0002195,WH0002,PRD0131,2025-08-01,3134,1017,406
INVSNP0002196,WH0002,PRD0131,2025-09-01,3819,1017,406
INVSNP0002197,WH0002,PRD0131,2025-10-01,4486,1017,406
INVSNP0002198,WH0002,PRD0131,2025-11-01,4565,1017,406
INVSNP0002199,WH0002,PRD0131,2025-12-01,3784,1017,406
INVSNP0002200,WH0002,PRD0131,2026-01-01,4894,1017,406
INVSNP0002201,WH0002,PRD0131,2026-02-01,3640,1017,406
INVSNP0002202,WH0002,PRD0131,2026-03-01,4208,1017,406
INVSNP0002203,WH0002,PRD0131,2026-04-01,3194,1017,406
INVSNP0002204,WH0002,PRD0131,2026-05-01,4340,1017,406
INVSNP0002205,WH0002,PRD0131,2026-06-01,4122,1017,406
INVSNP0002206,WH0002,PRD0131,2026-07-01,3034,1017,406
INVSNP0002207,WH0002,PRD0131,2026-08-01,3168,1017,406
INVSNP0002208,WH0002,PRD0131,2026-09-01,4990,1017,406
INVSNP0002209,WH0002,PRD0050,2024-10-01,266,84,33
INVSNP0002210,WH0002,PRD0050,2024-11-01,430,84,33
INVSNP0002211,WH0002,PRD0050,2024-12-01,328,84,33
INVSNP0002212,WH0002,PRD0050,2025-01-01,314,84,33
INVSNP0002213,WH0002,PRD0050,2025-02-01,319,84,33
INVSNP0002214,WH0002,PRD0050,2025-03-01,263,84,33
INVSNP0002215,WH0002,PRD0050,2025-04-01,314,84,33
INVSNP0002216,WH0002,PRD0050,2025-05-01,308,84,33
INVSNP0002217,WH0002,PRD0050,2025-06-01,355,84,33
INVSNP0002218,WH0002,PRD0050,2025-07-01,352,84,33
INVSNP0002219,WH0002,PRD0050,2025-08-01,291,84,33
INVSNP0002220,WH0002,PRD0050,2025-09-01,307,84,33
INVSNP0002221,WH0002,PRD0050,2025-10-01,275,84,33
INVSNP0002222,WH0002,PRD0050,2025-11-01,285,84,33
INVSNP0002223,WH0002,PRD0050,2025-12-01,414,84,33
INVSNP0002224,WH0002,PRD0050,2026-01-01,364,84,33
INVSNP0002225,WH0002,PRD0050,2026-02-01,341,84,33
INVSNP0002226,WH0002,PRD0050,2026-03-01,316,84,33
INVSNP0002227,WH0002,PRD0050,2026-04-01,337,84,33
INVSNP0002228,WH0002,PRD0050,2026-05-01,318,84,33
INVSNP0002229,WH0002,PRD0050,2026-06-01,391,84,33
INVSNP0002230,WH0002,PRD0050,2026-07-01,349,84,33
INVSNP0002231,WH0002,PRD0050,2026-08-01,369,84,33
INVSNP0002232,WH0002,PRD0050,2026-09-01,338,84,33
INVSNP0002233,WH0002,PRD0135,2024-10-01,2558,710,284
INVSNP0002234,WH0002,PRD0135,2024-11-01,3972,710,284
INVSNP0002235,WH0002,PRD0135,2024-12-01,3616,710,284
INVSNP0002236,WH0002,PRD0135,2025-01-01,2784,710,284
INVSNP0002237,WH0002,PRD0135,2025-02-01,2614,710,284
INVSNP0002238,WH0002,PRD0135,2025-03-01,2424,710,284
INVSNP0002239,WH0002,PRD0135,2025-04-01,2766,710,284
INVSNP0002240,WH0002,PRD0135,2025-05-01,2970,710,284
INVSNP0002241,WH0002,PRD0135,2025-06-01,2483,710,284
INVSNP0002242,WH0002,PRD0135,2025-07-01,2730,710,284
INVSNP0002243,WH0002,PRD0135,2025-08-01,2809,710,284
INVSNP0002244,WH0002,PRD0135,2025-09-01,2720,710,284
INVSNP0002245,WH0002,PRD0135,2025-10-01,2572,710,284
INVSNP0002246,WH0002,PRD0135,2025-11-01,2055,710,284
INVSNP0002247,WH0002,PRD0135,2025-12-01,2560,710,284
INVSNP0002248,WH0002,PRD0135,2026-01-01,3539,710,284
INVSNP0002249,WH0002,PRD0135,2026-02-01,2687,710,284
INVSNP0002250,WH0002,PRD0135,2026-03-01,3221,710,284
INVSNP0002251,WH0002,PRD0135,2026-04-01,2521,710,284
INVSNP0002252,WH0002,PRD0135,2026-05-01,3187,710,284
INVSNP0002253,WH0002,PRD0135,2026-06-01,1623,710,284
INVSNP0002254,WH0002,PRD0135,2026-07-01,2956,710,284
INVSNP0002255,WH0002,PRD0135,2026-08-01,2717,710,284
INVSNP0002256,WH0002,PRD0135,2026-09-01,2116,710,284
INVSNP0002257,WH0002,PRD0059,2024-10-01,2965,722,288
INVSNP0002258,WH0002,PRD0059,2024-11-01,3224,722,288
INVSNP0002259,WH0002,PRD0059,2024-12-01,2567,722,288
INVSNP0002260,WH0002,PRD0059,2025-01-01,2847,722,288
INVSNP0002261,WH0002,PRD0059,2025-02-01,2628,722,288
INVSNP0002262,WH0002,PRD0059,2025-03-01,3326,722,288
INVSNP0002263,WH0002,PRD0059,2025-04-01,2569,722,288
INVSNP0002264,WH0002,PRD0059,2025-05-01,3633,722,288
INVSNP0002265,WH0002,PRD0059,2025-06-01,2925,722,288
INVSNP0002266,WH0002,PRD0059,2025-07-01,3018,722,288
INVSNP0002267,WH0002,PRD0059,2025-08-01,1756,722,288
INVSNP0002268,WH0002,PRD0059,2025-09-01,2911,722,288
INVSNP0002269,WH0002,PRD0059,2025-10-01,2802,722,288
INVSNP0002270,WH0002,PRD0059,2025-11-01,2401,722,288
INVSNP0002271,WH0002,PRD0059,2025-12-01,1789,722,288
INVSNP0002272,WH0002,PRD0059,2026-01-01,2398,722,288
INVSNP0002273,WH0002,PRD0059,2026-02-01,2849,722,288
INVSNP0002274,WH0002,PRD0059,2026-03-01,2537,722,288
INVSNP0002275,WH0002,PRD0059,2026-04-01,3397,722,288
INVSNP0002276,WH0002,PRD0059,2026-05-01,2815,722,288
INVSNP0002277,WH0002,PRD0059,2026-06-01,3152,722,288
INVSNP0002278,WH0002,PRD0059,2026-07-01,2689,722,288
INVSNP0002279,WH0002,PRD0059,2026-08-01,2750,722,288
INVSNP0002280,WH0002,PRD0059,2026-09-01,3523,722,288
INVSNP0002281,WH0002,PRD0029,2024-10-01,1264,376,150
INVSNP0002282,WH0002,PRD0029,2024-11-01,1535,376,150
INVSNP0002283,WH0002,PRD0029,2024-12-01,1317,376,150
INVSNP0002284,WH0002,PRD0029,2025-01-01,1731,376,150
INVSNP0002285,WH0002,PRD0029,2025-02-01,1182,376,150
INVSNP0002286,WH0002,PRD0029,2025-03-01,1610,376,150
INVSNP0002287,WH0002,PRD0029,2025-04-01,1551,376,150
INVSNP0002288,WH0002,PRD0029,2025-05-01,1555,376,150
INVSNP0002289,WH0002,PRD0029,2025-06-01,1346,376,150
INVSNP0002290,WH0002,PRD0029,2025-07-01,1545,376,150
INVSNP0002291,WH0002,PRD0029,2025-08-01,1676,376,150
INVSNP0002292,WH0002,PRD0029,2025-09-01,1500,376,150
INVSNP0002293,WH0002,PRD0029,2025-10-01,1717,376,150
INVSNP0002294,WH0002,PRD0029,2025-11-01,1684,376,150
INVSNP0002295,WH0002,PRD0029,2025-12-01,1629,376,150
INVSNP0002296,WH0002,PRD0029,2026-01-01,1769,376,150
INVSNP0002297,WH0002,PRD0029,2026-02-01,1653,376,150
INVSNP0002298,WH0002,PRD0029,2026-03-01,1709,376,150
INVSNP0002299,WH0002,PRD0029,2026-04-01,1533,376,150
INVSNP0002300,WH0002,PRD0029,2026-05-01,1440,376,150
INVSNP0002301,WH0002,PRD0029,2026-06-01,1672,376,150
INVSNP0002302,WH0002,PRD0029,2026-07-01,1841,376,150
INVSNP0002303,WH0002,PRD0029,2026-08-01,1634,376,150
INVSNP0002304,WH0002,PRD0029,2026-09-01,1601,376,150
INVSNP0002305,WH0002,PRD0009,2024-10-01,5636,1116,446
INVSNP0002306,WH0002,PRD0009,2024-11-01,4639,1116,446
INVSNP0002307,WH0002,PRD0009,2024-12-01,4972,1116,446
INVSNP0002308,WH0002,PRD0009,2025-01-01,5802,1116,446
INVSNP0002309,WH0002,PRD0009,2025-02-01,3994,1116,446
INVSNP0002310,WH0002,PRD0009,2025-03-01,4275,1116,446
INVSNP0002311,WH0002,PRD0009,2025-04-01,5631,1116,446
INVSNP0002312,WH0002,PRD0009,2025-05-01,5053,1116,446
INVSNP0002313,WH0002,PRD0009,2025-06-01,4011,1116,446
INVSNP0002314,WH0002,PRD0009,2025-07-01,4947,1116,446
INVSNP0002315,WH0002,PRD0009,2025-08-01,4887,1116,446
INVSNP0002316,WH0002,PRD0009,2025-09-01,3767,1116,446
INVSNP0002317,WH0002,PRD0009,2025-10-01,4873,1116,446
INVSNP0002318,WH0002,PRD0009,2025-11-01,5544,1116,446
INVSNP0002319,WH0002,PRD0009,2025-12-01,5242,1116,446
INVSNP0002320,WH0002,PRD0009,2026-01-01,3722,1116,446
INVSNP0002321,WH0002,PRD0009,2026-02-01,4482,1116,446
INVSNP0002322,WH0002,PRD0009,2026-03-01,3570,1116,446
INVSNP0002323,WH0002,PRD0009,2026-04-01,4195,1116,446
INVSNP0002324,WH0002,PRD0009,2026-05-01,3803,1116,446
INVSNP0002325,WH0002,PRD0009,2026-06-01,4341,1116,446
INVSNP0002326,WH0002,PRD0009,2026-07-01,4834,1116,446
INVSNP0002327,WH0002,PRD0009,2026-08-01,5222,1116,446
INVSNP0002328,WH0002,PRD0009,2026-09-01,4901,1116,446
INVSNP0002329,WH0002,PRD0085,2024-10-01,196,64,25
INVSNP0002330,WH0002,PRD0085,2024-11-01,192,64,25
INVSNP0002331,WH0002,PRD0085,2024-12-01,235,64,25
INVSNP0002332,WH0002,PRD0085,2025-01-01,256,64,25
INVSNP0002333,WH0002,PRD0085,2025-02-01,348,64,25
INVSNP0002334,WH0002,PRD0085,2025-03-01,177,64,25
INVSNP0002335,WH0002,PRD0085,2025-04-01,225,64,25
INVSNP0002336,WH0002,PRD0085,2025-05-01,220,64,25
INVSNP0002337,WH0002,PRD0085,2025-06-01,197,64,25
INVSNP0002338,WH0002,PRD0085,2025-07-01,295,64,25
INVSNP0002339,WH0002,PRD0085,2025-08-01,270,64,25
INVSNP0002340,WH0002,PRD0085,2025-09-01,283,64,25
INVSNP0002341,WH0002,PRD0085,2025-10-01,290,64,25
INVSNP0002342,WH0002,PRD0085,2025-11-01,187,64,25
INVSNP0002343,WH0002,PRD0085,2025-12-01,293,64,25
INVSNP0002344,WH0002,PRD0085,2026-01-01,227,64,25
INVSNP0002345,WH0002,PRD0085,2026-02-01,202,64,25
INVSNP0002346,WH0002,PRD0085,2026-03-01,271,64,25
INVSNP0002347,WH0002,PRD0085,2026-04-01,274,64,25
INVSNP0002348,WH0002,PRD0085,2026-05-01,314,64,25
INVSNP0002349,WH0002,PRD0085,2026-06-01,274,64,25
INVSNP0002350,WH0002,PRD0085,2026-07-01,306,64,25
INVSNP0002351,WH0002,PRD0085,2026-08-01,263,64,25
INVSNP0002352,WH0002,PRD0085,2026-09-01,327,64,25
INVSNP0002353,WH0002,PRD0105,2024-10-01,1871,442,177
INVSNP0002354,WH0002,PRD0105,2024-11-01,1453,442,177
INVSNP0002355,WH0002,PRD0105,2024-12-01,1229,442,177
INVSNP0002356,WH0002,PRD0105,2025-01-01,1709,442,177
INVSNP0002357,WH0002,PRD0105,2025-02-01,1805,442,177
INVSNP0002358,WH0002,PRD0105,2025-03-01,1743,442,177
INVSNP0002359,WH0002,PRD0105,2025-04-01,1528,442,177
INVSNP0002360,WH0002,PRD0105,2025-05-01,1880,442,177
INVSNP0002361,WH0002,PRD0105,2025-06-01,1657,442,177
INVSNP0002362,WH0002,PRD0105,2025-07-01,2000,442,177
INVSNP0002363,WH0002,PRD0105,2025-08-01,1902,442,177
INVSNP0002364,WH0002,PRD0105,2025-09-01,2348,442,177
INVSNP0002365,WH0002,PRD0105,2025-10-01,1712,442,177
INVSNP0002366,WH0002,PRD0105,2025-11-01,1759,442,177
INVSNP0002367,WH0002,PRD0105,2025-12-01,1914,442,177
INVSNP0002368,WH0002,PRD0105,2026-01-01,1926,442,177
INVSNP0002369,WH0002,PRD0105,2026-02-01,1896,442,177
INVSNP0002370,WH0002,PRD0105,2026-03-01,1802,442,177
INVSNP0002371,WH0002,PRD0105,2026-04-01,1872,442,177
INVSNP0002372,WH0002,PRD0105,2026-05-01,1468,442,177
INVSNP0002373,WH0002,PRD0105,2026-06-01,1970,442,177
INVSNP0002374,WH0002,PRD0105,2026-07-01,2153,442,177
INVSNP0002375,WH0002,PRD0105,2026-08-01,2004,442,177
INVSNP0002376,WH0002,PRD0105,2026-09-01,2123,442,177
INVSNP0002377,WH0002,PRD0036,2024-10-01,4131,1017,406
INVSNP0002378,WH0002,PRD0036,2024-11-01,4170,1017,406
INVSNP0002379,WH0002,PRD0036,2024-12-01,3635,1017,406
INVSNP0002380,WH0002,PRD0036,2025-01-01,4468,1017,406
INVSNP0002381,WH0002,PRD0036,2025-02-01,2986,1017,406
INVSNP0002382,WH0002,PRD0036,2025-03-01,4237,1017,406
INVSNP0002383,WH0002,PRD0036,2025-04-01,2887,1017,406
INVSNP0002384,WH0002,PRD0036,2025-05-01,3989,1017,406
INVSNP0002385,WH0002,PRD0036,2025-06-01,4037,1017,406
INVSNP0002386,WH0002,PRD0036,2025-07-01,3632,1017,406
INVSNP0002387,WH0002,PRD0036,2025-08-01,4162,1017,406
INVSNP0002388,WH0002,PRD0036,2025-09-01,3861,1017,406
INVSNP0002389,WH0002,PRD0036,2025-10-01,4568,1017,406
INVSNP0002390,WH0002,PRD0036,2025-11-01,3962,1017,406
INVSNP0002391,WH0002,PRD0036,2025-12-01,3500,1017,406
INVSNP0002392,WH0002,PRD0036,2026-01-01,4251,1017,406
INVSNP0002393,WH0002,PRD0036,2026-02-01,2972,1017,406
INVSNP0002394,WH0002,PRD0036,2026-03-01,4069,1017,406
INVSNP0002395,WH0002,PRD0036,2026-04-01,4665,1017,406
INVSNP0002396,WH0002,PRD0036,2026-05-01,4686,1017,406
INVSNP0002397,WH0002,PRD0036,2026-06-01,3194,1017,406
INVSNP0002398,WH0002,PRD0036,2026-07-01,3944,1017,406
INVSNP0002399,WH0002,PRD0036,2026-08-01,4987,1017,406
INVSNP0002400,WH0002,PRD0036,2026-09-01,3582,1017,406
INVSNP0002401,WH0002,PRD0145,2024-10-01,1360,391,156
INVSNP0002402,WH0002,PRD0145,2024-11-01,1062,391,156
INVSNP0002403,WH0002,PRD0145,2024-12-01,1886,391,156
INVSNP0002404,WH0002,PRD0145,2025-01-01,1407,391,156
INVSNP0002405,WH0002,PRD0145,2025-02-01,2289,391,156
INVSNP0002406,WH0002,PRD0145,2025-03-01,1448,391,156
INVSNP0002407,WH0002,PRD0145,2025-04-01,1797,391,156
INVSNP0002408,WH0002,PRD0145,2025-05-01,1810,391,156
INVSNP0002409,WH0002,PRD0145,2025-06-01,1467,391,156
INVSNP0002410,WH0002,PRD0145,2025-07-01,1526,391,156
INVSNP0002411,WH0002,PRD0145,2025-08-01,1629,391,156
INVSNP0002412,WH0002,PRD0145,2025-09-01,2240,391,156
INVSNP0002413,WH0002,PRD0145,2025-10-01,1222,391,156
INVSNP0002414,WH0002,PRD0145,2025-11-01,1569,391,156
INVSNP0002415,WH0002,PRD0145,2025-12-01,1680,391,156
INVSNP0002416,WH0002,PRD0145,2026-01-01,1595,391,156
INVSNP0002417,WH0002,PRD0145,2026-02-01,1976,391,156
INVSNP0002418,WH0002,PRD0145,2026-03-01,1532,391,156
INVSNP0002419,WH0002,PRD0145,2026-04-01,1623,391,156
INVSNP0002420,WH0002,PRD0145,2026-05-01,1306,391,156
INVSNP0002421,WH0002,PRD0145,2026-06-01,1466,391,156
INVSNP0002422,WH0002,PRD0145,2026-07-01,1715,391,156
INVSNP0002423,WH0002,PRD0145,2026-08-01,1674,391,156
INVSNP0002424,WH0002,PRD0145,2026-09-01,1585,391,156
INVSNP0002425,WH0002,PRD0080,2024-10-01,4557,1187,474
INVSNP0002426,WH0002,PRD0080,2024-11-01,3681,1187,474
INVSNP0002427,WH0002,PRD0080,2024-12-01,4982,1187,474
INVSNP0002428,WH0002,PRD0080,2025-01-01,5439,1187,474
INVSNP0002429,WH0002,PRD0080,2025-02-01,4700,1187,474
INVSNP0002430,WH0002,PRD0080,2025-03-01,5173,1187,474
INVSNP0002431,WH0002,PRD0080,2025-04-01,5330,1187,474
INVSNP0002432,WH0002,PRD0080,2025-05-01,4393,1187,474
INVSNP0002433,WH0002,PRD0080,2025-06-01,4174,1187,474
INVSNP0002434,WH0002,PRD0080,2025-07-01,4505,1187,474
INVSNP0002435,WH0002,PRD0080,2025-08-01,3212,1187,474
INVSNP0002436,WH0002,PRD0080,2025-09-01,4428,1187,474
INVSNP0002437,WH0002,PRD0080,2025-10-01,4945,1187,474
INVSNP0002438,WH0002,PRD0080,2025-11-01,5560,1187,474
INVSNP0002439,WH0002,PRD0080,2025-12-01,4159,1187,474
INVSNP0002440,WH0002,PRD0080,2026-01-01,5096,1187,474
INVSNP0002441,WH0002,PRD0080,2026-02-01,4296,1187,474
INVSNP0002442,WH0002,PRD0080,2026-03-01,3552,1187,474
INVSNP0002443,WH0002,PRD0080,2026-04-01,5034,1187,474
INVSNP0002444,WH0002,PRD0080,2026-05-01,4497,1187,474
INVSNP0002445,WH0002,PRD0080,2026-06-01,5685,1187,474
INVSNP0002446,WH0002,PRD0080,2026-07-01,5855,1187,474
INVSNP0002447,WH0002,PRD0080,2026-08-01,4668,1187,474
INVSNP0002448,WH0002,PRD0080,2026-09-01,4849,1187,474
INVSNP0002449,WH0002,PRD0048,2024-10-01,1067,294,117
INVSNP0002450,WH0002,PRD0048,2024-11-01,987,294,117
INVSNP0002451,WH0002,PRD0048,2024-12-01,833,294,117
INVSNP0002452,WH0002,PRD0048,2025-01-01,1328,294,117
INVSNP0002453,WH0002,PRD0048,2025-02-01,1425,294,117
INVSNP0002454,WH0002,PRD0048,2025-03-01,1344,294,117
INVSNP0002455,WH0002,PRD0048,2025-04-01,1286,294,117
INVSNP0002456,WH0002,PRD0048,2025-05-01,1142,294,117
INVSNP0002457,WH0002,PRD0048,2025-06-01,1186,294,117
INVSNP0002458,WH0002,PRD0048,2025-07-01,1324,294,117
INVSNP0002459,WH0002,PRD0048,2025-08-01,1220,294,117
INVSNP0002460,WH0002,PRD0048,2025-09-01,896,294,117
INVSNP0002461,WH0002,PRD0048,2025-10-01,1102,294,117
INVSNP0002462,WH0002,PRD0048,2025-11-01,951,294,117
INVSNP0002463,WH0002,PRD0048,2025-12-01,1056,294,117
INVSNP0002464,WH0002,PRD0048,2026-01-01,1373,294,117
INVSNP0002465,WH0002,PRD0048,2026-02-01,1296,294,117
INVSNP0002466,WH0002,PRD0048,2026-03-01,1315,294,117
INVSNP0002467,WH0002,PRD0048,2026-04-01,1217,294,117
INVSNP0002468,WH0002,PRD0048,2026-05-01,1249,294,117
INVSNP0002469,WH0002,PRD0048,2026-06-01,1469,294,117
INVSNP0002470,WH0002,PRD0048,2026-07-01,1318,294,117
INVSNP0002471,WH0002,PRD0048,2026-08-01,1221,294,117
INVSNP0002472,WH0002,PRD0048,2026-09-01,1154,294,117
INVSNP0002473,WH0002,PRD0006,2024-10-01,1120,297,119
INVSNP0002474,WH0002,PRD0006,2024-11-01,1072,297,119
INVSNP0002475,WH0002,PRD0006,2024-12-01,1027,297,119
INVSNP0002476,WH0002,PRD0006,2025-01-01,1193,297,119
INVSNP0002477,WH0002,PRD0006,2025-02-01,1064,297,119
INVSNP0002478,WH0002,PRD0006,2025-03-01,1063,297,119
INVSNP0002479,WH0002,PRD0006,2025-04-01,1344,297,119
INVSNP0002480,WH0002,PRD0006,2025-05-01,1087,297,119
INVSNP0002481,WH0002,PRD0006,2025-06-01,1440,297,119
INVSNP0002482,WH0002,PRD0006,2025-07-01,1288,297,119
INVSNP0002483,WH0002,PRD0006,2025-08-01,1283,297,119
INVSNP0002484,WH0002,PRD0006,2025-09-01,1197,297,119
INVSNP0002485,WH0002,PRD0006,2025-10-01,1413,297,119
INVSNP0002486,WH0002,PRD0006,2025-11-01,973,297,119
INVSNP0002487,WH0002,PRD0006,2025-12-01,1070,297,119
INVSNP0002488,WH0002,PRD0006,2026-01-01,1358,297,119
INVSNP0002489,WH0002,PRD0006,2026-02-01,1137,297,119
INVSNP0002490,WH0002,PRD0006,2026-03-01,1239,297,119
INVSNP0002491,WH0002,PRD0006,2026-04-01,924,297,119
INVSNP0002492,WH0002,PRD0006,2026-05-01,1243,297,119
INVSNP0002493,WH0002,PRD0006,2026-06-01,993,297,119
INVSNP0002494,WH0002,PRD0006,2026-07-01,1088,297,119
INVSNP0002495,WH0002,PRD0006,2026-08-01,1608,297,119
INVSNP0002496,WH0002,PRD0006,2026-09-01,1057,297,119
INVSNP0002497,WH0002,PRD0123,2024-10-01,699,225,90
INVSNP0002498,WH0002,PRD0123,2024-11-01,941,225,90
INVSNP0002499,WH0002,PRD0123,2024-12-01,909,225,90
INVSNP0002500,WH0002,PRD0123,2025-01-01,933,225,90
INVSNP0002501,WH0002,PRD0123,2025-02-01,1007,225,90
INVSNP0002502,WH0002,PRD0123,2025-03-01,1095,225,90
INVSNP0002503,WH0002,PRD0123,2025-04-01,664,225,90
INVSNP0002504,WH0002,PRD0123,2025-05-01,913,225,90
INVSNP0002505,WH0002,PRD0123,2025-06-01,776,225,90
INVSNP0002506,WH0002,PRD0123,2025-07-01,844,225,90
INVSNP0002507,WH0002,PRD0123,2025-08-01,1095,225,90
INVSNP0002508,WH0002,PRD0123,2025-09-01,1039,225,90
INVSNP0002509,WH0002,PRD0123,2025-10-01,1020,225,90
INVSNP0002510,WH0002,PRD0123,2025-11-01,671,225,90
INVSNP0002511,WH0002,PRD0123,2025-12-01,984,225,90
INVSNP0002512,WH0002,PRD0123,2026-01-01,1155,225,90
INVSNP0002513,WH0002,PRD0123,2026-02-01,725,225,90
INVSNP0002514,WH0002,PRD0123,2026-03-01,984,225,90
INVSNP0002515,WH0002,PRD0123,2026-04-01,742,225,90
INVSNP0002516,WH0002,PRD0123,2026-05-01,914,225,90
INVSNP0002517,WH0002,PRD0123,2026-06-01,865,225,90
INVSNP0002518,WH0002,PRD0123,2026-07-01,757,225,90
INVSNP0002519,WH0002,PRD0123,2026-08-01,937,225,90
INVSNP0002520,WH0002,PRD0123,2026-09-01,1274,225,90
INVSNP0002521,WH0002,PRD0114,2024-10-01,2918,801,320
INVSNP0002522,WH0002,PRD0114,2024-11-01,2937,801,320
INVSNP0002523,WH0002,PRD0114,2024-12-01,3394,801,320
INVSNP0002524,WH0002,PRD0114,2025-01-01,2950,801,320
INVSNP0002525,WH0002,PRD0114,2025-02-01,2909,801,320
INVSNP0002526,WH0002,PRD0114,2025-03-01,3016,801,320
INVSNP0002527,WH0002,PRD0114,2025-04-01,3287,801,320
INVSNP0002528,WH0002,PRD0114,2025-05-01,4860,801,320
INVSNP0002529,WH0002,PRD0114,2025-06-01,3029,801,320
INVSNP0002530,WH0002,PRD0114,2025-07-01,3154,801,320
INVSNP0002531,WH0002,PRD0114,2025-08-01,2834,801,320
INVSNP0002532,WH0002,PRD0114,2025-09-01,3208,801,320
INVSNP0002533,WH0002,PRD0114,2025-10-01,3584,801,320
INVSNP0002534,WH0002,PRD0114,2025-11-01,2937,801,320
INVSNP0002535,WH0002,PRD0114,2025-12-01,2745,801,320
INVSNP0002536,WH0002,PRD0114,2026-01-01,2845,801,320
INVSNP0002537,WH0002,PRD0114,2026-02-01,3878,801,320
INVSNP0002538,WH0002,PRD0114,2026-03-01,3346,801,320
INVSNP0002539,WH0002,PRD0114,2026-04-01,2267,801,320
INVSNP0002540,WH0002,PRD0114,2026-05-01,3688,801,320
INVSNP0002541,WH0002,PRD0114,2026-06-01,4134,801,320
INVSNP0002542,WH0002,PRD0114,2026-07-01,3783,801,320
INVSNP0002543,WH0002,PRD0114,2026-08-01,2437,801,320
INVSNP0002544,WH0002,PRD0114,2026-09-01,3222,801,320
INVSNP0002545,WH0002,PRD0126,2024-10-01,4760,1229,491
INVSNP0002546,WH0002,PRD0126,2024-11-01,5133,1229,491
INVSNP0002547,WH0002,PRD0126,2024-12-01,4088,1229,491
INVSNP0002548,WH0002,PRD0126,2025-01-01,6294,1229,491
INVSNP0002549,WH0002,PRD0126,2025-02-01,5880,1229,491
INVSNP0002550,WH0002,PRD0126,2025-03-01,4974,1229,491
INVSNP0002551,WH0002,PRD0126,2025-04-01,5511,1229,491
INVSNP0002552,WH0002,PRD0126,2025-05-01,4808,1229,491
INVSNP0002553,WH0002,PRD0126,2025-06-01,4952,1229,491
INVSNP0002554,WH0002,PRD0126,2025-07-01,5226,1229,491
INVSNP0002555,WH0002,PRD0126,2025-08-01,4489,1229,491
INVSNP0002556,WH0002,PRD0126,2025-09-01,3975,1229,491
INVSNP0002557,WH0002,PRD0126,2025-10-01,4665,1229,491
INVSNP0002558,WH0002,PRD0126,2025-11-01,4064,1229,491
INVSNP0002559,WH0002,PRD0126,2025-12-01,4923,1229,491
INVSNP0002560,WH0002,PRD0126,2026-01-01,6103,1229,491
INVSNP0002561,WH0002,PRD0126,2026-02-01,4093,1229,491
INVSNP0002562,WH0002,PRD0126,2026-03-01,4460,1229,491
INVSNP0002563,WH0002,PRD0126,2026-04-01,5319,1229,491
INVSNP0002564,WH0002,PRD0126,2026-05-01,5529,1229,491
INVSNP0002565,WH0002,PRD0126,2026-06-01,3558,1229,491
INVSNP0002566,WH0002,PRD0126,2026-07-01,3168,1229,491
INVSNP0002567,WH0002,PRD0126,2026-08-01,4475,1229,491
INVSNP0002568,WH0002,PRD0126,2026-09-01,4590,1229,491
INVSNP0002569,WH0002,PRD0053,2024-10-01,2387,709,283
INVSNP0002570,WH0002,PRD0053,2024-11-01,3006,709,283
INVSNP0002571,WH0002,PRD0053,2024-12-01,2047,709,283
INVSNP0002572,WH0002,PRD0053,2025-01-01,2418,709,283
INVSNP0002573,WH0002,PRD0053,2025-02-01,3174,709,283
INVSNP0002574,WH0002,PRD0053,2025-03-01,2011,709,283
INVSNP0002575,WH0002,PRD0053,2025-04-01,2984,709,283
INVSNP0002576,WH0002,PRD0053,2025-05-01,2953,709,283
INVSNP0002577,WH0002,PRD0053,2025-06-01,2389,709,283
INVSNP0002578,WH0002,PRD0053,2025-07-01,3084,709,283
INVSNP0002579,WH0002,PRD0053,2025-08-01,2923,709,283
INVSNP0002580,WH0002,PRD0053,2025-09-01,3225,709,283
INVSNP0002581,WH0002,PRD0053,2025-10-01,2348,709,283
INVSNP0002582,WH0002,PRD0053,2025-11-01,2262,709,283
INVSNP0002583,WH0002,PRD0053,2025-12-01,2815,709,283
INVSNP0002584,WH0002,PRD0053,2026-01-01,2262,709,283
