po_id,supplier_node_id,product_id,order_date,quantity,unit_price,currency,total_value,status,supplier_name,supplier_country,esg_score,product_name,category,invoice_date,payment_status,payment_date,order_month,country_risk_index,currency_volatility,sanctions_flag
PO000396,SUP0009,PRD0122,2024-11-01,314,2130.46,USD,668964.44,fulfilled,Munoz-Roman,United States,66.0,CHEM-Customer-122,Chemicals,2024-11-03,pending,,2024-11,5.0,0.028,False
PO000397,SUP0032,PRD0057,2026-06-17,508,2929.23,USD,1488048.84,fulfilled,"Lynch, Hernandez and Farmer",Vietnam,57.2,CHEM-Ask-57,Chemicals,2026-06-24,pending,,2026-06,45.6,0.092,False
PO000398,SUP0004,PRD0073,2026-09-02,232,1173.24,USD,272191.68,fulfilled,"Johnson, Gonzalez and Santos",Mexico,76.5,PACK-Maintain-73,Packaging,2026-09-15,paid,2026-10-08,2026-09,36.8,0.112,False
PO000399,SUP0001,PRD0125,2026-02-02,935,502.54,USD,469874.9,fulfilled,"Rodriguez, Figueroa and Sanchez",South Korea,74.7,TEXT-Article-125,Textiles,2026-02-10,pending,,2026-02,24.6,0.07,False
PO000400,SUP0002,PRD0118,2025-01-29,448,1753.63,USD,785626.24,fulfilled,Rhodes PLC,Germany,87.8,CHEM-Recently-118,Chemicals,2025-02-06,paid,2025-03-17,2025-01,12.6,0.045,False
PO000401,SUP0006,PRD0141,2024-12-24,790,2.32,USD,1832.8,fulfilled,Blake and Sons,China,58.0,CHEM-Art-141,Chemicals,2025-01-07,paid,2025-02-18,2024-12,27.0,0.072,False
PO000402,SUP0030,PRD0102,2025-07-02,405,641.96,USD,259993.8,fulfilled,Stanton-Gill,Indonesia,60.5,TEXT-Artist-102,Textiles,2025-07-03,paid,2025-07-16,2025-07,48.1,0.118,False
PO000403,SUP0035,PRD0055,2026-06-20,323,859.74,USD,277696.02,fulfilled,Allen PLC,Brazil,54.5,FURN-Race-55,Furniture,2026-07-03,overdue,,2026-06,57.0,0.161,False
PO000404,SUP0014,PRD0066,2025-10-08,107,1359.33,USD,145448.31,open,"Flowers, Martin and Kelly",United States,46.7,TEXT-Customer-66,Textiles,2025-10-12,paid,2025-11-05,2025-10,17.3,0.029,False
PO000405,SUP0039,PRD0147,2024-12-16,661,14.15,USD,9353.15,fulfilled,"Campos, Vaughn and Marquez",South Korea,62.6,FURN-Physical-147,Furniture,2024-12-27,paid,2025-02-04,2024-12,22.2,0.063,False
PO000406,SUP0027,PRD0045,2024-12-08,542,1954.05,USD,1059095.1,fulfilled,"Valencia, Smith and Le",Vietnam,70.4,CHEM-Lawyer-45,Chemicals,2024-12-10,pending,,2024-12,40.9,0.076,False
PO000407,SUP0021,PRD0137,2025-02-26,708,450.93,USD,319258.44,fulfilled,"Ellis, Baker and Wright",India,80.5,FOOD-Wide-137,Food & Beverage,2025-02-27,paid,2025-03-24,2025-02,43.3,0.085,False
PO000408,SUP0039,PRD0037,2025-10-31,511,2.35,USD,1200.85,open,"Campos, Vaughn and Marquez",South Korea,62.6,CHEM-Still-37,Chemicals,2025-11-14,paid,2025-12-13,2025-10,21.2,0.085,False
PO000409,SUP0012,PRD0095,2025-06-02,131,12.31,USD,1612.61,fulfilled,Stanley LLC,Japan,60.6,PACK-Investment-95,Packaging,2025-06-14,paid,2025-07-05,2025-06,16.0,0.035,False
PO000410,SUP0033,PRD0034,2025-05-21,127,91.51,USD,11621.77,open,"Sellers, George and Burns",China,78.7,CHEM-Part-34,Chemicals,2025-05-29,paid,2025-06-09,2025-05,29.6,0.085,False
PO000411,SUP0028,PRD0104,2026-01-14,423,2.84,USD,1201.32,fulfilled,"Potter, Mack and Peterson",Germany,88.1,AUTO-Hundred-104,Automotive Parts,2026-01-24,paid,2026-02-13,2026-01,9.7,0.035,False
PO000412,SUP0035,PRD0142,2026-01-26,513,423.72,USD,217368.36,cancelled,Allen PLC,Brazil,54.5,TEXT-Movie-142,Textiles,,,,2026-01,47.9,0.095,False
PO000413,SUP0013,PRD0040,2025-04-21,135,3.0,USD,405.0,fulfilled,Delacruz Group,Germany,77.3,FURN-Investment-40,Furniture,2025-05-05,paid,2025-06-17,2025-04,7.2,0.043,False
PO000414,SUP0040,PRD0091,2025-10-03,75,3.99,USD,299.25,fulfilled,"Santos, Kim and Holmes",Turkey,71.1,FOOD-Some-91,Food & Beverage,2025-10-10,overdue,,2025-10,58.9,0.256,False
PO000415,SUP0016,PRD0068,2025-10-18,387,73.08,USD,28281.96,fulfilled,"Sanchez, Ford and Nelson",Mexico,67.6,FURN-List-68,Furniture,2025-10-23,paid,2025-11-14,2025-10,40.8,0.138,False
PO000416,SUP0001,PRD0063,2025-09-12,76,42.02,USD,3193.52,fulfilled,"Rodriguez, Figueroa and Sanchez",South Korea,74.7,AUTO-Boy-63,Automotive Parts,2025-09-19,paid,2025-10-12,2025-09,18.8,0.059,False
PO000417,SUP0008,PRD0024,2026-03-29,464,2.31,USD,1071.84,open,Davis Inc,Pakistan,69.7,MACH-Family-24,Machinery,2026-04-08,paid,2026-05-14,2026-03,71.9,0.327,False
PO000418,SUP0037,PRD0060,2024-11-07,145,2.31,USD,334.95,fulfilled,"Cannon, Anderson and Alvarez",United States,65.1,TEXT-Group-60,Textiles,2024-11-15,paid,2024-12-21,2024-11,14.8,0.037,False
PO000419,SUP0008,PRD0015,2026-02-17,403,265.0,USD,106795.0,fulfilled,Davis Inc,Pakistan,69.7,TEXT-Drop-15,Textiles,2026-02-28,paid,2026-03-08,2026-02,67.2,0.238,False
PO000420,SUP0036,PRD0114,2025-12-22,241,22.04,USD,5311.64,fulfilled,Dennis Inc,South Korea,60.1,FOOD-Same-114,Food & Beverage,2026-01-04,overdue,,2025-12,24.1,0.077,False
PO000421,SUP0023,PRD0145,2024-12-07,812,966.37,USD,784692.44,cancelled,Robinson-Bright,Indonesia,70.0,MACH-Cultural-145,Machinery,,,,2024-12,46.4,0.115,False
PO000422,SUP0037,PRD0132,2026-08-25,657,904.5,USD,594256.5,fulfilled,"Cannon, Anderson and Alvarez",United States,65.1,CHEM-Art-132,Chemicals,2026-09-04,paid,2026-10-03,2026-08,15.8,0.024,False
PO000423,SUP0019,PRD0064,2024-12-18,176,2911.62,USD,512445.12,open,Clark PLC,Germany,69.9,AUTO-Energy-64,Automotive Parts,2024-12-30,paid,2025-02-10,2024-12,14.4,0.028,False
PO000424,SUP0019,PRD0078,2025-06-20,371,43.1,USD,15990.1,fulfilled,Clark PLC,Germany,69.9,AUTO-Level-78,Automotive Parts,2025-06-26,paid,2025-07-04,2025-06,8.4,0.058,False
PO000425,SUP0040,PRD0105,2024-09-19,325,6.29,USD,2044.25,fulfilled,"Santos, Kim and Holmes",Turkey,71.1,FOOD-Able-105,Food & Beverage,2024-09-26,paid,2024-11-02,2024-09,,,
PO000426,SUP0008,PRD0081,2026-04-17,451,4326.06,USD,1951053.06,fulfilled,Davis Inc,Pakistan,69.7,PACK-Total-81,Packaging,2026-04-30,overdue,,2026-04,58.2,0.24,False
PO000427,SUP0018,PRD0091,2025-12-14,314,23.27,USD,7306.78,fulfilled,Underwood LLC,Philippines,54.2,FOOD-Some-91,Food & Beverage,2025-12-26,paid,2026-01-13,2025-12,37.3,0.134,False
PO000428,SUP0020,PRD0014,2025-04-28,200,34.59,USD,6918.0,fulfilled,Lewis-Porter,Pakistan,59.2,PACK-Artist-14,Packaging,2025-05-06,paid,2025-05-11,2025-04,66.7,0.245,False
PO000429,SUP0001,PRD0135,2025-07-31,591,4501.24,USD,2660232.84,fulfilled,"Rodriguez, Figueroa and Sanchez",South Korea,74.7,CHEM-Me-135,Chemicals,2025-08-11,paid,2025-08-31,2025-07,19.1,0.063,False
PO000430,SUP0014,PRD0109,2025-11-05,898,352.77,USD,316787.46,open,"Flowers, Martin and Kelly",United States,46.7,CHEM-Step-109,Chemicals,2025-11-17,pending,,2025-11,9.4,0.029,False
PO000431,SUP0008,PRD0133,2025-07-10,796,547.22,USD,435587.12,fulfilled,Davis Inc,Pakistan,69.7,PACK-Apply-133,Packaging,2025-07-14,overdue,,2025-07,57.0,0.24,False
PO000432,SUP0006,PRD0036,2026-03-14,142,1224.77,USD,173917.34,fulfilled,Blake and Sons,China,58.0,ELEC-Eight-36,Electronics,2026-03-19,paid,2026-04-28,2026-03,27.3,0.072,False
PO000433,SUP0030,PRD0038,2025-10-29,353,358.21,USD,126448.13,open,Stanton-Gill,Indonesia,60.5,ELEC-Material-38,Electronics,2025-11-02,paid,2025-12-02,2025-10,41.1,0.128,False
PO000434,SUP0017,PRD0012,2024-09-21,454,10.51,USD,4771.54,fulfilled,"Hawkins, Cohen and Cameron",Nigeria,42.8,ELEC-Second-12,Electronics,2024-09-30,pending,,2024-09,,,
PO000435,SUP0032,PRD0007,2025-11-22,253,378.47,USD,95752.91,fulfilled,"Lynch, Hernandez and Farmer",Vietnam,57.2,TEXT-Drug-7,Textiles,2025-11-26,pending,,2025-11,43.3,0.103,False
PO000436,SUP0010,PRD0068,2025-06-22,56,2.4,USD,134.4,fulfilled,"Martinez, Nielsen and Miller",Egypt,43.6,FURN-List-68,Furniture,2025-06-25,paid,2025-08-01,2025-06,51.9,0.188,False
PO000437,SUP0026,PRD0137,2024-11-07,81,1546.67,USD,125280.27,fulfilled,James-Ferrell,Egypt,85.3,FOOD-Wide-137,Food & Beverage,2024-11-12,overdue,,2024-11,58.5,0.192,False
PO000438,SUP0027,PRD0051,2026-06-14,355,1358.02,USD,482097.1,fulfilled,"Valencia, Smith and Le",Vietnam,70.4,AUTO-Shoulder-51,Automotive Parts,2026-06-26,paid,2026-07-14,2026-06,45.3,0.102,False
PO000439,SUP0019,PRD0033,2024-11-17,395,1077.52,USD,425620.4,open,Clark PLC,Germany,69.9,PACK-Own-33,Packaging,2024-11-24,overdue,,2024-11,16.4,0.037,False
PO000440,SUP0012,PRD0105,2025-06-09,477,1034.81,USD,493604.37,fulfilled,Stanley LLC,Japan,60.6,FOOD-Able-105,Food & Beverage,2025-06-14,paid,2025-07-04,2025-06,16.0,0.035,False
PO000441,SUP0011,PRD0046,2025-05-26,34,354.13,USD,12040.42,fulfilled,"Montgomery, Hensley and Ray",Indonesia,56.0,FOOD-Health-46,Food & Beverage,2025-06-04,paid,2025-07-09,2025-05,47.0,0.137,False
PO000442,SUP0040,PRD0034,2026-06-09,31,139.89,USD,4336.59,cancelled,"Santos, Kim and Holmes",Turkey,71.1,CHEM-Part-34,Chemicals,,,,2026-06,54.0,0.234,False
PO000443,SUP0036,PRD0136,2025-08-19,106,140.01,USD,14841.06,cancelled,Dennis Inc,South Korea,60.1,AUTO-Morning-136,Automotive Parts,,,,2025-08,23.0,0.072,False
PO000444,SUP0023,PRD0078,2026-06-12,49,853.71,USD,41831.79,open,Robinson-Bright,Indonesia,70.0,AUTO-Level-78,Automotive Parts,2026-06-16,paid,2026-07-18,2026-06,45.2,0.047,False
PO000445,SUP0019,PRD0018,2025-08-30,287,3975.84,USD,1141066.08,cancelled,Clark PLC,Germany,69.9,FURN-Almost-18,Furniture,,,,2025-08,9.7,0.033,False
PO000446,SUP0024,PRD0046,2025-02-28,87,3.21,USD,279.27,fulfilled,Campos Inc,Mexico,79.6,FOOD-Health-46,Food & Beverage,2025-03-12,paid,2025-04-07,2025-02,45.3,0.125,False
PO000447,SUP0002,PRD0036,2025-11-21,787,1945.42,USD,1531045.54,open,Rhodes PLC,Germany,87.8,ELEC-Eight-36,Electronics,2025-12-01,paid,2026-01-03,2025-11,11.3,0.042,False
PO000448,SUP0034,PRD0066,2025-02-21,86,1825.44,USD,156987.84,open,Koch-Decker,India,69.9,TEXT-Customer-66,Textiles,2025-03-07,pending,,2025-02,37.7,0.09,False
PO000449,SUP0039,PRD0019,2026-08-03,286,465.59,USD,133158.74,fulfilled,"Campos, Vaughn and Marquez",South Korea,62.6,PACK-Trade-19,Packaging,2026-08-07,overdue,,2026-08,22.7,0.076,False
PO000450,SUP0010,PRD0017,2024-12-21,99,3.14,USD,310.86,fulfilled,"Martinez, Nielsen and Miller",Egypt,43.6,TEXT-Western-17,Textiles,2024-12-30,paid,2025-01-19,2024-12,48.1,0.214,False
PO000451,SUP0013,PRD0040,2026-02-05,90,928.28,USD,83545.2,fulfilled,Delacruz Group,Germany,77.3,FURN-Investment-40,Furniture,2026-02-15,paid,2026-03-18,2026-02,12.2,0.038,False
PO000452,SUP0002,PRD0057,2025-12-03,40,2062.06,USD,82482.4,fulfilled,Rhodes PLC,Germany,87.8,CHEM-Ask-57,Chemicals,2025-12-10,pending,,2025-12,12.4,0.044,False
PO000453,SUP0006,PRD0119,2025-09-16,424,555.46,USD,235515.04,fulfilled,Blake and Sons,China,58.0,TEXT-Serious-119,Textiles,2025-09-27,paid,2025-10-02,2025-09,23.1,0.072,False
PO000454,SUP0005,PRD0102,2026-05-20,241,471.08,USD,113530.28,open,Cole LLC,Mexico,58.0,TEXT-Artist-102,Textiles,2026-05-31,overdue,,2026-05,37.7,0.134,False
PO000455,SUP0040,PRD0021,2026-05-01,611,121.57,USD,74279.27,open,"Santos, Kim and Holmes",Turkey,71.1,MACH-Avoid-21,Machinery,2026-05-03,paid,2026-05-29,2026-05,62.6,0.151,False
PO000456,SUP0040,PRD0075,2026-06-20,348,104.0,USD,36192.0,fulfilled,"Santos, Kim and Holmes",Turkey,71.1,TEXT-Two-75,Textiles,2026-07-04,overdue,,2026-06,54.0,0.234,False
PO000457,SUP0008,PRD0024,2025-07-08,375,4.17,USD,1563.75,fulfilled,Davis Inc,Pakistan,69.7,MACH-Family-24,Machinery,2025-07-09,pending,,2025-07,57.0,0.24,False
PO000458,SUP0030,PRD0038,2025-04-28,167,1395.32,USD,233018.44,open,Stanton-Gill,Indonesia,60.5,ELEC-Material-38,Electronics,2025-04-30,paid,2025-05-08,2025-04,40.8,0.151,False
PO000459,SUP0040,PRD0108,2024-11-14,58,110.55,USD,6411.9,fulfilled,"Santos, Kim and Holmes",Turkey,71.1,FURN-With-108,Furniture,2024-11-21,paid,2024-12-28,2024-11,60.2,0.228,False
PO000460,SUP0002,PRD0018,2026-03-18,442,8.7,USD,3845.4,fulfilled,Rhodes PLC,Germany,87.8,FURN-Almost-18,Furniture,2026-03-19,paid,2026-04-12,2026-03,14.7,0.046,False
PO000461,SUP0030,PRD0139,2026-04-29,560,552.22,USD,309243.2,open,Stanton-Gill,Indonesia,60.5,FOOD-Nice-139,Food & Beverage,2026-05-12,paid,2026-06-17,2026-04,43.4,0.117,False
PO000462,SUP0019,PRD0023,2026-05-11,127,2.32,USD,294.64,fulfilled,Clark PLC,Germany,69.9,MACH-Economy-23,Machinery,2026-05-14,paid,2026-06-15,2026-05,8.6,0.043,False
PO000463,SUP0027,PRD0142,2025-07-17,110,2.34,USD,257.4,open,"Valencia, Smith and Le",Vietnam,70.4,TEXT-Movie-142,Textiles,2025-07-23,paid,2025-08-27,2025-07,41.7,0.123,False
PO000464,SUP0021,PRD0137,2026-03-30,513,5799.5,USD,2975143.5,fulfilled,"Ellis, Baker and Wright",India,80.5,FOOD-Wide-137,Food & Beverage,2026-04-03,pending,,2026-03,42.6,0.107,False
PO000465,SUP0013,PRD0044,2026-02-08,37,1259.19,USD,46590.03,fulfilled,Delacruz Group,Germany,77.3,MACH-Reason-44,Machinery,2026-02-16,paid,2026-03-11,2026-02,12.2,0.038,False
PO000466,SUP0032,PRD0118,2024-10-16,648,15.54,USD,10069.92,fulfilled,"Lynch, Hernandez and Farmer",Vietnam,57.2,CHEM-Recently-118,Chemicals,2024-10-23,overdue,,2024-10,46.5,0.103,False
PO000467,SUP0019,PRD0103,2025-01-02,892,3062.65,USD,2731883.8,open,Clark PLC,Germany,69.9,AUTO-Community-103,Automotive Parts,2025-01-03,paid,2025-01-09,2025-01,16.9,0.043,False
PO000468,SUP0010,PRD0015,2026-06-17,266,2.35,USD,625.1,fulfilled,"Martinez, Nielsen and Miller",Egypt,43.6,TEXT-Drop-15,Textiles,2026-06-23,paid,2026-07-25,2026-06,60.8,0.185,False
PO000469,SUP0032,PRD0066,2026-03-26,594,2.55,USD,1514.7,cancelled,"Lynch, Hernandez and Farmer",Vietnam,57.2,TEXT-Customer-66,Textiles,,,,2026-03,40.5,0.12,False
PO000470,SUP0022,PRD0112,2026-05-22,142,365.15,USD,51851.3,fulfilled,Burgess-Patterson,Pakistan,79.0,FURN-Feeling-112,Furniture,2026-05-30,paid,2026-06-17,2026-05,64.2,0.305,False
PO000471,SUP0022,PRD0004,2026-08-11,343,301.41,USD,103383.63,fulfilled,Burgess-Patterson,Pakistan,79.0,FOOD-Against-4,Food & Beverage,2026-08-19,paid,2026-09-29,2026-08,59.3,0.25,False
PO000472,SUP0021,PRD0078,2025-04-14,284,386.68,USD,109817.12,fulfilled,"Ellis, Baker and Wright",India,80.5,AUTO-Level-78,Automotive Parts,2025-04-17,pending,,2025-04,41.6,0.097,False
PO000473,SUP0002,PRD0110,2025-03-08,260,10.67,USD,2774.2,fulfilled,Rhodes PLC,Germany,87.8,CHEM-Still-110,Chemicals,2025-03-17,paid,2025-03-23,2025-03,11.9,0.046,False
PO000474,SUP0016,PRD0028,2024-11-22,292,2.6,USD,759.2,fulfilled,"Sanchez, Ford and Nelson",Mexico,67.6,AUTO-Notice-28,Automotive Parts,2024-11-28,paid,2025-01-02,2024-11,44.8,0.118,False
PO000475,SUP0012,PRD0058,2025-05-08,93,946.69,USD,88042.17,fulfilled,Stanley LLC,Japan,60.6,AUTO-Interesting-58,Automotive Parts,2025-05-18,pending,,2025-05,11.4,0.038,False
PO000476,SUP0012,PRD0041,2025-04-29,1259,15.44,USD,19438.96,fulfilled,Stanley LLC,Japan,60.6,PACK-Customer-41,Packaging,2025-05-12,paid,2025-06-13,2025-04,10.5,0.055,False
PO000477,SUP0008,PRD0147,2025-05-24,214,65.02,USD,13914.28,fulfilled,Davis Inc,Pakistan,69.7,FURN-Physical-147,Furniture,2025-06-04,overdue,,2025-05,63.8,0.268,False
PO000478,SUP0029,PRD0040,2026-07-20,1002,695.07,USD,696460.14,open,Chavez Ltd,Poland,66.3,FURN-Investment-40,Furniture,2026-07-27,paid,2026-08-12,2026-07,30.5,0.116,False
PO000479,SUP0004,PRD0144,2025-03-18,159,14.33,USD,2278.47,fulfilled,"Johnson, Gonzalez and Santos",Mexico,76.5,FURN-Today-144,Furniture,2025-04-01,paid,2025-04-17,2025-03,44.0,0.115,False
PO000480,SUP0030,PRD0038,2026-01-11,89,118.63,USD,10558.07,fulfilled,Stanton-Gill,Indonesia,60.5,ELEC-Material-38,Electronics,2026-01-16,paid,2026-01-26,2026-01,43.7,0.163,False
PO000481,SUP0015,PRD0003,2025-06-03,146,2.36,USD,344.56,fulfilled,"Zuniga, Wong and Lynch",India,76.1,ELEC-Ground-3,Electronics,2025-06-07,paid,2025-06-12,2025-06,45.4,0.087,False
PO000482,SUP0024,PRD0066,2025-10-25,1130,1229.14,USD,1388928.2,cancelled,Campos Inc,Mexico,79.6,TEXT-Customer-66,Textiles,,,,2025-10,42.5,0.154,False
PO000483,SUP0008,PRD0144,2026-06-02,210,283.95,USD,59629.5,fulfilled,Davis Inc,Pakistan,69.7,FURN-Today-144,Furniture,2026-06-06,paid,2026-07-11,2026-06,68.5,0.276,False
PO000484,SUP0005,PRD0075,2026-05-06,709,761.73,USD,540066.57,cancelled,Cole LLC,Mexico,58.0,TEXT-Two-75,Textiles,,,,2026-05,37.7,0.134,False
PO000485,SUP0025,PRD0079,2025-07-21,847,443.1,USD,375305.7,fulfilled,Conner Group,Bangladesh,77.2,FOOD-System-79,Food & Beverage,2025-08-02,paid,2025-09-08,2025-07,51.7,0.17,False
PO000486,SUP0031,PRD0064,2026-06-06,180,1002.93,USD,180527.4,fulfilled,Harrell LLC,Brazil,87.2,AUTO-Energy-64,Automotive Parts,2026-06-09,paid,2026-06-23,2026-06,51.9,0.194,False
PO000487,SUP0016,PRD0058,2024-11-30,78,1343.15,USD,104765.7,fulfilled,"Sanchez, Ford and Nelson",Mexico,67.6,AUTO-Interesting-58,Automotive Parts,2024-12-02,paid,2024-12-09,2024-11,44.8,0.118,False
PO000488,SUP0039,PRD0072,2025-11-12,154,940.19,USD,144789.26,fulfilled,"Campos, Vaughn and Marquez",South Korea,62.6,TEXT-Family-72,Textiles,2025-11-16,paid,2025-11-21,2025-11,22.6,0.072,False
PO000489,SUP0026,PRD0044,2026-05-25,157,1434.89,USD,225277.73,fulfilled,James-Ferrell,Egypt,85.3,MACH-Reason-44,Machinery,2026-05-30,paid,2026-06-18,2026-05,56.0,0.211,True
PO000490,SUP0036,PRD0077,2024-11-09,246,5.06,USD,1244.76,fulfilled,Dennis Inc,South Korea,60.1,FURN-Bag-77,Furniture,2024-11-10,paid,2024-11-21,2024-11,13.9,0.067,False
PO000491,SUP0032,PRD0142,2025-01-31,374,9.16,USD,3425.84,fulfilled,"Lynch, Hernandez and Farmer",Vietnam,57.2,TEXT-Movie-142,Textiles,2025-02-11,overdue,,2025-01,35.3,0.102,False
PO000492,SUP0011,PRD0041,2025-04-22,494,32.57,USD,16089.58,fulfilled,"Montgomery, Hensley and Ray",Indonesia,56.0,PACK-Customer-41,Packaging,2025-04-24,paid,2025-05-12,2025-04,44.3,0.107,False
PO000493,SUP0006,PRD0148,2026-06-24,292,12.1,USD,3533.2,open,Blake and Sons,China,58.0,FOOD-Author-148,Food & Beverage,2026-07-02,pending,,2026-06,25.4,0.077,False
PO000494,SUP0030,PRD0005,2024-12-16,95,990.54,USD,94101.3,fulfilled,Stanton-Gill,Indonesia,60.5,TEXT-Per-5,Textiles,2024-12-25,paid,2025-01-08,2024-12,43.5,0.102,False
PO000495,SUP0032,PRD0016,2025-08-25,38,40.06,USD,1522.28,cancelled,"Lynch, Hernandez and Farmer",Vietnam,57.2,CHEM-Author-16,Chemicals,,,,2025-08,38.8,0.131,False
PO000496,SUP0008,PRD0081,2025-09-08,201,34.6,USD,6954.6,fulfilled,Davis Inc,Pakistan,69.7,PACK-Total-81,Packaging,2025-09-19,paid,2025-10-10,2025-09,64.2,0.282,False
PO000497,SUP0032,PRD0065,2026-05-09,171,67.31,USD,11510.01,fulfilled,"Lynch, Hernandez and Farmer",Vietnam,57.2,FURN-Dark-65,Furniture,2026-05-20,paid,2026-07-01,2026-05,44.9,0.097,False
PO000498,SUP0027,PRD0132,2025-02-05,413,2.37,USD,978.81,fulfilled,"Valencia, Smith and Le",Vietnam,70.4,CHEM-Art-132,Chemicals,2025-02-16,pending,,2025-02,37.3,0.135,False
PO000499,SUP0037,PRD0089,2025-12-31,101,2.5,USD,252.5,fulfilled,"Cannon, Anderson and Alvarez",United States,65.1,ELEC-Better-89,Electronics,2026-01-05,paid,2026-02-08,2025-12,16.5,0.034,False
PO000500,SUP0020,PRD0097,2025-10-27,200,328.55,USD,65710.0,fulfilled,Lewis-Porter,Pakistan,59.2,ELEC-Medical-97,Electronics,2025-10-28,pending,,2025-10,63.5,0.237,False
PO000501,SUP0007,PRD0066,2025-05-13,59,2.66,USD,156.94,fulfilled,Ramirez-Lewis,South Korea,49.8,TEXT-Customer-66,Textiles,2025-05-22,paid,2025-07-02,2025-05,24.5,0.103,False
PO000502,SUP0013,PRD0147,2026-03-04,1223,452.99,USD,554006.77,fulfilled,Delacruz Group,Germany,77.3,FURN-Physical-147,Furniture,2026-03-06,pending,,2026-03,11.2,0.047,False
PO000503,SUP0007,PRD0079,2026-08-21,165,4.21,USD,694.65,fulfilled,Ramirez-Lewis,South Korea,49.8,FOOD-System-79,Food & Beverage,2026-08-30,pending,,2026-08,19.1,0.076,False
PO000504,SUP0003,PRD0136,2025-05-19,322,84.78,USD,27299.16,open,Johnson-Davis,Vietnam,88.7,AUTO-Morning-136,Automotive Parts,2025-05-25,paid,2025-06-06,2025-05,46.1,0.135,False
PO000505,SUP0026,PRD0040,2025-04-09,677,556.98,USD,377075.46,fulfilled,James-Ferrell,Egypt,85.3,FURN-Investment-40,Furniture,2025-04-22,paid,2025-05-01,2025-04,48.3,0.222,False
PO000506,SUP0020,PRD0090,2025-08-19,321,437.31,USD,140376.51,fulfilled,Lewis-Porter,Pakistan,59.2,MACH-With-90,Machinery,2025-08-21,pending,,2025-08,63.6,0.226,False
PO000507,SUP0035,PRD0057,2026-05-08,116,396.47,USD,45990.52,fulfilled,Allen PLC,Brazil,54.5,CHEM-Ask-57,Chemicals,2026-05-12,paid,2026-06-24,2026-05,57.2,0.171,False
PO000508,SUP0026,PRD0045,2025-07-09,244,2.86,USD,697.84,fulfilled,James-Ferrell,Egypt,85.3,CHEM-Lawyer-45,Chemicals,2025-07-19,paid,2025-09-01,2025-07,51.2,0.211,False
PO000509,SUP0039,PRD0071,2024-11-07,214,96.56,USD,20663.84,fulfilled,"Campos, Vaughn and Marquez",South Korea,62.6,ELEC-Cover-71,Electronics,2024-11-20,pending,,2024-11,16.6,0.063,False
PO000510,SUP0027,PRD0040,2024-11-09,460,1560.72,USD,717931.2,fulfilled,"Valencia, Smith and Le",Vietnam,70.4,FURN-Investment-40,Furniture,2024-11-21,paid,2024-12-25,2024-11,35.9,0.074,False
PO000511,SUP0031,PRD0079,2026-06-22,453,3.57,USD,1617.21,fulfilled,Harrell LLC,Brazil,87.2,FOOD-System-79,Food & Beverage,2026-06-23,paid,2026-08-01,2026-06,51.9,0.194,False
PO000512,SUP0030,PRD0015,2024-11-29,168,4.75,USD,798.0,cancelled,Stanton-Gill,Indonesia,60.5,TEXT-Drop-15,Textiles,,,,2024-11,40.4,0.073,False
PO000513,SUP0036,PRD0015,2025-01-31,658,2580.48,USD,1697955.84,cancelled,Dennis Inc,South Korea,60.1,TEXT-Drop-15,Textiles,,,,2025-01,19.3,0.048,False
PO000514,SUP0004,PRD0066,2025-12-24,249,295.45,USD,73567.05,open,"Johnson, Gonzalez and Santos",Mexico,76.5,TEXT-Customer-66,Textiles,2026-01-01,paid,2026-01-15,2025-12,36.2,0.148,False
PO000515,SUP0036,PRD0023,2025-03-22,173,28.8,USD,4982.4,fulfilled,Dennis Inc,South Korea,60.1,MACH-Economy-23,Machinery,2025-03-30,paid,2025-04-21,2025-03,27.0,0.071,False
PO000516,SUP0022,PRD0111,2024-10-06,271,566.71,USD,153578.41,fulfilled,Burgess-Patterson,Pakistan,79.0,PACK-Look-111,Packaging,2024-10-15,paid,2024-11-01,2024-10,63.4,0.24,False
PO000517,SUP0002,PRD0035,2025-04-13,172,798.41,USD,137326.52,fulfilled,Rhodes PLC,Germany,87.8,MACH-Material-35,Machinery,2025-04-27,pending,,2025-04,10.7,0.038,False
PO000518,SUP0036,PRD0003,2025-12-13,56,9.84,USD,551.04,fulfilled,Dennis Inc,South Korea,60.1,ELEC-Ground-3,Electronics,2025-12-16,overdue,,2025-12,24.1,0.077,False
PO000519,SUP0031,PRD0026,2025-07-21,105,5.05,USD,530.25,fulfilled,Harrell LLC,Brazil,87.2,PACK-Mention-26,Packaging,2025-08-03,paid,2025-09-14,2025-07,50.3,0.167,False
PO000520,SUP0035,PRD0028,2026-04-05,48,435.21,USD,20890.08,open,Allen PLC,Brazil,54.5,AUTO-Notice-28,Automotive Parts,2026-04-15,paid,2026-04-24,2026-04,55.9,0.186,False
PO000521,SUP0025,PRD0015,2025-07-13,236,3.05,USD,719.8,fulfilled,Conner Group,Bangladesh,77.2,TEXT-Drop-15,Textiles,2025-07-15,pending,,2025-07,51.7,0.17,False
PO000522,SUP0013,PRD0097,2024-11-08,358,131.34,USD,47019.72,fulfilled,Delacruz Group,Germany,77.3,ELEC-Medical-97,Electronics,2024-11-18,paid,2024-12-27,2024-11,16.0,0.028,False
