shipment_id,origin_node_id,dest_node_id,product_id,mode,ship_date,delivery_date,planned_transit_days,actual_transit_days,cost,quantity,origin_name,origin_type,origin_country,dest_name,dest_type,dest_country,product_name,category,delay_days,is_late,cost_per_unit
SHP001024,SUP0014,WH0003,PRD0076,ocean,2025-04-30,2025-05-20,20,20,5088.36,113,"Flowers, Martin and Kelly",supplier,United States,Netherlands Warehouse 3,warehouse,Netherlands,PACK-Wind-76,Packaging,0,False,45.03
SHP001025,SUP0035,WH0004,PRD0006,ocean,2024-12-20,2025-01-18,30,29,41110.67,560,Allen PLC,supplier,Brazil,United Arab Emirates Warehouse 4,warehouse,United Arab Emirates,FURN-Once-6,Furniture,-1,False,73.412
SHP001026,SUP0035,WH0006,PRD0102,ocean,2026-06-19,2026-07-07,19,18,9032.97,204,Allen PLC,supplier,Brazil,United States Warehouse 6,warehouse,United States,TEXT-Artist-102,Textiles,-1,False,44.279
SHP001027,SUP0027,WH0001,PRD0071,ocean,2024-09-06,2024-09-29,24,23,7983.64,141,"Valencia, Smith and Le",supplier,Vietnam,Germany Warehouse 1,warehouse,Germany,ELEC-Cover-71,Electronics,-1,False,56.622
SHP001028,SUP0005,WH0006,PRD0003,ocean,2026-05-20,2026-05-27,7,7,1191.24,123,Cole LLC,supplier,Mexico,United States Warehouse 6,warehouse,United States,ELEC-Ground-3,Electronics,0,False,9.685
SHP001029,SUP0002,WH0002,PRD0145,ocean,2024-12-18,2025-01-15,25,28,5933.59,97,Rhodes PLC,supplier,Germany,Singapore Warehouse 2,warehouse,Singapore,MACH-Cultural-145,Machinery,3,True,61.171
SHP001030,SUP0010,WH0010,PRD0013,ocean,2024-12-07,2024-12-17,9,10,8009.3,466,"Martinez, Nielsen and Miller",supplier,Egypt,Poland Warehouse 10,warehouse,Poland,CHEM-Program-13,Chemicals,1,True,17.187
SHP001031,SUP0022,WH0006,PRD0128,ocean,2025-03-04,2025-03-31,30,27,21255.57,293,Burgess-Patterson,supplier,Pakistan,United States Warehouse 6,warehouse,United States,TEXT-Occur-128,Textiles,-3,False,72.545
SHP001032,SUP0016,WH0001,PRD0074,air,2025-01-08,2025-01-12,4,4,122684.35,279,"Sanchez, Ford and Nelson",supplier,Mexico,Germany Warehouse 1,warehouse,Germany,MACH-Enjoy-74,Machinery,0,False,439.729
SHP001033,SUP0017,WH0005,PRD0059,ocean,2025-12-27,2026-01-09,15,13,8644.81,273,"Hawkins, Cohen and Cameron",supplier,Nigeria,United Arab Emirates Warehouse 5,warehouse,United Arab Emirates,FOOD-Should-59,Food & Beverage,-2,False,31.666
SHP001034,SUP0018,WH0010,PRD0091,air,2024-09-22,2024-09-26,4,4,187888.74,434,Underwood LLC,supplier,Philippines,Poland Warehouse 10,warehouse,Poland,FOOD-Some-91,Food & Beverage,0,False,432.923
SHP001035,SUP0016,WH0010,PRD0057,ocean,2024-09-14,2024-10-06,25,22,13864.72,229,"Sanchez, Ford and Nelson",supplier,Mexico,Poland Warehouse 10,warehouse,Poland,CHEM-Ask-57,Chemicals,-3,False,60.545
SHP001036,SUP0011,WH0007,PRD0049,ocean,2026-03-31,2026-04-27,27,27,3014.61,46,"Montgomery, Hensley and Ray",supplier,Indonesia,Germany Warehouse 7,warehouse,Germany,AUTO-Manage-49,Automotive Parts,0,False,65.535
SHP001037,SUP0021,WH0008,PRD0065,air,2025-02-23,2025-02-26,3,3,269587.44,1205,"Ellis, Baker and Wright",supplier,India,South Korea Warehouse 8,warehouse,South Korea,FURN-Dark-65,Furniture,0,False,223.724
SHP001038,SUP0016,WH0008,PRD0036,air,2025-04-27,2025-05-02,5,5,57039.34,108,"Sanchez, Ford and Nelson",supplier,Mexico,South Korea Warehouse 8,warehouse,South Korea,ELEC-Eight-36,Electronics,0,False,528.142
SHP001039,SUP0016,WH0004,PRD0025,air,2025-01-08,2025-01-13,6,5,125469.85,191,"Sanchez, Ford and Nelson",supplier,Mexico,United Arab Emirates Warehouse 4,warehouse,United Arab Emirates,CHEM-Relationship-25,Chemicals,-1,False,656.91
SHP001040,SUP0004,WH0001,PRD0011,ocean,2024-10-12,2024-11-03,24,22,5132.64,89,"Johnson, Gonzalez and Santos",supplier,Mexico,Germany Warehouse 1,warehouse,Germany,TEXT-Avoid-11,Textiles,-2,False,57.67
SHP001041,SUP0006,WH0001,PRD0080,air,2026-02-24,2026-02-27,4,3,61791.85,190,Blake and Sons,supplier,China,Germany Warehouse 1,warehouse,Germany,ELEC-Training-80,Electronics,-1,False,325.22
SHP001042,SUP0039,WH0005,PRD0113,ocean,2025-09-20,2025-10-11,18,21,6019.21,143,"Campos, Vaughn and Marquez",supplier,South Korea,United Arab Emirates Warehouse 5,warehouse,United Arab Emirates,MACH-Land-113,Machinery,3,True,42.092
SHP001043,SUP0001,WH0007,PRD0009,ocean,2026-02-27,2026-03-20,22,21,7911.56,152,"Rodriguez, Figueroa and Sanchez",supplier,South Korea,Germany Warehouse 7,warehouse,Germany,MACH-Discussion-9,Machinery,-1,False,52.05
SHP001044,SUP0006,WH0009,PRD0149,ocean,2025-08-15,2025-09-01,19,17,10845.74,247,Blake and Sons,supplier,China,Germany Warehouse 9,warehouse,Germany,ELEC-Republican-149,Electronics,-2,False,43.91
SHP001045,SUP0007,WH0008,PRD0094,rail,2026-03-22,2026-03-23,1,1,158.52,207,Ramirez-Lewis,supplier,South Korea,South Korea Warehouse 8,warehouse,South Korea,MACH-Compare-94,Machinery,0,False,0.766
SHP001046,SUP0031,WH0007,PRD0034,ocean,2025-09-11,2025-10-04,24,23,6279.58,112,Harrell LLC,supplier,Brazil,Germany Warehouse 7,warehouse,Germany,CHEM-Part-34,Chemicals,-1,False,56.068
SHP001047,SUP0026,WH0010,PRD0024,ocean,2024-11-22,2024-12-01,9,9,4630.85,277,James-Ferrell,supplier,Egypt,Poland Warehouse 10,warehouse,Poland,MACH-Family-24,Machinery,0,False,16.718
SHP001048,SUP0006,WH0003,PRD0076,ocean,2025-09-04,2025-09-23,20,19,16998.1,369,Blake and Sons,supplier,China,Netherlands Warehouse 3,warehouse,Netherlands,PACK-Wind-76,Packaging,-1,False,46.065
SHP001049,SUP0027,WH0009,PRD0084,air,2026-07-22,2026-07-26,4,4,73761.87,172,"Valencia, Smith and Le",supplier,Vietnam,Germany Warehouse 9,warehouse,Germany,PACK-Apply-84,Packaging,0,False,428.848
SHP001050,SUP0037,WH0002,PRD0107,ocean,2024-10-05,2024-11-08,35,34,3630.56,41,"Cannon, Anderson and Alvarez",supplier,United States,Singapore Warehouse 2,warehouse,Singapore,PACK-Evidence-107,Packaging,-1,False,88.55
SHP001051,SUP0011,WH0004,PRD0045,ocean,2026-03-26,2026-04-14,18,19,6330.55,157,"Montgomery, Hensley and Ray",supplier,Indonesia,United Arab Emirates Warehouse 4,warehouse,United Arab Emirates,CHEM-Lawyer-45,Chemicals,1,True,40.322
SHP001052,SUP0031,WH0005,PRD0052,air,2026-05-26,2026-05-31,5,5,55441.64,100,Harrell LLC,supplier,Brazil,United Arab Emirates Warehouse 5,warehouse,United Arab Emirates,CHEM-Arm-52,Chemicals,0,False,554.416
SHP001053,SUP0021,WH0002,PRD0034,air,2025-09-17,2025-09-18,2,1,13897.98,86,"Ellis, Baker and Wright",supplier,India,Singapore Warehouse 2,warehouse,Singapore,CHEM-Part-34,Chemicals,-1,False,161.604
SHP001054,SUP0011,WH0010,PRD0139,air,2025-08-02,2025-08-05,5,3,47832.27,103,"Montgomery, Hensley and Ray",supplier,Indonesia,Poland Warehouse 10,warehouse,Poland,FOOD-Nice-139,Food & Beverage,-2,False,464.391
SHP001055,SUP0032,WH0009,PRD0094,air,2026-08-04,2026-08-07,4,3,31866.71,76,"Lynch, Hernandez and Farmer",supplier,Vietnam,Germany Warehouse 9,warehouse,Germany,MACH-Compare-94,Machinery,-1,False,419.299
SHP001056,SUP0010,WH0005,PRD0136,ocean,2024-10-18,2024-10-24,9,6,1239.99,80,"Martinez, Nielsen and Miller",supplier,Egypt,United Arab Emirates Warehouse 5,warehouse,United Arab Emirates,AUTO-Morning-136,Automotive Parts,-3,False,15.5
SHP001057,SUP0019,WH0001,PRD0129,rail,2025-08-17,2025-08-18,1,1,308.93,308,Clark PLC,supplier,Germany,Germany Warehouse 1,warehouse,Germany,ELEC-Ask-129,Electronics,0,False,1.003
SHP001058,SUP0013,WH0005,PRD0070,rail,2025-06-22,2025-06-30,8,8,9490.1,199,Delacruz Group,supplier,Germany,United Arab Emirates Warehouse 5,warehouse,United Arab Emirates,PACK-Knowledge-70,Packaging,0,False,47.689
SHP001059,SUP0020,WH0008,PRD0043,ocean,2026-01-15,2026-01-28,14,13,3982.38,127,Lewis-Porter,supplier,Pakistan,South Korea Warehouse 8,warehouse,South Korea,CHEM-Bill-43,Chemicals,-1,False,31.357
SHP001060,SUP0013,WH0004,PRD0066,ocean,2025-08-25,2025-09-08,14,14,20500.83,692,Delacruz Group,supplier,Germany,United Arab Emirates Warehouse 4,warehouse,United Arab Emirates,TEXT-Customer-66,Textiles,0,False,29.625
SHP001061,SUP0030,WH0006,PRD0124,air,2026-06-26,2026-07-01,6,5,50739.98,76,Stanton-Gill,supplier,Indonesia,United States Warehouse 6,warehouse,United States,ELEC-Director-124,Electronics,-1,False,667.631
SHP001062,SUP0012,WH0001,PRD0076,ocean,2024-10-27,2024-11-18,23,22,16839.61,314,Stanley LLC,supplier,Japan,Germany Warehouse 1,warehouse,Germany,PACK-Wind-76,Packaging,-1,False,53.629
SHP001063,SUP0022,WH0008,PRD0087,rail,2024-11-01,2024-11-12,9,11,7069.54,130,Burgess-Patterson,supplier,Pakistan,South Korea Warehouse 8,warehouse,South Korea,MACH-Think-87,Machinery,2,True,54.381
SHP001064,SUP0027,WH0003,PRD0030,ocean,2025-11-19,2025-12-12,25,23,27834.4,467,"Valencia, Smith and Le",supplier,Vietnam,Netherlands Warehouse 3,warehouse,Netherlands,AUTO-Several-30,Automotive Parts,-2,False,59.603
SHP001065,SUP0034,WH0008,PRD0120,rail,2024-10-21,2024-10-30,8,9,8547.44,172,Koch-Decker,supplier,India,South Korea Warehouse 8,warehouse,South Korea,MACH-Message-120,Machinery,1,True,49.694
SHP001066,SUP0008,WH0003,PRD0020,air,2025-03-22,2025-03-25,3,3,58053.23,224,Davis Inc,supplier,Pakistan,Netherlands Warehouse 3,warehouse,Netherlands,FOOD-Give-20,Food & Beverage,0,False,259.166
SHP001067,SUP0019,WH0006,PRD0037,air,2025-12-07,2025-12-11,4,4,54758.35,154,Clark PLC,supplier,Germany,United States Warehouse 6,warehouse,United States,CHEM-Still-37,Chemicals,0,False,355.574
SHP001068,SUP0028,WH0005,PRD0058,air,2025-10-07,2025-10-10,3,3,120497.87,549,"Potter, Mack and Peterson",supplier,Germany,United Arab Emirates Warehouse 5,warehouse,United Arab Emirates,AUTO-Interesting-58,Automotive Parts,0,False,219.486
SHP001069,SUP0017,WH0002,PRD0102,ocean,2025-04-28,2025-05-24,26,26,14639.78,229,"Hawkins, Cohen and Cameron",supplier,Nigeria,Singapore Warehouse 2,warehouse,Singapore,TEXT-Artist-102,Textiles,0,False,63.929
SHP001070,SUP0026,WH0006,PRD0143,ocean,2026-08-27,2026-09-22,27,26,18969.23,292,James-Ferrell,supplier,Egypt,United States Warehouse 6,warehouse,United States,TEXT-Be-143,Textiles,-1,False,64.963
SHP001071,SUP0032,WH0006,PRD0094,ocean,2025-09-24,2025-10-29,33,35,6206.54,75,"Lynch, Hernandez and Farmer",supplier,Vietnam,United States Warehouse 6,warehouse,United States,MACH-Compare-94,Machinery,2,True,82.754
SHP001072,SUP0017,WH0006,PRD0024,ocean,2025-07-30,2025-08-27,27,28,10631.67,164,"Hawkins, Cohen and Cameron",supplier,Nigeria,United States Warehouse 6,warehouse,United States,MACH-Family-24,Machinery,1,True,64.827
SHP001073,SUP0009,WH0010,PRD0102,ocean,2025-11-17,2025-12-08,21,21,20218.86,415,Munoz-Roman,supplier,United States,Poland Warehouse 10,warehouse,Poland,TEXT-Artist-102,Textiles,0,False,48.72
SHP001074,SUP0022,WH0008,PRD0004,air,2024-11-15,2024-11-18,3,3,36707.23,150,Burgess-Patterson,supplier,Pakistan,South Korea Warehouse 8,warehouse,South Korea,FOOD-Against-4,Food & Beverage,0,False,244.715
SHP001075,SUP0013,WH0003,PRD0068,rail,2026-01-26,2026-01-27,2,1,1706.75,366,Delacruz Group,supplier,Germany,Netherlands Warehouse 3,warehouse,Netherlands,FURN-List-68,Furniture,-1,False,4.663
SHP001076,SUP0034,WH0009,PRD0138,ocean,2026-05-16,2026-06-02,17,17,8064.38,205,Koch-Decker,supplier,India,Germany Warehouse 9,warehouse,Germany,CHEM-Tonight-138,Chemicals,0,False,39.338
SHP001077,SUP0030,WH0008,PRD0032,ocean,2025-12-20,2025-12-31,12,11,9972.68,389,Stanton-Gill,supplier,Indonesia,South Korea Warehouse 8,warehouse,South Korea,FURN-Us-32,Furniture,-1,False,25.637
SHP001078,SUP0011,WH0003,PRD0117,ocean,2026-03-16,2026-04-15,28,30,13296.82,196,"Montgomery, Hensley and Ray",supplier,Indonesia,Netherlands Warehouse 3,warehouse,Netherlands,CHEM-Only-117,Chemicals,2,True,67.841
SHP001079,SUP0038,WH0004,PRD0095,ocean,2026-02-09,2026-02-28,18,19,6265.21,152,Rose-Obrien,supplier,South Africa,United Arab Emirates Warehouse 4,warehouse,United Arab Emirates,PACK-Investment-95,Packaging,1,True,41.218
SHP001080,SUP0012,WH0003,PRD0068,ocean,2025-02-07,2025-03-01,23,22,4046.12,73,Stanley LLC,supplier,Japan,Netherlands Warehouse 3,warehouse,Netherlands,FURN-List-68,Furniture,-1,False,55.426
SHP001081,SUP0005,WH0004,PRD0150,ocean,2025-07-28,2025-08-31,34,34,12095.97,141,Cole LLC,supplier,Mexico,United Arab Emirates Warehouse 4,warehouse,United Arab Emirates,TEXT-Training-150,Textiles,0,False,85.787
SHP001082,SUP0016,WH0007,PRD0098,ocean,2025-02-16,2025-03-09,24,21,7399.8,129,"Sanchez, Ford and Nelson",supplier,Mexico,Germany Warehouse 7,warehouse,Germany,CHEM-Different-98,Chemicals,-3,False,57.363
SHP001083,SUP0028,WH0006,PRD0096,ocean,2025-05-08,2025-05-27,20,19,18339.86,394,"Potter, Mack and Peterson",supplier,Germany,United States Warehouse 6,warehouse,United States,CHEM-Mention-96,Chemicals,-1,False,46.548
SHP001084,SUP0004,WH0004,PRD0028,ocean,2025-07-30,2025-09-03,35,35,13720.43,158,"Johnson, Gonzalez and Santos",supplier,Mexico,United Arab Emirates Warehouse 4,warehouse,United Arab Emirates,AUTO-Notice-28,Automotive Parts,0,False,86.838
SHP001085,SUP0015,WH0003,PRD0060,air,2025-07-03,2025-07-06,3,3,39829.67,125,"Zuniga, Wong and Lynch",supplier,India,Netherlands Warehouse 3,warehouse,Netherlands,TEXT-Group-60,Textiles,0,False,318.637
SHP001086,SUP0011,WH0003,PRD0121,ocean,2024-11-12,2024-12-08,28,26,14789.32,218,"Montgomery, Hensley and Ray",supplier,Indonesia,Netherlands Warehouse 3,warehouse,Netherlands,ELEC-Clear-121,Electronics,-2,False,67.841
SHP001087,SUP0027,WH0010,PRD0007,ocean,2025-07-10,2025-08-03,23,24,5912.36,110,"Valencia, Smith and Le",supplier,Vietnam,Poland Warehouse 10,warehouse,Poland,TEXT-Drug-7,Textiles,1,True,53.749
SHP001088,SUP0031,WH0010,PRD0144,air,2025-12-30,2026-01-03,4,4,64429.37,145,Harrell LLC,supplier,Brazil,Poland Warehouse 10,warehouse,Poland,FURN-Today-144,Furniture,0,False,444.34
SHP001089,SUP0013,WH0005,PRD0084,ocean,2025-06-02,2025-06-16,13,14,13219.37,462,Delacruz Group,supplier,Germany,United Arab Emirates Warehouse 5,warehouse,United Arab Emirates,PACK-Apply-84,Packaging,1,True,28.613
SHP001090,SUP0033,WH0003,PRD0057,ocean,2024-12-23,2025-01-10,20,18,4738.85,104,"Sellers, George and Burns",supplier,China,Netherlands Warehouse 3,warehouse,Netherlands,CHEM-Ask-57,Chemicals,-2,False,45.566
SHP001091,SUP0037,WH0004,PRD0017,ocean,2026-07-06,2026-08-05,30,30,37859.54,508,"Cannon, Anderson and Alvarez",supplier,United States,United Arab Emirates Warehouse 4,warehouse,United Arab Emirates,TEXT-Western-17,Textiles,0,False,74.527
SHP001092,SUP0024,WH0004,PRD0119,ocean,2024-10-22,2024-11-26,35,35,18475.99,212,Campos Inc,supplier,Mexico,United Arab Emirates Warehouse 4,warehouse,United Arab Emirates,TEXT-Serious-119,Textiles,0,False,87.151
SHP001093,SUP0039,WH0007,PRD0078,ocean,2026-04-30,2026-05-22,22,22,6069.87,117,"Campos, Vaughn and Marquez",supplier,South Korea,Germany Warehouse 7,warehouse,Germany,AUTO-Level-78,Automotive Parts,0,False,51.879
SHP001094,SUP0002,WH0002,PRD0105,air,2024-11-10,2024-11-15,5,5,132588.25,289,Rhodes PLC,supplier,Germany,Singapore Warehouse 2,warehouse,Singapore,FOOD-Able-105,Food & Beverage,0,False,458.783
SHP001095,SUP0014,WH0010,PRD0030,air,2024-11-13,2024-11-17,4,4,72175.57,195,"Flowers, Martin and Kelly",supplier,United States,Poland Warehouse 10,warehouse,Poland,AUTO-Several-30,Automotive Parts,0,False,370.131
SHP001096,SUP0007,WH0005,PRD0036,ocean,2026-02-22,2026-03-13,18,19,4559.68,109,Ramirez-Lewis,supplier,South Korea,United Arab Emirates Warehouse 5,warehouse,United Arab Emirates,ELEC-Eight-36,Electronics,1,True,41.832
SHP001097,SUP0008,WH0005,PRD0012,ocean,2026-04-16,2026-04-22,6,6,1191.8,127,Davis Inc,supplier,Pakistan,United Arab Emirates Warehouse 5,warehouse,United Arab Emirates,ELEC-Second-12,Electronics,0,False,9.384
SHP001098,SUP0035,WH0004,PRD0010,ocean,2025-10-12,2025-11-12,30,31,17251.8,235,Allen PLC,supplier,Brazil,United Arab Emirates Warehouse 4,warehouse,United Arab Emirates,CHEM-Account-10,Chemicals,1,True,73.412
SHP001099,SUP0029,WH0002,PRD0078,ocean,2025-11-03,2025-11-28,24,25,8838.38,155,Chavez Ltd,supplier,Poland,Singapore Warehouse 2,warehouse,Singapore,AUTO-Level-78,Automotive Parts,1,True,57.022
SHP001100,SUP0021,WH0005,PRD0127,rail,2025-10-16,2025-10-19,5,3,3067.24,128,"Ellis, Baker and Wright",supplier,India,United Arab Emirates Warehouse 5,warehouse,United Arab Emirates,CHEM-Simply-127,Chemicals,-2,False,23.963
SHP001101,SUP0031,WH0010,PRD0030,ocean,2025-05-01,2025-05-26,25,25,11849.08,200,Harrell LLC,supplier,Brazil,Poland Warehouse 10,warehouse,Poland,AUTO-Several-30,Automotive Parts,0,False,59.245
SHP001102,SUP0032,WH0004,PRD0025,ocean,2024-12-01,2024-12-15,15,14,4057.44,122,"Lynch, Hernandez and Farmer",supplier,Vietnam,United Arab Emirates Warehouse 4,warehouse,United Arab Emirates,CHEM-Relationship-25,Chemicals,-1,False,33.258
SHP001103,SUP0034,WH0006,PRD0061,ocean,2025-05-18,2025-06-19,32,32,22026.99,276,Koch-Decker,supplier,India,United States Warehouse 6,warehouse,United States,ELEC-Such-61,Electronics,0,False,79.808
SHP001104,SUP0029,WH0006,PRD0138,ocean,2025-12-31,2026-01-20,21,20,8823.31,179,Chavez Ltd,supplier,Poland,United States Warehouse 6,warehouse,United States,CHEM-Tonight-138,Chemicals,-1,False,49.292
SHP001105,SUP0013,WH0005,PRD0035,ocean,2026-03-02,2026-03-12,13,10,5837.13,204,Delacruz Group,supplier,Germany,United Arab Emirates Warehouse 5,warehouse,United Arab Emirates,MACH-Material-35,Machinery,-3,False,28.613
SHP001106,SUP0026,WH0007,PRD0100,air,2026-05-27,2026-05-29,2,2,25809.25,181,James-Ferrell,supplier,Egypt,Germany Warehouse 7,warehouse,Germany,TEXT-Institution-100,Textiles,0,False,142.593
SHP001107,SUP0028,WH0007,PRD0117,rail,2026-02-09,2026-02-10,1,1,82.84,143,"Potter, Mack and Peterson",supplier,Germany,Germany Warehouse 7,warehouse,Germany,CHEM-Only-117,Chemicals,0,False,0.579
SHP001108,SUP0001,WH0004,PRD0095,ocean,2026-08-08,2026-08-29,19,21,25522.4,586,"Rodriguez, Figueroa and Sanchez",supplier,South Korea,United Arab Emirates Warehouse 4,warehouse,United Arab Emirates,PACK-Investment-95,Packaging,2,True,43.554
SHP001109,SUP0028,WH0004,PRD0139,rail,2025-11-13,2025-11-23,9,10,8333.77,165,"Potter, Mack and Peterson",supplier,Germany,United Arab Emirates Warehouse 4,warehouse,United Arab Emirates,FOOD-Nice-139,Food & Beverage,1,True,50.508
SHP001110,SUP0022,WH0003,PRD0108,air,2025-05-17,2025-05-20,3,3,51278.69,206,Burgess-Patterson,supplier,Pakistan,Netherlands Warehouse 3,warehouse,Netherlands,FURN-With-108,Furniture,0,False,248.926
SHP001111,SUP0025,WH0001,PRD0040,ocean,2025-10-28,2025-11-14,19,17,13638.57,315,Conner Group,supplier,Bangladesh,Germany Warehouse 1,warehouse,Germany,FURN-Investment-40,Furniture,-2,False,43.297
SHP001112,SUP0024,WH0010,PRD0107,ocean,2025-02-05,2025-03-01,25,24,19733.63,328,Campos Inc,supplier,Mexico,Poland Warehouse 10,warehouse,Poland,PACK-Evidence-107,Packaging,-1,False,60.164
SHP001113,SUP0016,WH0004,PRD0026,ocean,2025-12-24,2026-01-29,35,36,33633.8,384,"Sanchez, Ford and Nelson",supplier,Mexico,United Arab Emirates Warehouse 4,warehouse,United Arab Emirates,PACK-Mention-26,Packaging,1,True,87.588
SHP001114,SUP0004,WH0006,PRD0126,rail,2025-02-13,2025-02-18,4,5,2147.19,114,"Johnson, Gonzalez and Santos",supplier,Mexico,United States Warehouse 6,warehouse,United States,ELEC-Particularly-126,Electronics,1,True,18.835
SHP001115,SUP0009,WH0004,PRD0105,ocean,2024-11-21,2024-12-21,31,30,6187.11,82,Munoz-Roman,supplier,United States,United Arab Emirates Warehouse 4,warehouse,United Arab Emirates,FOOD-Able-105,Food & Beverage,-1,False,75.453
SHP001116,SUP0040,WH0001,PRD0072,ocean,2026-05-10,2026-05-17,8,7,799.29,58,"Santos, Kim and Holmes",supplier,Turkey,Germany Warehouse 1,warehouse,Germany,TEXT-Family-72,Textiles,-1,False,13.781
SHP001117,SUP0020,WH0001,PRD0009,ocean,2025-05-28,2025-06-12,15,15,10734.58,327,Lewis-Porter,supplier,Pakistan,Germany Warehouse 1,warehouse,Germany,MACH-Discussion-9,Machinery,0,False,32.827
SHP001118,SUP0011,WH0009,PRD0095,air,2026-03-11,2026-03-16,5,5,133267.37,272,"Montgomery, Hensley and Ray",supplier,Indonesia,Germany Warehouse 9,warehouse,Germany,PACK-Investment-95,Packaging,0,False,489.954
SHP001119,SUP0028,WH0003,PRD0056,rail,2025-10-25,2025-10-26,2,1,177.52,40,"Potter, Mack and Peterson",supplier,Germany,Netherlands Warehouse 3,warehouse,Netherlands,MACH-Billion-56,Machinery,-1,False,4.438
SHP001120,SUP0024,WH0008,PRD0114,ocean,2026-04-13,2026-05-12,29,29,20287.64,291,Campos Inc,supplier,Mexico,South Korea Warehouse 8,warehouse,South Korea,FOOD-Same-114,Food & Beverage,0,False,69.717
SHP001121,SUP0010,WH0003,PRD0114,air,2026-05-10,2026-05-11,2,1,22626.17,149,"Martinez, Nielsen and Miller",supplier,Egypt,Netherlands Warehouse 3,warehouse,Netherlands,FOOD-Same-114,Food & Beverage,-1,False,151.853
SHP001122,SUP0003,WH0004,PRD0061,air,2026-08-12,2026-08-14,3,2,81662.76,308,Johnson-Davis,supplier,Vietnam,United Arab Emirates Warehouse 4,warehouse,United Arab Emirates,ELEC-Such-61,Electronics,-1,False,265.139
SHP001123,SUP0040,WH0005,PRD0093,rail,2026-04-21,2026-04-26,5,5,4522.28,186,"Santos, Kim and Holmes",supplier,Turkey,United Arab Emirates Warehouse 5,warehouse,United Arab Emirates,TEXT-Economic-93,Textiles,0,False,24.313
SHP001124,SUP0004,WH0003,PRD0026,ocean,2025-11-23,2025-12-15,23,22,15389.98,281,"Johnson, Gonzalez and Santos",supplier,Mexico,Netherlands Warehouse 3,warehouse,Netherlands,PACK-Mention-26,Packaging,-1,False,54.769
SHP001125,SUP0018,WH0003,PRD0095,air,2025-12-14,2025-12-19,5,5,57917.34,122,Underwood LLC,supplier,Philippines,Netherlands Warehouse 3,warehouse,Netherlands,PACK-Investment-95,Packaging,0,False,474.732
SHP001126,SUP0040,WH0004,PRD0140,rail,2024-09-23,2024-09-27,5,4,4889.8,188,"Santos, Kim and Holmes",supplier,Turkey,United Arab Emirates Warehouse 4,warehouse,United Arab Emirates,FURN-Coach-140,Furniture,-1,False,26.01
SHP001127,SUP0020,WH0003,PRD0092,ocean,2026-07-10,2026-07-23,16,13,11879.6,330,Lewis-Porter,supplier,Pakistan,Netherlands Warehouse 3,warehouse,Netherlands,ELEC-Time-92,Electronics,-3,False,35.999
SHP001128,SUP0010,WH0004,PRD0016,rail,2026-04-29,2026-05-02,5,3,9752.35,364,"Martinez, Nielsen and Miller",supplier,Egypt,United Arab Emirates Warehouse 4,warehouse,United Arab Emirates,CHEM-Author-16,Chemicals,-2,False,26.792
SHP001129,SUP0034,WH0003,PRD0102,ocean,2025-03-17,2025-04-01,18,15,7934.43,189,Koch-Decker,supplier,India,Netherlands Warehouse 3,warehouse,Netherlands,TEXT-Artist-102,Textiles,-3,False,41.981
SHP001130,SUP0028,WH0004,PRD0071,rail,2025-01-12,2025-01-21,9,9,4343.66,86,"Potter, Mack and Peterson",supplier,Germany,United Arab Emirates Warehouse 4,warehouse,United Arab Emirates,ELEC-Cover-71,Electronics,0,False,50.508
SHP001131,SUP0011,WH0003,PRD0049,air,2026-01-27,2026-01-31,5,4,127201.75,250,"Montgomery, Hensley and Ray",supplier,Indonesia,Netherlands Warehouse 3,warehouse,Netherlands,AUTO-Manage-49,Automotive Parts,-1,False,508.807
SHP001132,SUP0028,WH0008,PRD0032,ocean,2025-04-16,2025-05-05,22,19,3070.71,60,"Potter, Mack and Peterson",supplier,Germany,South Korea Warehouse 8,warehouse,South Korea,FURN-Us-32,Furniture,-3,False,51.178
SHP001133,SUP0020,WH0007,PRD0117,ocean,2025-05-08,2025-05-20,15,12,4291.62,127,Lewis-Porter,supplier,Pakistan,Germany Warehouse 7,warehouse,Germany,CHEM-Only-117,Chemicals,-3,False,33.792
SHP001134,SUP0033,WH0005,PRD0024,ocean,2024-09-08,2024-09-23,14,15,12883.98,447,"Sellers, George and Burns",supplier,China,United Arab Emirates Warehouse 5,warehouse,United Arab Emirates,MACH-Family-24,Machinery,1,True,28.823
SHP001135,SUP0030,WH0006,PRD0055,air,2026-05-28,2026-06-03,6,6,213642.02,320,Stanton-Gill,supplier,Indonesia,United States Warehouse 6,warehouse,United States,FURN-Race-55,Furniture,0,False,667.631
SHP001136,SUP0033,WH0006,PRD0006,ocean,2025-10-20,2025-11-19,29,30,12176.83,175,"Sellers, George and Burns",supplier,China,United States Warehouse 6,warehouse,United States,FURN-Once-6,Furniture,1,True,69.582
SHP001137,SUP0033,WH0004,PRD0013,ocean,2025-06-21,2025-07-05,14,14,4010.85,138,"Sellers, George and Burns",supplier,China,United Arab Emirates Warehouse 4,warehouse,United Arab Emirates,CHEM-Program-13,Chemicals,0,False,29.064
SHP001138,SUP0004,WH0008,PRD0086,air,2024-12-16,2024-12-20,5,4,139462.15,259,"Johnson, Gonzalez and Santos",supplier,Mexico,South Korea Warehouse 8,warehouse,South Korea,AUTO-Now-86,Automotive Parts,-1,False,538.464
