edge_id,origin_node_id,dest_node_id,mode,avg_lead_time_days,avg_cost_per_unit,capacity,origin_name,origin_type,origin_country,origin_lat,origin_lon,dest_name,dest_type,dest_country,dest_lat,dest_lon
EDGE00293,DC0005,CUST0015,air,1.7,192.744,493,United Arab Emirates Distribution Center 5,distribution_center,United Arab Emirates,23.6972,52.4894,Italy Region 15,customer_region,Italy,41.2021,11.1981
EDGE00294,DC0005,CUST0015,ocean,11.6,25.699,576,United Arab Emirates Distribution Center 5,distribution_center,United Arab Emirates,23.6972,52.4894,Italy Region 15,customer_region,Italy,41.2021,11.1981
EDGE00295,DC0005,CUST0015,rail,6.5,42.832,475,United Arab Emirates Distribution Center 5,distribution_center,United Arab Emirates,23.6972,52.4894,Italy Region 15,customer_region,Italy,41.2021,11.1981
EDGE00296,DC0005,CUST0016,air,2.4,234.229,412,United Arab Emirates Distribution Center 5,distribution_center,United Arab Emirates,23.6972,52.4894,Netherlands Region 16,customer_region,Netherlands,54.1024,4.4305
EDGE00297,DC0005,CUST0016,ocean,14.4,31.231,546,United Arab Emirates Distribution Center 5,distribution_center,United Arab Emirates,23.6972,52.4894,Netherlands Region 16,customer_region,Netherlands,54.1024,4.4305
EDGE00298,DC0005,CUST0016,rail,7.6,52.051,314,United Arab Emirates Distribution Center 5,distribution_center,United Arab Emirates,23.6972,52.4894,Netherlands Region 16,customer_region,Netherlands,54.1024,4.4305
EDGE00299,DC0005,CUST0017,air,4.8,560.657,608,United Arab Emirates Distribution Center 5,distribution_center,United Arab Emirates,23.6972,52.4894,United States Region 17,customer_region,United States,38.5056,-98.3238
EDGE00300,DC0005,CUST0017,ocean,30.1,74.754,272,United Arab Emirates Distribution Center 5,distribution_center,United Arab Emirates,23.6972,52.4894,United States Region 17,customer_region,United States,38.5056,-98.3238
EDGE00301,DC0005,CUST0018,air,1.2,179.142,481,United Arab Emirates Distribution Center 5,distribution_center,United Arab Emirates,23.6972,52.4894,Italy Region 18,customer_region,Italy,39.7155,14.3832
EDGE00302,DC0005,CUST0018,ocean,12.1,23.886,533,United Arab Emirates Distribution Center 5,distribution_center,United Arab Emirates,23.6972,52.4894,Italy Region 18,customer_region,Italy,39.7155,14.3832
EDGE00303,DC0005,CUST0018,rail,6.0,39.809,441,United Arab Emirates Distribution Center 5,distribution_center,United Arab Emirates,23.6972,52.4894,Italy Region 18,customer_region,Italy,39.7155,14.3832
EDGE00304,DC0005,CUST0019,air,2.0,174.491,905,United Arab Emirates Distribution Center 5,distribution_center,United Arab Emirates,23.6972,52.4894,Italy Region 19,customer_region,Italy,39.3173,15.4913
EDGE00305,DC0005,CUST0019,ocean,12.0,23.265,381,United Arab Emirates Distribution Center 5,distribution_center,United Arab Emirates,23.6972,52.4894,Italy Region 19,customer_region,Italy,39.3173,15.4913
EDGE00306,DC0005,CUST0019,rail,6.8,38.776,392,United Arab Emirates Distribution Center 5,distribution_center,United Arab Emirates,23.6972,52.4894,Italy Region 19,customer_region,Italy,39.3173,15.4913
EDGE00307,DC0005,CUST0020,air,2.0,220.13,214,United Arab Emirates Distribution Center 5,distribution_center,United Arab Emirates,23.6972,52.4894,Germany Region 20,customer_region,Germany,52.7935,8.6423
EDGE00308,DC0005,CUST0020,ocean,13.6,29.351,356,United Arab Emirates Distribution Center 5,distribution_center,United Arab Emirates,23.6972,52.4894,Germany Region 20,customer_region,Germany,52.7935,8.6423
EDGE00309,DC0005,CUST0020,rail,8.0,48.918,244,United Arab Emirates Distribution Center 5,distribution_center,United Arab Emirates,23.6972,52.4894,Germany Region 20,customer_region,Germany,52.7935,8.6423
EDGE00310,DC0005,CUST0021,air,2.8,240.577,339,United Arab Emirates Distribution Center 5,distribution_center,United Arab Emirates,23.6972,52.4894,Spain Region 21,customer_region,Spain,37.4931,-1.8572
EDGE00311,DC0005,CUST0021,ocean,14.0,32.077,857,United Arab Emirates Distribution Center 5,distribution_center,United Arab Emirates,23.6972,52.4894,Spain Region 21,customer_region,Spain,37.4931,-1.8572
EDGE00312,DC0005,CUST0021,rail,8.0,53.462,512,United Arab Emirates Distribution Center 5,distribution_center,United Arab Emirates,23.6972,52.4894,Spain Region 21,customer_region,Spain,37.4931,-1.8572
EDGE00313,DC0005,CUST0022,air,4.5,484.121,519,United Arab Emirates Distribution Center 5,distribution_center,United Arab Emirates,23.6972,52.4894,Canada Region 22,customer_region,Canada,57.3711,-104.976
EDGE00314,DC0005,CUST0022,ocean,27.1,64.55,523,United Arab Emirates Distribution Center 5,distribution_center,United Arab Emirates,23.6972,52.4894,Canada Region 22,customer_region,Canada,57.3711,-104.976
EDGE00315,DC0005,CUST0023,air,3.7,449.568,630,United Arab Emirates Distribution Center 5,distribution_center,United Arab Emirates,23.6972,52.4894,Australia Region 23,customer_region,Australia,-23.6424,131.2243
EDGE00316,DC0005,CUST0023,ocean,24.6,59.942,615,United Arab Emirates Distribution Center 5,distribution_center,United Arab Emirates,23.6972,52.4894,Australia Region 23,customer_region,Australia,-23.6424,131.2243
EDGE00317,DC0005,CUST0024,air,3.2,357.665,584,United Arab Emirates Distribution Center 5,distribution_center,United Arab Emirates,23.6972,52.4894,Japan Region 24,customer_region,Japan,35.3508,135.9452
EDGE00318,DC0005,CUST0024,ocean,19.9,47.689,340,United Arab Emirates Distribution Center 5,distribution_center,United Arab Emirates,23.6972,52.4894,Japan Region 24,customer_region,Japan,35.3508,135.9452
EDGE00319,DC0005,CUST0025,air,2.5,214.407,671,United Arab Emirates Distribution Center 5,distribution_center,United Arab Emirates,23.6972,52.4894,Germany Region 25,customer_region,Germany,53.3386,11.1898
EDGE00320,DC0005,CUST0025,ocean,12.2,28.588,458,United Arab Emirates Distribution Center 5,distribution_center,United Arab Emirates,23.6972,52.4894,Germany Region 25,customer_region,Germany,53.3386,11.1898
EDGE00321,DC0005,CUST0025,rail,7.3,47.646,642,United Arab Emirates Distribution Center 5,distribution_center,United Arab Emirates,23.6972,52.4894,Germany Region 25,customer_region,Germany,53.3386,11.1898
EDGE00322,DC0005,CUST0026,air,2.0,238.153,664,United Arab Emirates Distribution Center 5,distribution_center,United Arab Emirates,23.6972,52.4894,France Region 26,customer_region,France,45.2154,-0.4086
EDGE00323,DC0005,CUST0026,ocean,14.9,31.754,313,United Arab Emirates Distribution Center 5,distribution_center,United Arab Emirates,23.6972,52.4894,France Region 26,customer_region,France,45.2154,-0.4086
EDGE00324,DC0005,CUST0026,rail,8.3,52.923,1075,United Arab Emirates Distribution Center 5,distribution_center,United Arab Emirates,23.6972,52.4894,France Region 26,customer_region,France,45.2154,-0.4086
EDGE00325,DC0005,CUST0027,air,2.0,191.0,389,United Arab Emirates Distribution Center 5,distribution_center,United Arab Emirates,23.6972,52.4894,Italy Region 27,customer_region,Italy,40.7359,11.5211
EDGE00326,DC0005,CUST0027,ocean,11.5,25.467,455,United Arab Emirates Distribution Center 5,distribution_center,United Arab Emirates,23.6972,52.4894,Italy Region 27,customer_region,Italy,40.7359,11.5211
EDGE00327,DC0005,CUST0027,rail,6.8,42.444,600,United Arab Emirates Distribution Center 5,distribution_center,United Arab Emirates,23.6972,52.4894,Italy Region 27,customer_region,Italy,40.7359,11.5211
EDGE00328,DC0005,CUST0028,air,4.1,464.088,348,United Arab Emirates Distribution Center 5,distribution_center,United Arab Emirates,23.6972,52.4894,Australia Region 28,customer_region,Australia,-23.8924,134.6053
EDGE00329,DC0005,CUST0028,ocean,25.3,61.878,407,United Arab Emirates Distribution Center 5,distribution_center,United Arab Emirates,23.6972,52.4894,Australia Region 28,customer_region,Australia,-23.8924,134.6053
EDGE00330,DC0005,CUST0029,air,2.6,261.297,722,United Arab Emirates Distribution Center 5,distribution_center,United Arab Emirates,23.6972,52.4894,United Kingdom Region 29,customer_region,United Kingdom,57.7033,-3.6067
EDGE00331,DC0005,CUST0029,ocean,15.6,34.84,414,United Arab Emirates Distribution Center 5,distribution_center,United Arab Emirates,23.6972,52.4894,United Kingdom Region 29,customer_region,United Kingdom,57.7033,-3.6067
EDGE00332,DC0005,CUST0029,rail,9.2,58.066,750,United Arab Emirates Distribution Center 5,distribution_center,United Arab Emirates,23.6972,52.4894,United Kingdom Region 29,customer_region,United Kingdom,57.7033,-3.6067
EDGE00333,DC0005,CUST0030,air,2.6,251.417,378,United Arab Emirates Distribution Center 5,distribution_center,United Arab Emirates,23.6972,52.4894,United Kingdom Region 30,customer_region,United Kingdom,53.0976,-2.1605
EDGE00334,DC0005,CUST0030,ocean,14.6,33.522,522,United Arab Emirates Distribution Center 5,distribution_center,United Arab Emirates,23.6972,52.4894,United Kingdom Region 30,customer_region,United Kingdom,53.0976,-2.1605
EDGE00335,DC0005,CUST0030,rail,8.4,55.871,465,United Arab Emirates Distribution Center 5,distribution_center,United Arab Emirates,23.6972,52.4894,United Kingdom Region 30,customer_region,United Kingdom,53.0976,-2.1605
EDGE00336,DC0006,CUST0001,air,2.6,312.972,506,United Arab Emirates Distribution Center 6,distribution_center,United Arab Emirates,23.7426,52.8616,South Africa Region 1,customer_region,South Africa,-33.1697,25.6333
EDGE00337,DC0006,CUST0001,ocean,17.2,41.73,361,United Arab Emirates Distribution Center 6,distribution_center,United Arab Emirates,23.7426,52.8616,South Africa Region 1,customer_region,South Africa,-33.1697,25.6333
EDGE00338,DC0006,CUST0002,air,1.4,127.994,349,United Arab Emirates Distribution Center 6,distribution_center,United Arab Emirates,23.7426,52.8616,India Region 2,customer_region,India,23.3838,80.8104
EDGE00339,DC0006,CUST0002,ocean,8.6,17.066,539,United Arab Emirates Distribution Center 6,distribution_center,United Arab Emirates,23.7426,52.8616,India Region 2,customer_region,India,23.3838,80.8104
EDGE00340,DC0006,CUST0002,rail,5.0,28.443,466,United Arab Emirates Distribution Center 6,distribution_center,United Arab Emirates,23.7426,52.8616,India Region 2,customer_region,India,23.3838,80.8104
EDGE00341,DC0006,CUST0003,air,4.5,565.293,158,United Arab Emirates Distribution Center 6,distribution_center,United Arab Emirates,23.7426,52.8616,United States Region 3,customer_region,United States,38.6477,-100.994
EDGE00342,DC0006,CUST0003,ocean,30.3,75.372,505,United Arab Emirates Distribution Center 6,distribution_center,United Arab Emirates,23.7426,52.8616,United States Region 3,customer_region,United States,38.6477,-100.994
EDGE00343,DC0006,CUST0004,air,2.0,303.421,704,United Arab Emirates Distribution Center 6,distribution_center,United Arab Emirates,23.7426,52.8616,South Africa Region 4,customer_region,South Africa,-29.4546,22.5809
EDGE00344,DC0006,CUST0004,ocean,17.7,40.456,428,United Arab Emirates Distribution Center 6,distribution_center,United Arab Emirates,23.7426,52.8616,South Africa Region 4,customer_region,South Africa,-29.4546,22.5809
EDGE00345,DC0006,CUST0005,air,3.5,229.242,413,United Arab Emirates Distribution Center 6,distribution_center,United Arab Emirates,23.7426,52.8616,France Region 5,customer_region,France,43.9622,2.1811
EDGE00346,DC0006,CUST0005,ocean,13.2,30.566,478,United Arab Emirates Distribution Center 6,distribution_center,United Arab Emirates,23.7426,52.8616,France Region 5,customer_region,France,43.9622,2.1811
EDGE00347,DC0006,CUST0005,rail,8.4,50.943,329,United Arab Emirates Distribution Center 6,distribution_center,United Arab Emirates,23.7426,52.8616,France Region 5,customer_region,France,43.9622,2.1811
EDGE00348,DC0006,CUST0006,air,2.2,239.715,245,United Arab Emirates Distribution Center 6,distribution_center,United Arab Emirates,23.7426,52.8616,Spain Region 6,customer_region,Spain,37.6663,-1.2941
EDGE00349,DC0006,CUST0006,ocean,14.9,31.962,640,United Arab Emirates Distribution Center 6,distribution_center,United Arab Emirates,23.7426,52.8616,Spain Region 6,customer_region,Spain,37.6663,-1.2941
EDGE00350,DC0006,CUST0006,rail,8.4,53.27,657,United Arab Emirates Distribution Center 6,distribution_center,United Arab Emirates,23.7426,52.8616,Spain Region 6,customer_region,Spain,37.6663,-1.2941
EDGE00351,DC0006,CUST0007,air,3.3,328.625,435,United Arab Emirates Distribution Center 6,distribution_center,United Arab Emirates,23.7426,52.8616,South Korea Region 7,customer_region,South Korea,34.4627,128.7451
EDGE00352,DC0006,CUST0007,ocean,18.2,43.817,320,United Arab Emirates Distribution Center 6,distribution_center,United Arab Emirates,23.7426,52.8616,South Korea Region 7,customer_region,South Korea,34.4627,128.7451
EDGE00353,DC0006,CUST0008,air,2.4,248.96,740,United Arab Emirates Distribution Center 6,distribution_center,United Arab Emirates,23.7426,52.8616,Spain Region 8,customer_region,Spain,39.3303,-3.6296
EDGE00354,DC0006,CUST0008,ocean,14.9,33.195,455,United Arab Emirates Distribution Center 6,distribution_center,United Arab Emirates,23.7426,52.8616,Spain Region 8,customer_region,Spain,39.3303,-3.6296
EDGE00355,DC0006,CUST0008,rail,9.0,55.324,541,United Arab Emirates Distribution Center 6,distribution_center,United Arab Emirates,23.7426,52.8616,Spain Region 8,customer_region,Spain,39.3303,-3.6296
EDGE00356,DC0006,CUST0009,air,2.5,310.477,331,United Arab Emirates Distribution Center 6,distribution_center,United Arab Emirates,23.7426,52.8616,South Africa Region 9,customer_region,South Africa,-30.2797,21.0491
EDGE00357,DC0006,CUST0009,ocean,17.7,41.397,481,United Arab Emirates Distribution Center 6,distribution_center,United Arab Emirates,23.7426,52.8616,South Africa Region 9,customer_region,South Africa,-30.2797,21.0491
EDGE00358,DC0006,CUST0010,air,4.8,476.605,473,United Arab Emirates Distribution Center 6,distribution_center,United Arab Emirates,23.7426,52.8616,Canada Region 10,customer_region,Canada,58.9475,-104.6992
EDGE00359,DC0006,CUST0010,ocean,25.5,63.547,801,United Arab Emirates Distribution Center 6,distribution_center,United Arab Emirates,23.7426,52.8616,Canada Region 10,customer_region,Canada,58.9475,-104.6992
EDGE00360,DC0006,CUST0011,air,2.3,226.448,473,United Arab Emirates Distribution Center 6,distribution_center,United Arab Emirates,23.7426,52.8616,France Region 11,customer_region,France,48.867,4.579
EDGE00361,DC0006,CUST0011,ocean,14.4,30.193,541,United Arab Emirates Distribution Center 6,distribution_center,United Arab Emirates,23.7426,52.8616,France Region 11,customer_region,France,48.867,4.579
EDGE00362,DC0006,CUST0011,rail,8.2,50.322,524,United Arab Emirates Distribution Center 6,distribution_center,United Arab Emirates,23.7426,52.8616,France Region 11,customer_region,France,48.867,4.579
EDGE00363,DC0006,CUST0012,air,4.6,532.874,403,United Arab Emirates Distribution Center 6,distribution_center,United Arab Emirates,23.7426,52.8616,Brazil Region 12,customer_region,Brazil,-13.6526,-49.3988
EDGE00364,DC0006,CUST0012,ocean,28.8,71.05,369,United Arab Emirates Distribution Center 6,distribution_center,United Arab Emirates,23.7426,52.8616,Brazil Region 12,customer_region,Brazil,-13.6526,-49.3988
EDGE00365,DC0006,CUST0013,air,1.4,116.712,587,United Arab Emirates Distribution Center 6,distribution_center,United Arab Emirates,23.7426,52.8616,India Region 13,customer_region,India,18.121,77.1359
EDGE00366,DC0006,CUST0013,ocean,8.8,15.562,547,United Arab Emirates Distribution Center 6,distribution_center,United Arab Emirates,23.7426,52.8616,India Region 13,customer_region,India,18.121,77.1359
EDGE00367,DC0006,CUST0013,rail,4.8,25.936,644,United Arab Emirates Distribution Center 6,distribution_center,United Arab Emirates,23.7426,52.8616,India Region 13,customer_region,India,18.121,77.1359
EDGE00368,DC0006,CUST0014,air,3.3,363.779,446,United Arab Emirates Distribution Center 6,distribution_center,United Arab Emirates,23.7426,52.8616,Japan Region 14,customer_region,Japan,33.4714,137.202
EDGE00369,DC0006,CUST0014,ocean,21.0,48.504,457,United Arab Emirates Distribution Center 6,distribution_center,United Arab Emirates,23.7426,52.8616,Japan Region 14,customer_region,Japan,33.4714,137.202
EDGE00370,DC0006,CUST0015,air,2.2,193.968,606,United Arab Emirates Distribution Center 6,distribution_center,United Arab Emirates,23.7426,52.8616,Italy Region 15,customer_region,Italy,41.2021,11.1981
EDGE00371,DC0006,CUST0015,ocean,12.0,25.862,685,United Arab Emirates Distribution Center 6,distribution_center,United Arab Emirates,23.7426,52.8616,Italy Region 15,customer_region,Italy,41.2021,11.1981
EDGE00372,DC0006,CUST0015,rail,7.0,43.104,331,United Arab Emirates Distribution Center 6,distribution_center,United Arab Emirates,23.7426,52.8616,Italy Region 15,customer_region,Italy,41.2021,11.1981
EDGE00373,DC0006,CUST0016,air,2.3,235.069,302,United Arab Emirates Distribution Center 6,distribution_center,United Arab Emirates,23.7426,52.8616,Netherlands Region 16,customer_region,Netherlands,54.1024,4.4305
EDGE00374,DC0006,CUST0016,ocean,13.1,31.342,301,United Arab Emirates Distribution Center 6,distribution_center,United Arab Emirates,23.7426,52.8616,Netherlands Region 16,customer_region,Netherlands,54.1024,4.4305
EDGE00375,DC0006,CUST0016,rail,8.8,52.237,612,United Arab Emirates Distribution Center 6,distribution_center,United Arab Emirates,23.7426,52.8616,Netherlands Region 16,customer_region,Netherlands,54.1024,4.4305
EDGE00376,DC0006,CUST0017,air,4.3,561.148,516,United Arab Emirates Distribution Center 6,distribution_center,United Arab Emirates,23.7426,52.8616,United States Region 17,customer_region,United States,38.5056,-98.3238
EDGE00377,DC0006,CUST0017,ocean,29.0,74.82,390,United Arab Emirates Distribution Center 6,distribution_center,United Arab Emirates,23.7426,52.8616,United States Region 17,customer_region,United States,38.5056,-98.3238
EDGE00378,DC0006,CUST0018,air,1.2,180.394,308,United Arab Emirates Distribution Center 6,distribution_center,United Arab Emirates,23.7426,52.8616,Italy Region 18,customer_region,Italy,39.7155,14.3832
EDGE00379,DC0006,CUST0018,ocean,11.2,24.053,385,United Arab Emirates Distribution Center 6,distribution_center,United Arab Emirates,23.7426,52.8616,Italy Region 18,customer_region,Italy,39.7155,14.3832
EDGE00380,DC0006,CUST0018,rail,6.3,40.088,375,United Arab Emirates Distribution Center 6,distribution_center,United Arab Emirates,23.7426,52.8616,Italy Region 18,customer_region,Italy,39.7155,14.3832
EDGE00381,DC0006,CUST0019,air,1.3,175.75,409,United Arab Emirates Distribution Center 6,distribution_center,United Arab Emirates,23.7426,52.8616,Italy Region 19,customer_region,Italy,39.3173,15.4913
EDGE00382,DC0006,CUST0019,ocean,11.1,23.433,426,United Arab Emirates Distribution Center 6,distribution_center,United Arab Emirates,23.7426,52.8616,Italy Region 19,customer_region,Italy,39.3173,15.4913
EDGE00383,DC0006,CUST0019,rail,6.2,39.055,429,United Arab Emirates Distribution Center 6,distribution_center,United Arab Emirates,23.7426,52.8616,Italy Region 19,customer_region,Italy,39.3173,15.4913
EDGE00384,DC0006,CUST0020,air,2.3,220.98,530,United Arab Emirates Distribution Center 6,distribution_center,United Arab Emirates,23.7426,52.8616,Germany Region 20,customer_region,Germany,52.7935,8.6423
EDGE00385,DC0006,CUST0020,ocean,14.2,29.464,602,United Arab Emirates Distribution Center 6,distribution_center,United Arab Emirates,23.7426,52.8616,Germany Region 20,customer_region,Germany,52.7935,8.6423
EDGE00386,DC0006,CUST0020,rail,7.2,49.107,644,United Arab Emirates Distribution Center 6,distribution_center,United Arab Emirates,23.7426,52.8616,Germany Region 20,customer_region,Germany,52.7935,8.6423
EDGE00387,DC0006,CUST0021,air,2.6,241.942,403,United Arab Emirates Distribution Center 6,distribution_center,United Arab Emirates,23.7426,52.8616,Spain Region 21,customer_region,Spain,37.4931,-1.8572
EDGE00388,DC0006,CUST0021,ocean,14.1,32.259,626,United Arab Emirates Distribution Center 6,distribution_center,United Arab Emirates,23.7426,52.8616,Spain Region 21,customer_region,Spain,37.4931,-1.8572
EDGE00389,DC0006,CUST0021,rail,8.5,53.765,448,United Arab Emirates Distribution Center 6,distribution_center,United Arab Emirates,23.7426,52.8616,Spain Region 21,customer_region,Spain,37.4931,-1.8572
EDGE00390,DC0006,CUST0022,air,4.5,484.251,317,United Arab Emirates Distribution Center 6,distribution_center,United Arab Emirates,23.7426,52.8616,Canada Region 22,customer_region,Canada,57.3711,-104.976
EDGE00391,DC0006,CUST0022,ocean,26.4,64.567,426,United Arab Emirates Distribution Center 6,distribution_center,United Arab Emirates,23.7426,52.8616,Canada Region 22,customer_region,Canada,57.3711,-104.976
EDGE00392,DC0006,CUST0023,air,3.6,448.138,230,United Arab Emirates Distribution Center 6,distribution_center,United Arab Emirates,23.7426,52.8616,Australia Region 23,customer_region,Australia,-23.6424,131.2243
EDGE00393,DC0006,CUST0023,ocean,24.7,59.752,346,United Arab Emirates Distribution Center 6,distribution_center,United Arab Emirates,23.7426,52.8616,Australia Region 23,customer_region,Australia,-23.6424,131.2243
EDGE00394,DC0006,CUST0024,air,3.4,356.089,541,United Arab Emirates Distribution Center 6,distribution_center,United Arab Emirates,23.7426,52.8616,Japan Region 24,customer_region,Japan,35.3508,135.9452
EDGE00395,DC0006,CUST0024,ocean,18.8,47.479,602,United Arab Emirates Distribution Center 6,distribution_center,United Arab Emirates,23.7426,52.8616,Japan Region 24,customer_region,Japan,35.3508,135.9452
EDGE00396,DC0006,CUST0025,air,2.4,215.213,411,United Arab Emirates Distribution Center 6,distribution_center,United Arab Emirates,23.7426,52.8616,Germany Region 25,customer_region,Germany,53.3386,11.1898
EDGE00397,DC0006,CUST0025,ocean,13.9,28.695,516,United Arab Emirates Distribution Center 6,distribution_center,United Arab Emirates,23.7426,52.8616,Germany Region 25,customer_region,Germany,53.3386,11.1898
EDGE00398,DC0006,CUST0025,rail,7.9,47.825,347,United Arab Emirates Distribution Center 6,distribution_center,United Arab Emirates,23.7426,52.8616,Germany Region 25,customer_region,Germany,53.3386,11.1898
EDGE00399,DC0006,CUST0026,air,2.5,239.304,310,United Arab Emirates Distribution Center 6,distribution_center,United Arab Emirates,23.7426,52.8616,France Region 26,customer_region,France,45.2154,-0.4086
EDGE00400,DC0006,CUST0026,ocean,13.8,31.907,455,United Arab Emirates Distribution Center 6,distribution_center,United Arab Emirates,23.7426,52.8616,France Region 26,customer_region,France,45.2154,-0.4086
EDGE00401,DC0006,CUST0026,rail,8.8,53.179,375,United Arab Emirates Distribution Center 6,distribution_center,United Arab Emirates,23.7426,52.8616,France Region 26,customer_region,France,45.2154,-0.4086
EDGE00402,DC0006,CUST0027,air,1.9,192.237,394,United Arab Emirates Distribution Center 6,distribution_center,United Arab Emirates,23.7426,52.8616,Italy Region 27,customer_region,Italy,40.7359,11.5211
EDGE00403,DC0006,CUST0027,ocean,11.2,25.632,879,United Arab Emirates Distribution Center 6,distribution_center,United Arab Emirates,23.7426,52.8616,Italy Region 27,customer_region,Italy,40.7359,11.5211
EDGE00404,DC0006,CUST0027,rail,6.5,42.719,254,United Arab Emirates Distribution Center 6,distribution_center,United Arab Emirates,23.7426,52.8616,Italy Region 27,customer_region,Italy,40.7359,11.5211
EDGE00405,DC0006,CUST0028,air,4.5,462.639,514,United Arab Emirates Distribution Center 6,distribution_center,United Arab Emirates,23.7426,52.8616,Australia Region 28,customer_region,Australia,-23.8924,134.6053
EDGE00406,DC0006,CUST0028,ocean,25.4,61.685,556,United Arab Emirates Distribution Center 6,distribution_center,United Arab Emirates,23.7426,52.8616,Australia Region 28,customer_region,Australia,-23.8924,134.6053
EDGE00407,DC0006,CUST0029,air,2.6,262.067,920,United Arab Emirates Distribution Center 6,distribution_center,United Arab Emirates,23.7426,52.8616,United Kingdom Region 29,customer_region,United Kingdom,57.7033,-3.6067
EDGE00408,DC0006,CUST0029,ocean,16.0,34.942,491,United Arab Emirates Distribution Center 6,distribution_center,United Arab Emirates,23.7426,52.8616,United Kingdom Region 29,customer_region,United Kingdom,57.7033,-3.6067
EDGE00409,DC0006,CUST0029,rail,9.4,58.237,748,United Arab Emirates Distribution Center 6,distribution_center,United Arab Emirates,23.7426,52.8616,United Kingdom Region 29,customer_region,United Kingdom,57.7033,-3.6067
EDGE00410,DC0006,CUST0030,air,2.2,252.33,409,United Arab Emirates Distribution Center 6,distribution_center,United Arab Emirates,23.7426,52.8616,United Kingdom Region 30,customer_region,United Kingdom,53.0976,-2.1605
EDGE00411,DC0006,CUST0030,ocean,14.2,33.644,504,United Arab Emirates Distribution Center 6,distribution_center,United Arab Emirates,23.7426,52.8616,United Kingdom Region 30,customer_region,United Kingdom,53.0976,-2.1605
EDGE00412,DC0006,CUST0030,rail,8.2,56.073,599,United Arab Emirates Distribution Center 6,distribution_center,United Arab Emirates,23.7426,52.8616,United Kingdom Region 30,customer_region,United Kingdom,53.0976,-2.1605
EDGE00413,SUP0001,WH0001,ocean,20.7,52.005,571,"Rodriguez, Figueroa and Sanchez",supplier,South Korea,35.4082,129.5729,Germany Warehouse 1,warehouse,Germany,50.7836,11.8021
EDGE00414,SUP0001,WH0002,air,2.0,204.534,788,"Rodriguez, Figueroa and Sanchez",supplier,South Korea,35.4082,129.5729,Singapore Warehouse 2,warehouse,Singapore,2.046,104.116
EDGE00415,SUP0001,WH0002,ocean,14.6,27.271,298,"Rodriguez, Figueroa and Sanchez",supplier,South Korea,35.4082,129.5729,Singapore Warehouse 2,warehouse,Singapore,2.046,104.116
EDGE00416,SUP0001,WH0002,rail,7.3,45.452,812,"Rodriguez, Figueroa and Sanchez",supplier,South Korea,35.4082,129.5729,Singapore Warehouse 2,warehouse,Singapore,2.046,104.116
EDGE00417,SUP0001,WH0003,air,3.2,405.716,264,"Rodriguez, Figueroa and Sanchez",supplier,South Korea,35.4082,129.5729,Netherlands Warehouse 3,warehouse,Netherlands,51.0981,4.258
EDGE00418,SUP0001,WH0003,ocean,23.2,54.095,436,"Rodriguez, Figueroa and Sanchez",supplier,South Korea,35.4082,129.5729,Netherlands Warehouse 3,warehouse,Netherlands,51.0981,4.258
EDGE00419,SUP0001,WH0004,air,4.0,326.652,338,"Rodriguez, Figueroa and Sanchez",supplier,South Korea,35.4082,129.5729,United Arab Emirates Warehouse 4,warehouse,United Arab Emirates,22.0943,54.9485
EDGE00420,SUP0001,WH0004,ocean,18.6,43.554,655,"Rodriguez, Figueroa and Sanchez",supplier,South Korea,35.4082,129.5729,United Arab Emirates Warehouse 4,warehouse,United Arab Emirates,22.0943,54.9485
EDGE00421,SUP0001,WH0005,air,3.3,324.496,655,"Rodriguez, Figueroa and Sanchez",supplier,South Korea,35.4082,129.5729,United Arab Emirates Warehouse 5,warehouse,United Arab Emirates,23.7233,54.4742
EDGE00422,SUP0001,WH0005,ocean,18.8,43.266,618,"Rodriguez, Figueroa and Sanchez",supplier,South Korea,35.4082,129.5729,United Arab Emirates Warehouse 5,warehouse,United Arab Emirates,23.7233,54.4742
EDGE00423,SUP0001,WH0006,ocean,24.0,63.033,1074,"Rodriguez, Figueroa and Sanchez",supplier,South Korea,35.4082,129.5729,United States Warehouse 6,warehouse,United States,38.3818,-97.1703
EDGE00424,SUP0001,WH0007,air,3.4,390.373,426,"Rodriguez, Figueroa and Sanchez",supplier,South Korea,35.4082,129.5729,Germany Warehouse 7,warehouse,Germany,52.1573,9.587
EDGE00425,SUP0001,WH0007,ocean,21.3,52.05,818,"Rodriguez, Figueroa and Sanchez",supplier,South Korea,35.4082,129.5729,Germany Warehouse 7,warehouse,Germany,52.1573,9.587
EDGE00426,SUP0001,WH0008,rail,1.0,2.552,267,"Rodriguez, Figueroa and Sanchez",supplier,South Korea,35.4082,129.5729,South Korea Warehouse 8,warehouse,South Korea,34.9555,126.8202
EDGE00427,SUP0001,WH0008,road,1.0,4.593,582,"Rodriguez, Figueroa and Sanchez",supplier,South Korea,35.4082,129.5729,South Korea Warehouse 8,warehouse,South Korea,34.9555,126.8202
EDGE00428,SUP0001,WH0009,air,3.5,393.721,835,"Rodriguez, Figueroa and Sanchez",supplier,South Korea,35.4082,129.5729,Germany Warehouse 9,warehouse,Germany,50.5727,10.5243
EDGE00429,SUP0001,WH0009,ocean,21.3,52.496,794,"Rodriguez, Figueroa and Sanchez",supplier,South Korea,35.4082,129.5729,Germany Warehouse 9,warehouse,Germany,50.5727,10.5243
